指数
263.1142896961544
262.55714756765406
261.80539544601186
261.64609964769284
261.69281621481355
262.5263741859834
263.08803506708756
263.1146349663253
262.82910505425025
262.397926222994
262.1118164363264
262.11627470527606
262.70527044219324
263.12890937749995
263.4271460687379
263.78820285722054
263.888624063713
263.8085924373757
263.55390305242577
263.696156960468
264.06237746049254
264.3886975975769
264.61000321632696
264.8376963730171
265.0853193361942
265.2488775950112
265.2761471298247
265.3239968891777
265.5010539400039
265.77658165114036
266.0092666211183
266.19380998141173
266.4044824132312
266.6139694468699
266.7944334194438
266.9248203633881
267.0615322509683
267.23759887088215
267.44285168382805
267.6438165562423
267.8250951040647
268.014779376055
268.2228898017238
268.4240359617002
268.58850966779863
268.7443245774847
268.930467496176
269.1333563874381
269.31894086446994
269.489156598322
269.6762834027211
269.8791181699729
270.07412278030165
270.2506309828492
270.42572125984145
270.6142044394843
270.80916286787124
270.9957973361629
271.17178594581924
271.35431776790085
271.5492466344609
271.74319894259713
271.92365687780864
272.1014222725739
272.2906076637334
272.4845752465177
272.67011813290156
272.84859684301205
273.0331742211024
273.22500263281256
273.4148615588243
273.5974227245232
273.7791072817007
273.9668862268113
274.15768676299126
274.34421599293444
274.5257254115367
274.7100787146013
274.89982779061717
275.08893996339197
275.2725535242986
275.45529487825945
275.64280862852473
275.83232143504483
276.0184024848211
276.20144218046374
276.38674901266245
276.5752080985239
276.76299392111457
276.9476197287322
