指数
263.94500939230875
264.44129513530817
265.1090508920237
265.4668192953857
265.56533242962706
265.8597283719667
266.45531013417514
266.97282993265054
267.19021010850037
267.37875244598797
267.8309028726529
268.3970394105522
268.76116088438647
268.95428875499994
269.27439213747584
269.7924057144411
270.2607081274261
270.53231487475136
270.7837061048516
271.2074139209359
271.7068749209851
272.0746951951538
272.3297464326539
272.66709274603414
273.13447867238835
273.5702351900224
273.8770942596494
274.1698437783553
274.5752278800078
275.0309433022807
275.4008832422365
275.6964599628234
276.0453648264624
276.4797088937397
276.8939468388876
277.2237207267762
277.5436845019367
277.9372677417643
278.36428336765607
278.7354131124846
279.0575102081294
279.41415875211004
279.8269396034476
280.22695192340035
280.57161933559735
280.9094891549694
281.295474992352
281.70366277487625
282.0754417289398
282.414893196644
282.7767268054422
283.17543633994575
283.5660455606034
283.9203919656984
284.270042519683
284.6511388789686
285.04697573574254
285.41909467232585
285.7699018916385
286.13520553580184
286.52473326892186
286.9091278851942
287.26976375561725
287.62716454514793
288.00511532746685
288.39285049303544
288.7651362658031
289.1233736860241
289.4909984422048
289.8745352656252
290.2548231176486
290.61954544904637
290.9820445634014
291.35797245362266
291.74039352598254
292.11275198586895
292.4758508230734
292.8450274292026
293.2246555812343
293.60222992678393
293.9696070485972
294.3354597565188
294.7100872570495
295.08902287008965
295.46140496964216
295.8276843609275
296.1978980253249
296.57497619704776
296.9507578422292
297.31985945746453
