date,close,turnover_rate,volume_ratio,pb,ps
20210301,67.14402385285146,3.031712903378029,0.8823642461027492,8.310576645523753,8.704908528982674
20210302,67.31716528528388,3.3141152859645633,1.1545160843300162,8.35640096431806,8.843522730774115
20210303,65.4527255676864,3.390824522869369,0.9622057413389271,8.164481549396807,8.680090772672221
20210304,58.01996844831848,3.946238133073858,1.413406562295254,7.31135811540705,7.852467591282144
20210305,58.91053641039659,3.2095959808955943,1.1267658126223454,7.38753936997093,7.81765940665822
20210308,51.09581807426982,3.8087271448051903,1.5455939534060457,6.524098516248327,7.116227400966695
20210309,46.995520536077194,6.032704456357988,1.8136835094962236,6.069647404196425,6.705164883523944
20210310,47.83105983966835,4.479113983112568,1.1945549213744149,6.138241248544604,6.708528289335756
20210311,50.30934185708937,4.502643606799313,1.1442790565606888,6.452643896427651,7.090475154505675
20210312,51.57119400223684,4.133016941803643,0.9576874107121693,6.637930529808801,7.400184597654894
20210315,45.15529495617627,5.389516303737692,0.9925308086661864,5.916855451881476,6.704940165202142
20210316,44.37354668701246,4.855865671349103,0.843407778671321,5.889187568515214,6.836499316916392
20210317,45.274114061858256,4.963364566560855,0.7682083973965965,6.009888735123882,7.039288569668681
20210318,45.339125800491686,4.727185037387734,0.8384604196548795,6.0809582323235,7.321525539506118
20210319,42.54895698022125,4.34744419928279,0.964420598139091,5.854055974587993,7.386166324875443
20210322,42.696114611056835,3.5722927817723877,0.9032314427023691,5.968662636419094,7.7764289486388245
20210323,41.65069342924772,6.277640682249982,0.9802873462392414,5.961920515728562,8.154017127895806
20210324,40.469895451025934,5.707582783054452,0.8806970859910004,5.712096566780729,7.567830813689284
20210325,40.89962522686134,5.5779174960545825,0.8437049121222018,5.799032601044071,7.7842431960010385
20210326,42.885211607809346,5.214624608463593,1.2469988664733738,5.965058437018995,7.7379203136611014
20210329,42.51864885163291,6.34084383450302,1.0002157010362958,6.033061238425851,8.156169486630512
20210330,47.7253810983787,6.104747291780737,1.4172676012707728,6.509408292620395,8.262966034551775
20210331,48.08387068698373,5.280532156627537,1.0294946587320664,6.570725213426835,8.377183531352406
20210401,49.87659517439054,4.282680586793407,0.9036410111307357,6.845380841142365,8.450437220652415
20210402,49.698723723864056,3.687970358044809,0.8111091606522406,6.781291305092445,8.235507275138465
20210406,52.394942267010556,4.259303697210244,1.0146610776219767,7.1375628710942065,8.728766896861476
20210407,49.08548566873638,3.9526653324323875,1.0171722236886078,6.863798582159243,8.818770807058108
20210408,48.54125832277515,4.85000862646269,0.9045804641778448,6.727748936842032,8.412778737429775
20210409,45.769184807546274,3.552363964190942,0.9095529320787297,6.41054646493654,8.126211341296385
20210412,44.247381692943016,3.7360203345814273,0.9473142190732697,6.2350208928906,7.368623598323499
20210413,44.730082587250436,3.0283790760120106,0.7243207068067692,6.181862159543715,7.153397731792186
20210414,44.9398677126078,3.604655372819144,0.8557933676345945,6.255486240401342,7.302929007928948
20210415,48.415705294470904,3.4523956442406107,1.2134898867250763,6.573569571893344,7.502006754844437
20210416,47.20363087750555,2.4806173868051187,0.9305014105782016,6.423330065753231,7.306059235745342
20210419,50.11593242755169,2.7754501497587585,1.2033763728731286,6.772993769898392,7.62080087539171
20210420,52.11865605606718,3.1177936981627243,1.2190755639327713,7.032402666916135,7.836794562603794
20210421,52.4508169816874,2.8984453807835844,1.0774058523435341,5.762525735352168,5.563086831344021
20210422,51.09679760320305,2.166544324914931,0.7910479596194435,5.636197437101428,5.439651616239568
20210423,52.322970215435326,2.1890391940446174,0.8083362419261532,5.710749945864074,5.389906664733382
20210426,51.9185900431153,2.2131219614068294,0.9040159899584465,5.674953021822234,5.376121823289712
20210427,52.50034842186744,2.0410316434857174,0.8178597199317006,5.6647482153331055,5.251738341433675
20210428,54.36709193818653,2.0806657539275326,1.0838372439150228,5.829810404203708,5.3801971058648395
20210429,54.11720343655864,1.6975402519516902,0.8985240000192001,5.790953003080965,5.347655840913908
20210430,58.37565938121662,2.334771318035026,1.3162681536297745,6.134270859134811,5.550878643503897
20210506,58.64889984247535,2.3855696494017318,1.1681757677631153,6.147562125938907,5.636166440209124
20210507,56.16007029199583,2.230207152120321,1.021271648261327,5.921943188308038,5.462866277501503
20210510,56.58599774347218,2.638082777601854,0.9541293493597682,6.012903991464971,5.6545505370531215
20210511,55.296621842021054,2.8445274532562532,0.9677770004567626,5.939174501140294,5.667785349203625
20210512,55.714941888129616,1.730893899250354,0.6105790287847529,5.942708739109035,5.591374620324037
20210513,54.348931120976054,1.6411344573478284,0.7578582089253169,5.802538069072048,5.454574796469876
20210514,55.06291740467821,1.7767211418205031,1.0586112707907191,5.873624077703088,5.506707578852311
20210517,57.778644211547544,2.077270769077867,1.3489049454708348,6.093577333750029,5.616787163813514
20210518,57.9475465213357,1.8925497673118816,1.0206247391369068,6.1178309641796975,5.673034742401826
20210519,58.20585775720134,2.79889889404625,1.2948912996284097,6.205294713150774,5.844401279454941
20210520,57.018219939071486,2.997752906556529,1.2427240936091368,6.085176916281595,5.7215400813971575
20210521,56.80049861656768,3.363030970048236,1.2668827140752388,6.096570950716958,5.820774432839542
20210524,55.16839907272316,2.965701900681279,1.0933602038138996,5.9471772867540365,5.691191501820008
20210525,56.54843559738118,2.673396517460973,1.298858540485919,6.049126984032537,5.718310195870321
20210526,54.72449944564507,2.491496272869164,0.8914456631025253,5.915057244507566,5.660545287555108
20210527,54.03649963078011,2.204011220183451,0.8467676201866381,5.854476384532231,5.602852174672684
20210528,55.63434169136041,2.39891687723489,0.9470217573184877,5.991180904211413,5.679375514512033
