ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
603017.SH,20210528,9.84,0.294,0.5259,1.24,1.3656,1.4841,1.4531,27680.7728,27479.8234,15359.2512,272378.8044,270401.4623
603017.SH,20210527,9.9,0.2972,0.5317,1.24,1.3739,1.4931,1.462,27680.7728,27479.8234,15359.2512,274039.6507,272050.2517
603017.SH,20210526,9.9,0.3229,0.5776,1.44,1.3739,1.4931,1.462,27680.7728,27479.8234,15359.2512,274039.6507,272050.2517
603017.SH,20210525,9.87,0.2365,0.4231,0.89,1.3697,1.4886,1.4575,27680.7728,27479.8234,15359.2512,273209.2275,271225.857
603017.SH,20210524,9.83,0.187,0.3346,0.68,1.3642,1.4826,1.4516,27680.7728,27479.8234,15359.2512,272101.9966,270126.664
603017.SH,20210521,9.76,0.2091,0.3742,0.72,1.3545,1.472,1.4413,27680.7728,27479.8234,15359.2512,270164.3425,268203.0764
603017.SH,20210520,9.68,0.2391,0.4278,0.86,1.3434,1.4599,1.4295,27680.7728,27479.8234,15359.2512,267949.8807,266004.6905
603017.SH,20210519,9.73,0.2472,0.4422,0.88,1.3503,1.4675,1.4369,27680.7728,27479.8234,15359.2512,269333.9193,267378.6817
603017.SH,20210518,9.7,0.4409,0.7888,1.83,1.3461,1.463,1.4324,27680.7728,27479.8234,15359.2512,268503.4962,266554.287
603017.SH,20210517,9.76,0.2386,0.4269,0.7,1.3545,1.472,1.4413,27680.7728,27479.8234,15359.2512,270164.3425,268203.0764
603017.SH,20210514,9.78,0.2807,0.5023,0.87,1.3572,1.475,1.4442,27680.7728,27479.8234,15359.2512,270717.958,268752.6729
603017.SH,20210513,9.65,0.1849,0.3307,0.54,1.3392,1.4554,1.425,27680.7728,27479.8234,15359.2512,267119.4575,265180.2958
603017.SH,20210512,9.67,0.2516,0.4502,0.68,1.3419999999999999,1.4584,1.4280000000000002,27680.7728,27479.8234,15359.2512,267673.07300000003,265729.8923
603017.SH,20210511,9.51,0.2482,0.4441,0.68,1.3198,1.4343,1.4044,27680.7728,27479.8234,15359.2512,263244.1493,261333.1205
603017.SH,20210510,9.46,0.7303,1.3067,2.84,1.3128,1.4268,1.3969999999999998,27680.7728,27479.8234,15359.2512,261860.1107,259959.1294
603017.SH,20210507,9.84,0.2007,0.3591,0.74,1.3656,1.4841,1.4531,27680.7728,27479.8234,15359.2512,272378.8044,270401.4623
603017.SH,20210506,9.9,0.2739,0.4901,1.04,1.3739,1.4931,1.462,27680.7728,27479.8234,15359.2512,274039.6507,272050.2517
603017.SH,20210430,9.86,0.3876,0.6935,1.3,1.3683,1.4871,1.4561,27680.7728,27479.8234,15359.2512,272932.4198,270951.0587
603017.SH,20210429,9.86,0.2212,0.3957,0.7,1.4214,1.4052,1.4843,27680.7728,27479.8234,15359.2512,272932.4198,270951.0587
603017.SH,20210428,9.78,0.2044,0.3656,0.62,1.4098,1.3938,1.4723,27680.7728,27479.8234,15359.2512,270717.958,268752.6729
603017.SH,20210427,9.75,0.2666,0.47700000000000004,0.68,1.4055,1.3895,1.4677,27680.7728,27479.8234,15359.2512,269887.5348,267928.2782
603017.SH,20210426,9.85,0.2332,0.4172,0.53,1.4199,1.4038,1.4828,27680.7728,27479.8234,15359.2512,272655.6121,270676.2605
603017.SH,20210423,9.8,0.561,1.0037,1.38,1.4127,1.3966,1.4753,27680.7728,27479.8234,15359.2512,271271.5734,269302.2693
603017.SH,20210422,10.01,0.3156,0.5646,0.72,1.443,1.4266,1.5069,27680.7728,27479.8234,15359.2512,277084.5357,275073.0322
603017.SH,20210421,10.05,0.265,0.4741,0.59,1.4487,1.4323,1.5129,27680.7728,27479.8234,15359.2512,278191.7666,276172.2252
603017.SH,20210420,10.02,0.5841,1.0451,1.42,1.4444,1.4280000000000002,1.5084,27680.7728,27479.8234,15359.2512,277361.3435,275347.8305
603017.SH,20210419,10.16,0.4838,0.8656,1.08,1.4646,1.4479,1.5295,27680.7728,27479.8234,15359.2512,281236.6516,279195.0057
603017.SH,20210416,10.19,0.3808,0.6814,0.77,1.4689,1.4522,1.534,27680.7728,27479.8234,15359.2512,282067.0748,280019.4004
603017.SH,20210415,10.18,0.4737,0.8475,0.74,1.4675,1.4508,1.5325,27680.7728,27479.8234,15359.2512,281790.2671,279744.6022
603017.SH,20210414,10.11,0.3082,0.5513,0.48,1.4574,1.4408,1.5219,27680.7728,27479.8234,15359.2512,279852.613,277821.0146
603017.SH,20210413,10.03,0.4149,0.7424,0.66,1.4459,1.4294,1.5099,27680.7728,27479.8234,15359.2512,277638.1512,275622.6287
603017.SH,20210412,10.19,0.6533,1.1688,1.1,1.4689,1.4522,1.534,27680.7728,27479.8234,15359.2512,282067.0748,280019.4004
603017.SH,20210409,10.12,0.6133,1.0973,1.05,1.4588,1.4422,1.5234,27680.7728,27479.8234,15359.2512,280129.4207,278095.8128
603017.SH,20210408,10.08,1.2131,2.1704,2.34,1.4531,1.4365,1.5174,27680.7728,27479.8234,15359.2512,279022.1898,276996.6199
603017.SH,20210407,9.89,0.2873,0.514,0.4,1.4257,1.4095,1.4888,27680.7728,27479.8234,15359.2512,273762.843,271775.4534
603017.SH,20210406,9.84,0.3627,0.6489,0.51,1.4185,1.4023,1.4813,27680.7728,27479.8234,15359.2512,272378.8044,270401.4623
