ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
002135.SZ,20210528,6.29,0.4981,0.9016,0.85,1.4458,0.7029,0.6561,103440.22,95851.0982,52952.4484,650638.9838,602903.4077
002135.SZ,20210527,6.39,0.3435,0.6217,0.61,1.4688,0.7141,0.6666,103440.22,95851.0982,52952.4484,660983.0058,612488.5175
002135.SZ,20210526,6.4,0.4022,0.728,0.63,1.4711,0.7152,0.6676,103440.22,95851.0982,52952.4484,662017.4079999999,613447.0285
002135.SZ,20210525,6.36,1.0076,1.8239,1.88,1.4619,0.7107,0.6634,103440.22,95851.0982,52952.4484,657879.7992,609612.9846
002135.SZ,20210524,6.52,0.3265,0.5911,0.57,1.4987,0.7286,0.6801,103440.22,95851.0982,52952.4484,674430.2344,624949.1603
002135.SZ,20210521,6.49,0.6128,1.1093,1.14,1.4918,0.7253,0.677,103440.22,95851.0982,52952.4484,671327.0278,622073.6273
002135.SZ,20210520,6.59,0.4785,0.8662,0.85,1.5148,0.7364,0.6874,103440.22,95851.0982,52952.4484,681671.0498,631658.7371
002135.SZ,20210519,6.66,0.7586,1.3731,1.61,1.5309,0.7443,0.6947,103440.22,95851.0982,52952.4484,688911.8652,638368.314
002135.SZ,20210518,6.84,0.5098,0.9229,1.06,1.5723,0.7644,0.7135,103440.22,95851.0982,52952.4484,707531.1048,655621.5117
002135.SZ,20210517,6.69,0.5157,0.9334,1.12,1.5378,0.7476,0.6978,103440.22,95851.0982,52952.4484,692015.0718,641243.8470000001
002135.SZ,20210514,6.9,0.4171,0.755,0.9,1.5861,0.7711,0.7198,103440.22,95851.0982,52952.4484,713737.5179999999,661372.5776
002135.SZ,20210513,6.92,0.624,1.1295,1.52,1.5907,0.7733,0.7218,103440.22,95851.0982,52952.4484,715806.3224,663289.5995
