ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
300001.SZ,20210528,27.3,2.4343,4.317,2.8,4.9371,3.8287,3.5394,104071.0713,94472.3457,53271.3426,2841140.2465,2579095.0376
300001.SZ,20210527,26.51,1.6228,2.8779,0.55,4.7942,3.7179,3.4369,104071.0713,94472.3457,53271.3426,2758924.1002,2504461.8845
300001.SZ,20210526,26.47,1.7328,3.073,0.56,4.787,3.7123,3.4318,104071.0713,94472.3457,53271.3426,2754761.2573,2500682.9907
300001.SZ,20210525,26.68,2.2458,2.2458,0.77,4.8249,3.7418,3.4589999999999996,104071.0713,94472.3457,94472.3457,2776616.1823,2520522.1833
300001.SZ,20210524,26.88,2.378,2.378,0.84,4.8611,3.7698,3.4849,104071.0713,94472.3457,94472.3457,2797430.3965,2539416.6524
300001.SZ,20210521,26.62,4.0087,4.0087,1.77,4.8141,3.7333,3.4512,104071.0713,94472.3457,94472.3457,2770371.918,2514853.8425
300001.SZ,20210520,26.86,4.2942,7.6154,2.8,4.8575,3.767,3.4823,104071.0713,94472.3457,53271.3426,2795348.9751,2537527.2055
300001.SZ,20210519,25.45,2.4325,4.3138,2.05,4.6025,3.5693,3.2995,104071.0713,94472.3457,53271.3426,2648608.7646,2404321.1981
300001.SZ,20210518,23.67,1.4222,2.5222,1.31,4.2806,3.3196,3.0687,104071.0713,94472.3457,53271.3426,2463362.2577,2236160.4227
300001.SZ,20210517,24.61,2.0338,3.6068,2.31,4.4506,3.4515,3.1906,104071.0713,94472.3457,53271.3426,2561189.0647,2324964.4277
300001.SZ,20210514,24.31,1.1404,2.0224,1.37,4.3963,3.4094,3.1517,104071.0713,94472.3457,53271.3426,2529967.7433,2296622.724
300001.SZ,20210513,23.45,0.6278,1.1134,0.66,4.2408,3.2888,3.0402,104071.0713,94472.3457,53271.3426,2440466.622,2215376.5067
300001.SZ,20210512,23.93,0.7121,1.2628,0.72,4.3276,3.3561,3.1024,104071.0713,94472.3457,53271.3426,2490420.7362,2260723.2326
300001.SZ,20210511,23.85,0.9048,1.6046,0.87,4.3131,3.3449,3.0921,104071.0713,94472.3457,53271.3426,2482095.0505,2253165.4449
300001.SZ,20210510,23.48,1.0266,1.8206,0.92,4.2462,3.293,3.0441,104071.0713,94472.3457,53271.3426,2443588.7541,2218210.6769999997
300001.SZ,20210507,24.0,0.8982,1.5929,0.79,4.3403,3.3659,3.1115,104071.0713,94472.3457,53271.3426,2497705.7112,2267336.2968
300001.SZ,20210506,24.47,1.2006,2.1292,1.01,4.4253,3.4318,3.1725,104071.0713,94472.3457,53271.3426,2546619.1147,2311738.2993
300001.SZ,20210430,25.23,0.9438,1.6737,0.73,5.2831,3.3917,3.1354,99757.0075,94472.3457,53271.3426,2516869.2992,2383537.2819999997
300001.SZ,20210429,25.12,1.1272,1.9989,0.86,5.2601,3.3769,3.1217,99757.0075,94472.3457,53271.3426,2505896.0284,2373145.324
300001.SZ,20210428,26.09,1.4149,2.5092,1.12,5.4632,3.5073,3.2423,99757.0075,94472.3457,53271.3426,2602660.3257,2464783.4993
300001.SZ,20210427,25.38,1.0032,1.7791,0.71,5.5579,3.4119,3.4119,99757.0075,94472.3457,53271.3426,2531832.8504,2397708.1339
300001.SZ,20210426,25.88,1.4303,2.5365,0.87,5.6674,3.4791,3.4791,99757.0075,94472.3457,53271.3426,2581711.3541,2444944.3067
300001.SZ,20210423,26.3,1.4983,2.657,0.96,5.7594,3.5356,3.5356,99757.0075,94472.3457,53271.3426,2623609.2973,2484622.6919
300001.SZ,20210422,25.85,1.2216,2.1663,0.84,5.7967,3.8265,3.5078,99757.0075,94472.3457,53271.3426,2578718.6439,2442110.1363
300001.SZ,20210421,25.61,1.1677,2.0707,0.8,5.7429,3.7910000000000004,3.4752,99757.0075,94472.3457,53271.3426,2554776.9621,2419436.7734
300001.SZ,20210420,25.82,1.7255,3.0601,1.28,5.79,3.8221,3.5037,99757.0075,94472.3457,53271.3426,2575725.9337,2439275.966
300001.SZ,20210419,25.98,2.6543,4.7071,2.29,5.8259,3.8458,3.5254,99757.0075,94472.3457,53271.3426,2591687.0549,2454391.5413
300001.SZ,20210416,23.98,1.0057,1.7835,0.74,5.3774,3.5497,3.2539999999999996,99757.0075,94472.3457,53271.3426,2392173.0399,2265446.8499
300001.SZ,20210415,24.14,0.7311,1.2965,0.48,5.4133,3.5734,3.2757,99757.0075,94472.3457,53271.3426,2408134.1611,2280562.4252
300001.SZ,20210414,24.04,1.1665,2.0687,0.66,5.3909,3.5586,3.2622,99757.0075,94472.3457,53271.3426,2398158.4603,2271115.1906
