ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
300490.SZ,20210528,10.98,10.7046,19.4384,1.34,1.4963,2.42,2.1519999999999997,25617.1546,24500.1921,13492.0399,281276.3575,269012.1093
300490.SZ,20210527,10.64,7.9938,14.5159,0.95,1.45,2.3451,2.0854,25617.1546,24500.1921,13492.0399,272566.5249,260682.0439
300490.SZ,20210526,10.32,6.3086,11.4558,0.62,1.4064,2.2746,2.0227,25617.1546,24500.1921,13492.0399,264369.0355,252841.9825
300490.SZ,20210525,10.56,7.9389,14.4163,0.77,1.4391,2.3275,2.0697,25617.1546,24500.1921,13492.0399,270517.1526,258722.0286
300490.SZ,20210524,10.31,7.1104,12.9117,0.61,1.405,2.2724,2.0207,25617.1546,24500.1921,13492.0399,264112.8639,252596.9806
300490.SZ,20210521,10.43,7.8986,14.3431,0.71,1.5257,2.2988,2.0442,25617.1546,24500.1921,13492.0399,267186.9225,255537.0036
300490.SZ,20210520,10.46,12.8666,23.3645,1.42,1.5301,2.3054,2.0501,25617.1546,24500.1921,13492.0399,267955.4371,256272.0094
300490.SZ,20210519,10.35,14.9686,27.1814,2.34,1.514,2.2812,2.0286,25617.1546,24500.1921,13492.0399,265137.5501,253576.9882
300490.SZ,20210518,9.48,8.719,15.8329,1.75,1.3868,2.0894,1.858,25617.1546,24500.1921,13492.0399,242850.6256,232261.8211
300490.SZ,20210517,9.7,13.9419,25.316999999999997,5.47,1.4189,2.1379,1.9012,25617.1546,24500.1921,13492.0399,248486.3996,237651.8634
300490.SZ,20210514,9.3,5.1894,9.4234,2.72,1.3604,2.0498,1.8228,25617.1546,24500.1921,13492.0399,238239.5378,227851.7865
300490.SZ,20210513,8.85,2.3289,4.229,1.25,1.2946,1.9506,1.7346,25617.1546,24500.1921,13492.0399,226711.8182,216826.7001
300490.SZ,20210512,8.87,1.8093,3.2856,0.75,1.2975,1.955,1.7385,25617.1546,24500.1921,13492.0399,227224.1613,217316.7039
300490.SZ,20210511,8.93,1.6076,2.9193,0.46,1.3063,1.9682,1.7502,25617.1546,24500.1921,13492.0399,228761.1906,218786.7155
300490.SZ,20210510,8.86,1.8097,3.2863,0.53,1.2961,1.9528,1.7365,25617.1546,24500.1921,13492.0399,226967.9898,217071.702
300490.SZ,20210507,8.8,1.9684,3.5745,0.52,1.2873,1.9395,1.7248,25617.1546,24500.1921,13492.0399,225430.9605,215601.6905
300490.SZ,20210506,8.94,2.1573,3.9175,0.51,1.3078,1.9704,1.7522,25617.1546,24500.1921,13492.0399,229017.3621,219031.7174
