ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
002620.SZ,20210528,5.6,1.0096,1.4416,0.9,0.8372,0.5628,0.5237,37829.2,30983.8031,21699.1475,211843.52,173509.2974
002620.SZ,20210527,5.65,0.6548,0.935,0.8,0.8447,0.5679,0.5284,37829.2,30983.8031,21699.1475,213734.98,175058.4875
002620.SZ,20210526,5.63,0.8056,1.1503,0.94,0.8417,0.5658,0.5265,37829.2,30983.8031,21699.1475,212978.396,174438.8115
002620.SZ,20210525,5.6,0.9246,1.3203,1.06,0.8372,0.5628,0.5237,37829.2,30983.8031,21699.1475,211843.52,173509.2974
002620.SZ,20210524,5.62,0.6709,0.9579,0.67,0.8402,0.5648,0.5256,37829.2,30983.8031,21699.1475,212600.104,174128.9734
002620.SZ,20210521,5.59,0.7348,1.0491,0.71,0.8357,0.5618,0.5228,37829.2,30983.8031,21699.1475,211465.228,173199.4593
002620.SZ,20210520,5.57,0.9657,1.379,0.89,0.8327,0.5598,0.5209,37829.2,30983.8031,21699.1475,210708.64399999997,172579.7833
002620.SZ,20210519,5.57,0.9713,1.3869,0.85,0.8327,0.5598,0.5209,37829.2,30983.8031,21699.1475,210708.64399999997,172579.7833
002620.SZ,20210518,5.63,1.0145,1.4486,0.9,0.8417,0.5658,0.5265,37829.2,30983.8031,21699.1475,212978.396,174438.8115
002620.SZ,20210517,5.66,1.2936,1.8471,1.1,0.8462,0.5689,0.5294,37829.2,30983.8031,21699.1475,214113.272,175368.3255
002620.SZ,20210514,5.77,0.9641,1.3767,0.83,0.8626,0.5799,0.5396,37829.2,30983.8031,21699.1475,218274.484,178776.5439
002620.SZ,20210513,5.71,1.1593,1.6553,1.01,0.8537,0.5739,0.534,37829.2,30983.8031,21699.1475,216004.732,176917.5157
002620.SZ,20210512,5.77,1.2756,1.8214,1.11,0.8626,0.5799,0.5396,37829.2,30983.8031,21699.1475,218274.484,178776.5439
002620.SZ,20210511,5.73,0.9640000000000001,1.3765,0.86,0.8567,0.5759,0.5359,37829.2,30983.8031,21699.1475,216761.31600000002,177537.1918
002620.SZ,20210510,5.75,1.5329,2.1888,1.51,0.8597,0.5779,0.5378,37829.2,30983.8031,21699.1475,217517.9,178156.8678
002620.SZ,20210507,5.66,0.9033,1.2898,0.82,0.8462,0.5689,0.5294,37829.2,30983.8031,21699.1475,214113.272,175368.3255
002620.SZ,20210506,5.67,1.0667,1.5231,0.87,0.8477,0.5699,0.5303,37829.2,30983.8031,21699.1475,214491.56399999998,175678.1636
002620.SZ,20210430,5.71,1.2683,1.811,1.01,0.8537,0.5739,0.534,37829.2,30983.8031,21699.1475,216004.732,176917.5157
002620.SZ,20210429,5.8,0.8611,1.2295,0.62,0.8671,0.5829,0.5424,37829.2,30983.8031,21699.2413,219409.36,179706.05800000002
002620.SZ,20210428,5.82,0.9927,1.4175,0.66,0.8823,0.5767,0.5849,37829.2,30983.8969,21699.2413,220165.944,180326.28
002620.SZ,20210427,5.77,1.2939,1.8476,0.82,0.8748,0.5717,0.5799,37829.2,30983.8969,21699.2413,218274.484,178777.0851
002620.SZ,20210426,5.84,1.6959,2.4215,0.93,0.8854,0.5786,0.5870000000000001,37829.2,30983.8969,21699.2413,220922.52800000002,180945.9579
