ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
601886.SH,20210528,7.12,0.9363,2.7497,0.86,0.9151,0.4552,0.4364,115405.0,115405.0,39295.9334,821683.6,821683.6
601886.SH,20210527,7.2,1.1865,3.4847,0.82,0.9254,0.4603,0.4413,115405.0,115405.0,39295.9334,830916.0,830916.0
601886.SH,20210526,7.06,1.9018,5.5853,1.37,0.9074,0.4514,0.4327,115405.0,115405.0,39295.9334,814759.3,814759.3
601886.SH,20210525,6.8,1.2744,3.7427,0.96,0.8740000000000001,0.4348,0.4168,115405.0,115405.0,39295.9334,784754.0,784754.0
601886.SH,20210524,7.21,1.3288,3.9025,1.04,0.8822,0.461,0.4419,115405.0,115405.0,39295.9334,832070.05,832070.05
601886.SH,20210521,7.25,1.5074,4.4271,1.17,0.8871,0.4635,0.4443,115405.0,115405.0,39295.9334,836686.25,836686.25
601886.SH,20210520,7.11,1.2296,3.6111,0.84,0.8699,0.4546,0.4358,115405.0,115405.0,39295.9334,820529.55,820529.55
601886.SH,20210519,7.1,1.6130000000000002,4.737,1.19,0.8687,0.4539,0.4351,115405.0,115405.0,39295.9334,819375.5,819375.5
601886.SH,20210518,7.18,0.9571,2.8109,0.73,0.8785,0.4591,0.4401,115405.0,115405.0,39295.9334,828607.9,828607.9
601886.SH,20210517,7.06,1.1089,3.2565,0.91,0.8638,0.4514,0.4327,115405.0,115405.0,39295.9334,814759.3,814759.3
601886.SH,20210514,7.2,1.5588,4.5778,1.34,0.8809,0.4603,0.4413,115405.0,115405.0,39295.9334,830916.0,830916.0
601886.SH,20210513,7.1,2.0778,6.1021,2.19,0.8687,0.4539,0.4351,115405.0,115405.0,39295.9334,819375.5,819375.5
601886.SH,20210512,6.96,1.0504,3.0848,0.86,0.8516,0.445,0.4266,115405.0,115405.0,39295.9334,803218.8,803218.8
601886.SH,20210511,6.83,0.7715,2.2658,0.6,0.8357,0.4367,0.4186,115405.0,115405.0,39295.9334,788216.15,788216.15
601886.SH,20210510,6.72,0.6025,1.7694,0.46,0.8222,0.4297,0.4119,115405.0,115405.0,39295.9334,775521.6,775521.6
601886.SH,20210507,6.77,1.3319999999999999,3.9118,1.05,0.8283,0.4328,0.4149,115405.0,115405.0,39295.9334,781291.85,781291.85
601886.SH,20210506,6.65,0.9792,2.8757,0.83,0.8136,0.4252,0.4076,115405.0,115405.0,39295.9334,767443.25,767443.25
601886.SH,20210430,6.71,2.3947,7.0329,2.77,0.821,0.429,0.4112,115405.0,115405.0,39295.9334,774367.55,774367.55
601886.SH,20210429,7.46,1.1218,3.2946,1.36,0.9993,0.47700000000000004,0.47700000000000004,115405.0,115405.0,39295.9334,860921.3,860921.3
601886.SH,20210428,7.18,0.7379,2.1671,0.89,0.9618,0.4591,0.4591,115405.0,115405.0,39295.9334,828607.9,828607.9
601886.SH,20210427,7.18,1.135,3.3334,1.42,0.9618,0.4591,0.4591,115405.0,115405.0,39295.9334,828607.9,828607.9
601886.SH,20210426,7.18,0.5295,1.555,0.55,0.9618,0.4591,0.4591,115405.0,115405.0,39295.9334,828607.9,828607.9
601886.SH,20210423,7.28,0.7926,2.3277,0.82,0.9752,0.4655,0.4655,115405.0,115405.0,39295.9334,840148.4,840148.4
601886.SH,20210422,7.18,0.9158,2.6895,1.01,0.9618,0.4591,0.4591,115405.0,115405.0,39295.9334,828607.9,828607.9
601886.SH,20210421,7.18,0.7875,2.3127,0.9,0.9618,0.4591,0.4591,115405.0,115405.0,39295.9334,828607.9,828607.9
601886.SH,20210420,7.24,0.9655,2.8356,1.19,0.9699,0.4629,0.4629,115405.0,115405.0,39295.9334,835532.2,835532.2
601886.SH,20210419,7.27,1.3281,3.9004,1.82,0.9739,0.4648,0.4648,115405.0,115405.0,39295.9334,838994.35,838994.35
601886.SH,20210416,7.27,0.8268,2.4282,1.2,0.9739,0.4648,0.4648,115405.0,115405.0,39295.9334,838994.35,838994.35
601886.SH,20210415,7.2,0.6173,1.8128,0.81,0.9645,0.4603,0.4603,115405.0,115405.0,39295.9334,830916.0,830916.0
601886.SH,20210414,7.22,0.6358,1.8673,0.78,0.9672,0.4616,0.4616,115405.0,115405.0,39295.9334,833224.1,833224.1
601886.SH,20210413,7.12,0.6592,1.9358,0.66,0.9538,0.4552,0.4552,115405.0,115405.0,39295.9334,821683.6,821683.6
601886.SH,20210412,7.2,0.9163,2.6909,0.82,0.9645,0.4603,0.4603,115405.0,115405.0,39295.9334,830916.0,830916.0
601886.SH,20210409,7.26,0.6304,1.8514,0.53,0.9725,0.4642,0.4642,115405.0,115405.0,39295.9334,837840.3,837840.3
601886.SH,20210408,7.3,0.9458,2.7776,0.76,0.9779,0.4667,0.4667,115405.0,115405.0,39295.9334,842456.5,842456.5
601886.SH,20210407,7.2,0.9471,2.7813,0.69,0.9645,0.4603,0.4603,115405.0,115405.0,39295.9334,830916.0,830916.0
601886.SH,20210406,7.29,1.5454,4.5387,1.2,0.9766,0.4661,0.4661,115405.0,115405.0,39295.9334,841302.45,841302.45
601886.SH,20210402,7.46,1.4939,4.3872,1.16,0.9993,0.47700000000000004,0.47700000000000004,115405.0,115405.0,39295.9334,860921.3,860921.3
601886.SH,20210401,7.85,1.0107,2.9682,0.77,1.0516,0.5019,0.5019,115405.0,115405.0,39295.9334,905929.25,905929.25
601886.SH,20210331,7.85,1.2019,3.5297,0.83,1.0516,0.5019,0.5019,115405.0,115405.0,39295.9334,905929.25,905929.25
601886.SH,20210330,8.13,1.6002,4.6996,1.04,1.0891,0.5198,0.5198,115405.0,115405.0,39295.9334,938242.65,938242.65
601886.SH,20210329,8.22,1.1537,3.3884,0.59,1.1784,0.5045,0.5166,115405.0,115405.0,39295.9334,948629.1,948629.1
601886.SH,20210326,8.23,1.48,4.3465,0.79,1.1799,0.5051,0.5173,115405.0,115405.0,39295.9334,949783.15,949783.15
601886.SH,20210325,7.75,1.1520000000000001,3.3832,0.6,1.1111,0.4756,0.4871,115405.0,115405.0,39295.9334,894388.75,894388.75
601886.SH,20210324,7.92,1.8356,5.3907,1.06,1.1354,0.486,0.4978,115405.0,115405.0,39295.9334,914007.6,914007.6
601886.SH,20210323,8.02,2.0604,6.0509,1.29,1.1498,0.4922,0.5041,115405.0,115405.0,39295.9334,925548.1,925548.1
601886.SH,20210322,8.39,3.2071,9.4188,2.63,1.2028,0.5149,0.5273,115405.0,115405.0,39295.9334,968247.95,968247.95
601886.SH,20210319,7.63,1.0545,3.097,0.76,1.0939,0.4682,0.4796,115405.0,115405.0,39295.9334,880540.15,880540.15
601886.SH,20210318,7.47,1.3717,4.0285,0.88,1.0709,0.4584,0.4695,115405.0,115405.0,39295.9334,862075.35,862075.35
601886.SH,20210317,7.46,0.9492,2.7877,0.57,1.0695,0.4578,0.4689,115405.0,115405.0,39295.9334,860921.3,860921.3
601886.SH,20210316,7.44,1.4165,4.16,0.78,1.0666,0.4566,0.4676,115405.0,115405.0,39295.9334,858613.2,858613.2
601886.SH,20210315,7.31,1.2952,3.8039,0.71,1.048,0.4486,0.4595,115405.0,115405.0,39295.9334,843610.55,843610.55
601886.SH,20210312,7.2,1.945,5.712000000000001,1.12,1.0322,0.4419,0.4525,115405.0,115405.0,39295.9334,830916.0,830916.0
601886.SH,20210311,7.04,2.229,6.5463,1.4,1.0093,0.43200000000000005,0.4425,115405.0,115405.0,39295.9334,812451.2,812451.2
601886.SH,20210310,7.05,1.4665,4.3069,0.83,1.0107,0.4326,0.4431,115405.0,115405.0,39295.9334,813605.25,813605.25
601886.SH,20210309,7.23,2.1244,6.239,1.33,1.0365,0.4437,0.4544,115405.0,115405.0,39295.9334,834378.15,834378.15
601886.SH,20210308,7.14,1.4201,4.1706,0.87,1.0236,0.4382,0.4488,115405.0,115405.0,39295.9334,823991.7,823991.7
601886.SH,20210305,7.2,1.4227,4.1783,0.84,1.0322,0.4419,0.4525,115405.0,115405.0,39295.9334,830916.0,830916.0
601886.SH,20210304,7.17,1.5469,4.543,0.86,1.0279,0.44,0.4507,115405.0,115405.0,39295.9334,827453.85,827453.85
601886.SH,20210303,7.19,2.3191,6.8107,1.41,1.0308,0.4412,0.4519,115405.0,115405.0,39295.9334,829761.95,829761.95
601886.SH,20210302,6.8,1.2911,3.7917,0.77,0.9749,0.4173,0.4274,115405.0,115405.0,39295.9334,784754.0,784754.0
601886.SH,20210301,6.69,1.5891,4.6669,0.93,0.9591,0.4106,0.4205,115405.0,115405.0,39295.9334,772059.45,772059.45
