ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
002047.SZ,20210528,3.18,0.5576,0.935,0.98,1.0137,0.7163,0.7097,134129.6921,133561.9499,79655.8897,426532.4209,424727.0007
002047.SZ,20210527,3.22,0.4381,0.7345,0.93,1.0265,0.7253,0.7186,134129.6921,133561.9499,79655.8897,431897.6086,430069.4787
002047.SZ,20210526,3.21,0.5489,0.9203,1.25,1.0233,0.723,0.7164,134129.6921,133561.9499,79655.8897,430556.3116,428733.8592
002047.SZ,20210525,3.21,0.4702,0.7883,1.13,1.0233,0.723,0.7164,134129.6921,133561.9499,79655.8897,430556.3116,428733.8592
002047.SZ,20210524,3.2,0.6197,1.0390000000000001,1.47,1.0201,0.7208,0.7142,134129.6921,133561.9499,79655.8897,429215.0147,427398.2397
002047.SZ,20210521,3.15,0.3565,0.5977,0.76,1.0042,0.7095,0.703,134129.6921,133561.9499,79655.8897,422508.5301,420720.1422
002047.SZ,20210520,3.14,0.3554,0.5959,0.69,1.001,0.7073,0.7008,134129.6921,133561.9499,79655.8897,421167.2332,419384.5227
002047.SZ,20210519,3.13,0.3932,0.6593,0.72,0.9978,0.705,0.6985,134129.6921,133561.9499,79655.8897,419825.9363,418048.9032
002047.SZ,20210518,3.17,0.3487,0.5848,0.5,1.0105,0.7140000000000001,0.7075,134129.6921,133561.9499,79655.8897,425191.124,423391.3812
002047.SZ,20210517,3.18,0.6471,1.085,0.98,1.0137,0.7163,0.7097,134129.6921,133561.9499,79655.8897,426532.4209,424727.0007
002047.SZ,20210514,3.25,0.6062,1.0165,0.93,1.036,0.732,0.7253,134129.6921,133561.9499,79655.8897,435921.4993,434076.3372
002047.SZ,20210513,3.24,0.5678,0.9520000000000001,0.92,1.0328,0.7298,0.7231,134129.6921,133561.9499,79655.8897,434580.2024,432740.7177
002047.SZ,20210512,3.23,0.5519,0.9254,0.94,1.0297,0.7275,0.7209,134129.6921,133561.9499,79655.8897,433238.9055,431405.0982
002047.SZ,20210511,3.22,1.1396,1.9108,2.27,1.0265,0.7253,0.7186,134129.6921,133561.9499,79655.8897,431897.6086,430069.4787
002047.SZ,20210510,3.17,0.4272,0.7163,0.69,1.0105,0.7140000000000001,0.7075,134129.6921,133561.9499,79655.8897,425191.124,423391.3812
002047.SZ,20210507,3.17,0.5883,0.9864,0.84,1.0105,0.7140000000000001,0.7075,134129.6921,133561.9499,79655.8897,425191.124,423391.3812
002047.SZ,20210506,3.13,0.3749,0.6286,0.46,0.9978,0.705,0.6985,134129.6921,133561.9499,79655.8897,419825.9363,418048.9032
002047.SZ,20210430,3.1,0.4111,0.6894,0.5,0.9882,0.6983,0.6918,134129.6921,133561.9499,79655.8897,415802.0455,414042.0447
002047.SZ,20210429,3.13,0.7085,1.1879,0.92,0.9978,0.705,0.6985,134129.6921,133561.9499,79655.8897,419825.9363,418048.9032
002047.SZ,20210428,3.18,0.9953,1.5498,1.48,1.0137,0.7163,0.7097,134129.6921,133561.9499,85777.0797,426532.4209,424727.0007
002047.SZ,20210427,3.13,1.0294,1.6029,1.77,0.9873,0.6288,0.6925,134129.6921,133561.9499,85777.0797,419825.9363,418048.9032
002047.SZ,20210426,3.24,0.9108,1.4182,1.6,1.022,0.6509,0.7168,134129.6921,133561.9499,85777.0797,434580.2024,432740.7177
002047.SZ,20210423,3.17,0.469,0.7303,0.61,0.9999,0.6368,0.7013,134129.6921,133561.9499,85777.0797,425191.124,423391.3812
002047.SZ,20210422,3.2,0.4494,0.6998,0.57,1.0094,0.6428,0.708,134129.6921,133561.9499,85777.0797,429215.0147,427398.2397
002047.SZ,20210421,3.18,0.495,0.7707,0.54,1.0031,0.6388,0.7035,134129.6921,133561.9499,85777.0797,426532.4209,424727.0007
002047.SZ,20210420,3.22,0.5797,0.9026,0.64,1.0157,0.6469,0.7124,134129.6921,133561.9499,85777.0797,431897.6086,430069.4787
002047.SZ,20210419,3.23,0.8588,1.3372,1.0,1.0188,0.6489,0.7146,134129.6921,133561.9499,85777.0797,433238.9055,431405.0982
002047.SZ,20210416,3.28,1.4863,2.3143,2.25,1.0346,0.6589,0.7257,134129.6921,133561.9499,85777.0797,439945.3901,438083.1957
002047.SZ,20210415,3.14,0.5122,0.7976,0.75,0.9904,0.6308,0.6947,134129.6921,133561.9499,85777.0797,421167.2332,419384.5227
002047.SZ,20210414,3.16,1.1493,1.7895,1.93,0.9967,0.6348,0.6991,134129.6921,133561.9499,85777.0797,423849.82700000005,422055.7617
002047.SZ,20210413,3.06,0.5164,0.8041,0.85,0.9652,0.6147,0.677,134129.6921,133561.9499,85777.0797,410436.8578,408699.5667
002047.SZ,20210412,3.1,0.6215,0.9678,1.11,0.9778,0.6228,0.6858,134129.6921,133561.9499,85777.0797,415802.0455,414042.0447
002047.SZ,20210409,3.14,0.5043,0.7852,0.89,0.9904,0.6308,0.6947,134129.6921,133561.9499,85777.0797,421167.2332,419384.5227
002047.SZ,20210408,3.13,0.6096,0.9493,1.02,0.9873,0.6288,0.6925,134129.6921,133561.9499,85777.0797,419825.9363,418048.9032
