ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
000040.SZ,20210528,2.62,1.1403,1.3381,0.74,0.3222,1.1222,1.114,148687.387,106034.067,90359.3956,389560.9539,277809.2555
000040.SZ,20210527,2.64,1.3734,1.6117,0.91,0.3247,1.1308,1.1225,148687.387,106034.067,90359.3956,392534.7017,279929.9369
000040.SZ,20210526,2.66,1.1595,1.3606,0.78,0.3271,1.1393,1.131,148687.387,106034.067,90359.3956,395508.4494,282050.6182
000040.SZ,20210525,2.65,1.1742,1.3779,0.8,0.3259,1.135,1.1268,148687.387,106034.067,90359.3956,394021.5756,280990.2776
000040.SZ,20210524,2.68,1.6338,1.9173,1.14,0.3296,1.1479,1.1395,148687.387,106034.067,90359.3956,398482.1972,284171.2996
000040.SZ,20210521,2.66,2.1677,2.1677,1.69,0.3271,1.1393,1.131,148687.387,106034.067,106034.067,395508.4494,282050.6182
000040.SZ,20210520,2.57,1.4095,1.6541,1.14,0.3161,1.1008,1.0928,148687.387,106034.067,90359.3956,382126.5846,272507.5522
000040.SZ,20210519,2.61,1.0313,1.2101,0.81,0.321,1.1179,1.1098,148687.387,106034.067,90359.3956,388074.0801,276748.9149
000040.SZ,20210518,2.62,1.07,1.2557,0.74,0.3222,1.1222,1.114,148687.387,106034.067,90359.3956,389560.9539,277809.2555
000040.SZ,20210517,2.62,1.4863,1.7441,0.99,0.3222,1.1222,1.114,148687.387,106034.067,90359.3956,389560.9539,277809.2555
000040.SZ,20210514,2.7,1.421,1.6675,0.92,0.332,1.1565,1.148,148687.387,106034.067,90359.3956,401455.9449,286291.9809
000040.SZ,20210513,2.66,1.148,1.3472,0.73,0.3271,1.1393,1.131,148687.387,106034.067,90359.3956,395508.4494,282050.6182
000040.SZ,20210512,2.68,1.2678,1.4878,0.8,0.3296,1.1479,1.1395,148687.387,106034.067,90359.3956,398482.1972,284171.2996
000040.SZ,20210511,2.7,1.9369999999999998,2.273,1.35,0.332,1.1565,1.148,148687.387,106034.067,90359.3956,401455.9449,286291.9809
000040.SZ,20210510,2.68,1.7217,2.0203,1.27,0.3296,1.1479,1.1395,148687.387,106034.067,90359.3956,398482.1972,284171.2996
000040.SZ,20210507,2.63,1.6176,1.8982,1.24,0.3234,1.1265,1.1183,148687.387,106034.067,90359.3956,391047.8278,278869.5962
000040.SZ,20210506,2.58,1.2742,1.4952,0.98,0.3173,1.1051,1.097,148687.387,106034.067,90359.3956,383613.4585,273567.8929
000040.SZ,20210430,2.54,1.3705,1.6082,0.98,0.3124,1.0879,1.08,148687.387,106034.067,90359.3956,377665.963,269326.5302
000040.SZ,20210429,2.56,1.1655,1.3677,0.8,0.3113,0.5593,1.0965,148687.387,106034.067,90359.3956,380639.7107,271447.2115
000040.SZ,20210428,2.59,1.3518,1.5863,0.91,0.3149,0.5658,1.1093,148687.387,106034.067,90359.3956,385100.3323,274628.2335
000040.SZ,20210427,2.57,1.364,1.6007,0.87,0.3125,0.5615,1.1008,148687.387,106034.067,90359.3956,382126.5846,272507.5522
000040.SZ,20210426,2.61,1.2679,1.4879,0.7,0.3174,0.5702,1.1179,148687.387,106034.067,90359.3956,388074.0801,276748.9149
000040.SZ,20210423,2.61,1.8327,2.1506,0.89,0.3174,0.5702,1.1179,148687.387,106034.067,90359.3956,388074.0801,276748.9149
000040.SZ,20210422,2.67,1.425,1.6722,0.58,0.3246,0.5833,1.1436,148687.387,106034.067,90359.3956,396995.3233,283110.9589
000040.SZ,20210421,2.69,1.5493,1.818,0.6,0.3271,0.5877,1.1522,148687.387,106034.067,90359.3956,399969.071,285231.6402
