ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
002822.SZ,20210528,5.77,1.0097,1.4532,0.87,1.2341,0.7458,0.6882,72144.5836,63666.4523,44235.4257,416274.2474,367355.4298
002822.SZ,20210527,5.83,0.9596,1.3811,1.18,1.247,0.7536,0.6953,72144.5836,63666.4523,44235.4257,420602.9224,371175.4169
002822.SZ,20210526,5.83,0.8887,1.2791,1.13,1.247,0.7536,0.6953,72144.5836,63666.4523,44235.4257,420602.9224,371175.4169
002822.SZ,20210525,5.81,0.8416,1.2112,1.06,1.2427,0.7509999999999999,0.693,72144.5836,63666.4523,44235.4257,419160.0307,369902.0879
002822.SZ,20210524,5.79,0.9696,1.3955,0.87,1.2384,0.7484,0.6906,72144.5836,63666.4523,44235.4257,417717.13899999997,368628.7588
002822.SZ,20210521,5.84,0.5212,0.7502,0.34,1.2491,0.7549,0.6965,72144.5836,63666.4523,44235.4257,421324.3682,371812.0814
002822.SZ,20210520,5.84,0.8441,1.2149,0.55,1.2491,0.7549,0.6965,72144.5836,63666.4523,44235.4257,421324.3682,371812.0814
002822.SZ,20210519,5.85,0.7504,1.0801,0.5,1.2513,0.7562,0.6977,72144.5836,63666.4523,44235.4257,422045.8141,372448.74600000004
002822.SZ,20210518,5.88,0.8917,1.2834,0.61,1.2577,0.76,0.7013,72144.5836,63666.4523,44235.4257,424210.1516,374358.7395
002822.SZ,20210517,5.88,2.5345,3.6478,2.31,1.2577,0.76,0.7013,72144.5836,63666.4523,44235.4257,424210.1516,374358.7395
002822.SZ,20210514,6.1,2.7260000000000004,3.9234,3.87,1.3047,0.7885,0.7275,72144.5836,63666.4523,44235.4257,440081.96,388365.359
002822.SZ,20210513,5.77,0.7070000000000001,1.0176,0.81,1.2341,0.7458,0.6882,72144.5836,63666.4523,44235.4257,416274.2474,367355.4298
002822.SZ,20210512,5.86,0.6308,0.9079,0.58,1.2534,0.7575,0.6989,72144.5836,63666.4523,44235.4257,422767.2599,373085.4105
002822.SZ,20210511,5.78,0.6763,0.9733,0.56,1.2363,0.7471,0.6894,72144.5836,63666.4523,44235.4257,416995.6932,367992.0943
002822.SZ,20210510,5.73,0.7390000000000001,1.0637,0.53,1.2256,0.7406,0.6834,72144.5836,63666.4523,44235.4257,413388.464,364808.7717
002822.SZ,20210507,5.8,0.7727,1.1121,0.54,1.2406,0.7497,0.6918,72144.5836,63666.4523,44235.4257,418438.5849,369265.4233
002822.SZ,20210506,5.89,1.5619999999999998,2.2481,1.06,1.2598,0.7613,0.7025,72144.5836,63666.4523,44235.4257,424931.5974,374995.404
002822.SZ,20210430,5.69,1.6901,2.4325,1.12,1.217,0.7355,0.6786,72144.5836,63666.4523,44235.4257,410502.6807,362262.1136
002822.SZ,20210429,5.87,1.3118,1.8881,0.77,1.2555,0.7587,0.7001,72144.5836,63666.4523,44235.4257,423488.7057,373722.075
002822.SZ,20210428,5.93,1.651,2.3763,0.94,1.2787,0.7665,0.7665,72144.5836,63666.4523,44235.4257,427817.3807,377542.0621
002822.SZ,20210427,6.02,0.9352,1.3461,0.45,1.2877,0.8938,0.7929,72144.5836,63666.4523,44235.4257,434310.3933,383272.0428
002822.SZ,20210426,5.99,1.7458,2.5127,0.83,1.2813,0.8894,0.789,72144.5836,63666.4523,44235.4257,432146.0558,381362.0493
002822.SZ,20210423,6.14,1.9224,2.7668,0.83,1.3134,0.9116,0.8087,72144.5836,63666.4523,44235.4257,442967.7433,390912.0171
