ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
601222.SH,20210528,6.67,0.8509,1.5602,1.07,1.1192,2.0116,1.9227,174888.9266,174888.9266,95379.5339,1166509.1404,1166509.1404
601222.SH,20210527,6.73,0.7422,1.3609,0.89,1.1292,2.0297,1.94,174888.9266,174888.9266,95379.5339,1177002.476,1177002.476
601222.SH,20210526,6.68,0.8822,1.6176,1.07,1.1209,2.0146,1.9256,174888.9266,174888.9266,95379.5339,1168258.0297,1168258.0297
601222.SH,20210525,6.72,0.7798,1.4299,0.89,1.1276,2.0266,1.9371,174888.9266,174888.9266,95379.5339,1175253.5868,1175253.5868
601222.SH,20210524,6.72,0.6365,1.1672,0.56,1.1276,2.0266,1.9371,174888.9266,174888.9266,95379.5339,1175253.5868,1175253.5868
601222.SH,20210521,6.75,0.9809,1.7986,0.68,1.1326,2.0357,1.9458,174888.9266,174888.9266,95379.5339,1180500.2546,1180500.2546
601222.SH,20210520,6.67,0.8871,1.6266,0.59,1.1192,2.0116,1.9227,174888.9266,174888.9266,95379.5339,1166509.1404,1166509.1404
601222.SH,20210519,6.78,0.8252,1.5130000000000001,0.55,1.1376,2.0447,1.9544,174888.9266,174888.9266,95379.5339,1185746.9223,1185746.9223
601222.SH,20210518,6.77,1.0462,1.9183,0.72,1.136,2.0417,1.9515,174888.9266,174888.9266,95379.5339,1183998.0331,1183998.0331
601222.SH,20210517,6.88,1.9219,3.5241,1.53,1.1544,2.0749,1.9832,174888.9266,174888.9266,95379.5339,1203235.815,1203235.815
601222.SH,20210514,6.97,2.572,4.716,2.73,1.1695,2.102,2.0092,174888.9266,174888.9266,95379.5339,1218975.8184,1218975.8184
601222.SH,20210513,6.53,1.1057,2.0274,1.01,1.0957,1.9693,1.8823,174888.9266,174888.9266,95379.5339,1142024.6907,1142024.6907
601222.SH,20210512,6.72,0.7926,1.4534,0.69,1.1276,2.0266,1.9371,174888.9266,174888.9266,95379.5339,1175253.5868,1175253.5868
601222.SH,20210511,6.76,0.8572,1.5718,0.71,1.1343,2.0387,1.9486,174888.9266,174888.9266,95379.5339,1182249.1438,1182249.1438
601222.SH,20210510,6.72,0.9471,1.7366,0.71,1.1276,2.0266,1.9371,174888.9266,174888.9266,95379.5339,1175253.5868,1175253.5868
601222.SH,20210507,6.8,1.0077,1.8477,0.75,1.141,2.0508,1.9602,174888.9266,174888.9266,95379.5339,1189244.7009,1189244.7009
601222.SH,20210506,6.88,1.8798,3.4467,1.54,1.1544,2.0749,1.9832,174888.9266,174888.9266,95379.5339,1203235.815,1203235.815
601222.SH,20210430,6.58,1.0919,2.0022,0.78,1.1041,1.9844,1.8968,174888.9266,174888.9266,95379.5339,1150769.137,1150769.137
601222.SH,20210429,6.75,1.0866,1.9924,0.8,1.1326,2.0357,1.9458,174888.9266,174888.9266,95379.5339,1180500.2546,1180500.2546
601222.SH,20210428,6.82,1.6368,3.0012,1.34,1.1443,2.0568,1.9659,174888.9266,174888.9266,95379.5339,1192742.4794,1192742.4794
601222.SH,20210427,6.58,0.9933,1.8213,0.83,1.1041,1.9844,1.8968,174888.9266,174888.9266,95379.5339,1150769.137,1150769.137
601222.SH,20210426,6.53,1.2778,2.343,1.11,1.0957,1.9693,1.8823,174888.9266,174888.9266,95379.5339,1142024.6907,1142024.6907
601222.SH,20210423,6.54,2.0268,3.7164,2.28,1.0974,1.9724,1.8852,174888.9266,174888.9266,95379.5339,1143773.58,1143773.58
601222.SH,20210422,6.88,0.8981,1.6468,1.1,1.1544,3.5819,2.2999,174888.9266,174888.9266,95379.5339,1203235.815,1203235.815
601222.SH,20210421,6.72,0.8993,1.6489,1.18,1.1276,3.4986,2.2464,174888.9266,174888.9266,95379.5339,1175253.5868,1175253.5868
