ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
002218.SZ,20210528,4.32,0.9613,1.7131,0.96,1.6881,3.9257,3.4709,123634.2104,121571.9804,68216.0426,534099.7889,525190.9553
002218.SZ,20210527,4.39,0.7577,1.3503,0.88,1.7155,3.9893,3.5272,123634.2104,121571.9804,68216.0426,542754.1837,533700.994
002218.SZ,20210526,4.43,0.7921,1.4116,0.98,1.7311,4.0256,3.5593,123634.2104,121571.9804,68216.0426,547699.5521,538563.8732
002218.SZ,20210525,4.4,0.6091,1.0855,0.78,1.7194,3.9984,3.5352,123634.2104,121571.9804,68216.0426,543990.5258,534916.7138
002218.SZ,20210524,4.39,0.5899,1.0512,0.76,1.7155,3.9893,3.5272,123634.2104,121571.9804,68216.0426,542754.1837,533700.994
002218.SZ,20210521,4.4,1.0598,1.8887,1.47,1.7194,3.9984,3.5352,123634.2104,121571.9804,68216.0426,543990.5258,534916.7138
002218.SZ,20210520,4.39,1.26,2.2455,2.06,1.7155,3.9893,3.5272,123634.2104,121571.9804,68216.0426,542754.1837,533700.994
002218.SZ,20210519,4.3,0.5265,0.9384,0.85,1.6803,3.9075,3.4549,123634.2104,121571.9804,68216.0426,531627.1047,522759.5157
002218.SZ,20210518,4.3,0.4547,0.8103,0.72,1.6803,3.9075,3.4549,123634.2104,121571.9804,68216.0426,531627.1047,522759.5157
002218.SZ,20210517,4.33,0.6052,1.0785,0.95,1.692,3.9348,3.4789999999999996,123634.2104,121571.9804,68216.0426,535336.131,526406.6751
002218.SZ,20210514,4.36,0.7566,1.3484,1.18,1.7038,3.9619999999999997,3.5031,123634.2104,121571.9804,68216.0426,539045.1573,530053.8345
002218.SZ,20210513,4.27,0.7124,1.2695,1.17,1.6686,3.8802,3.4308,123634.2104,121571.9804,68216.0426,527918.0784,519112.3563
002218.SZ,20210512,4.36,0.5822,1.0376,0.83,1.7038,3.9619999999999997,3.5031,123634.2104,121571.9804,68216.0426,539045.1573,530053.8345
002218.SZ,20210511,4.34,0.4827,0.8603,0.65,1.696,3.9438,3.487,123634.2104,121571.9804,68216.0426,536572.4731,527622.3949
002218.SZ,20210510,4.36,0.6541,1.1656,0.91,1.7038,3.9619999999999997,3.5031,123634.2104,121571.9804,68216.0426,539045.1573,530053.8345
002218.SZ,20210507,4.31,0.7673,1.3675,1.05,1.6842,3.9166,3.4629,123634.2104,121571.9804,68216.0426,532863.4468,523975.2355
