ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
300324.SZ,20210528,3.38,2.9455,3.1207,1.26,1.4852,2.0872,1.9714,172759.0595,125369.0317,118330.4251,583925.6211,423747.3271
300324.SZ,20210527,3.35,1.4863,1.5747,0.73,1.472,2.0687,1.9539,172759.0595,125369.0317,118330.4251,578742.8493,419986.2562
300324.SZ,20210526,3.34,2.3102,2.4476,1.26,1.4676,2.0625,1.9480000000000002,172759.0595,125369.0317,118330.4251,577015.2587,418732.5659
300324.SZ,20210525,3.32,2.0638,2.1866,1.23,1.4588,2.0502,1.9364,172759.0595,125369.0317,118330.4251,573560.0775,416225.1852
300324.SZ,20210524,3.33,2.7337,2.8963,1.72,1.4632,2.0564,1.9422,172759.0595,125369.0317,118330.4251,575287.6681,417478.8756
300324.SZ,20210521,3.19,1.3929,1.4758,0.8,1.4017,1.9699,1.8606,172759.0595,125369.0317,118330.4251,551101.3998,399927.2111
300324.SZ,20210520,3.18,1.6801,1.78,0.91,1.3973,1.9637,1.8547,172759.0595,125369.0317,118330.4251,549373.8092,398673.5208
300324.SZ,20210519,3.24,1.2795,1.3556,0.67,1.4237,2.0008,1.8897,172759.0595,125369.0317,118330.4251,559739.3528,406195.6627
300324.SZ,20210518,3.28,1.4606,1.5592,0.65,1.4398,2.0549,1.9408,175270.0295,111294.1447,104255.5381,574885.6968,365044.7946
300324.SZ,20210517,3.25,2.5988,2.7742,1.21,1.4266,2.0361,1.9231,175270.0295,111294.1447,104255.5381,569627.5959,361705.9703
300324.SZ,20210514,3.38,2.4544,2.6201,1.17,1.4837,2.1176,2.0,175270.0295,111294.1447,104255.5381,592412.6997,376174.2091
300324.SZ,20210513,3.3,2.4521,2.6177,1.3,1.4486,2.0674,1.9527,175270.0295,111294.1447,104255.5381,578391.0974,367270.6775
300324.SZ,20210512,3.3,1.8414,1.9657,0.89,1.4486,2.0674,1.9527,175270.0295,111294.1447,104255.5381,578391.0974,367270.6775
300324.SZ,20210511,3.29,1.9489,2.0804,0.93,1.4442,2.0612,1.9468,175270.0295,111294.1447,104255.5381,576638.3971,366157.7361
300324.SZ,20210510,3.22,2.0514,2.1898,1.04,1.4134,2.0173,1.9053,175270.0295,111294.1447,104255.5381,564369.495,358367.1459
300324.SZ,20210507,3.23,2.1917,2.3397,1.05,1.4178,2.0236,1.9113,175270.0295,111294.1447,104255.5381,566122.1953,359480.0874
300324.SZ,20210506,3.14,1.3624,1.4544,0.59,1.3783,1.9672,1.858,175270.0295,111294.1447,104255.5381,550347.8926,349463.6144
300324.SZ,20210430,3.1,2.7897,2.978,1.26,1.3608,1.9421,1.8343,175270.0295,111294.1447,104255.5381,543337.0915,345011.8486
300324.SZ,20210429,3.24,2.0973,2.5599,0.84,1.4222,2.0299,1.9172,175270.0295,111294.1447,91180.6512,567874.8956,360593.0288
300324.SZ,20210428,3.23,1.4663,1.7898,0.52,1.4011,2.0236,2.0236,175270.0295,111294.1447,91180.6512,566122.1953,359480.0874
300324.SZ,20210427,3.26,2.6888,3.2819,0.94,1.4141,2.0424,2.0424,175270.0295,111294.1447,91180.6512,571380.2962,362818.9117
300324.SZ,20210426,3.41,2.4648,3.0085,0.83,1.4792,2.1364,2.1364,175270.0295,111294.1447,91180.6512,597670.8006,379513.0334
300324.SZ,20210423,3.33,2.3297,2.8436,0.69,1.4445,2.0862,2.0862,175270.0295,111294.1447,91180.6512,583649.1982,370609.5019
300324.SZ,20210422,3.43,3.5561,4.3405,1.19,1.4879,2.1489,2.1489,175270.0295,111294.1447,91180.6512,601176.2012,381738.9163
300324.SZ,20210421,3.51,3.0484,3.7209,1.1,1.5226,2.199,2.199,175270.0295,111294.1447,91180.6512,615197.8035,390642.4479
300324.SZ,20210420,3.61,2.8329,3.4578,1.04,1.5659999999999998,2.2617,2.2617,175270.0295,111294.1447,91180.6512,632724.8065,401771.8624
300324.SZ,20210419,3.67,3.0975,3.7808,1.2,1.5919999999999999,2.2992,2.2992,175270.0295,111294.1447,91180.6512,643241.0083,408449.511
300324.SZ,20210416,3.65,4.2729,5.2155,1.97,1.5833,2.2867,2.2867,175270.0295,111294.1447,91180.6512,639735.6077,406223.6282
300324.SZ,20210415,3.48,1.7526,2.1392,0.68,1.5096,2.1802,2.1802,175270.0295,111294.1447,91180.6512,609939.7027,387303.6236
300324.SZ,20210414,3.52,1.9628,2.3958,0.59,1.5269,2.2053,2.2053,175270.0295,111294.1447,91180.6512,616950.5038,391755.3893
300324.SZ,20210413,3.51,2.5559,3.1197,0.77,1.5226,2.199,2.199,175270.0295,111294.1447,91180.6512,615197.8035,390642.4479
300324.SZ,20210412,3.48,2.3307,2.8448,0.71,1.5096,2.1802,2.1802,175270.0295,111294.1447,91180.6512,609939.7027,387303.6236
300324.SZ,20210409,3.58,2.2215,2.7115,0.67,1.5530000000000002,2.2429,2.2429,175270.0295,111294.1447,91180.6512,627466.7056,398433.03799999994
300324.SZ,20210408,3.59,3.8947,4.7538,1.26,1.5573,2.2491,2.2491,175270.0295,111294.1447,91180.6512,629219.4059,399545.9795
300324.SZ,20210407,3.71,5.6357,6.8789,2.05,1.6094,2.3243,2.3243,175270.0295,111294.1447,91180.6512,650251.8094,412901.2768
300324.SZ,20210406,3.55,2.5394,3.0996,0.83,1.5399,2.2241,2.2241,175270.0295,111294.1447,91180.6512,622208.6047,395094.2137
300324.SZ,20210402,3.48,2.1925,2.6762,0.62,1.5096,2.1802,2.1802,175270.0295,111294.1447,91180.6512,609939.7027,387303.6236
300324.SZ,20210401,3.47,2.4290000000000003,2.9649,0.62,1.5052,2.1739,2.1739,175270.0295,111294.1447,91180.6512,608187.0024,386190.6821
300324.SZ,20210331,3.42,2.6635,3.2510000000000003,0.63,1.4836,2.1426,2.1426,175270.0295,111294.1447,91180.6512,599423.5009,380625.9749
