股票代码,交易日期,指数
002641.SZ,20210104,6.57
002641.SZ,20210105,6.71
002641.SZ,20210106,6.58
002641.SZ,20210107,6.34
002641.SZ,20210108,6.36
002641.SZ,20210111,6.14
002641.SZ,20210112,6.25
002641.SZ,20210113,6.39
002641.SZ,20210114,6.7
002641.SZ,20210115,6.8
002641.SZ,20210118,6.67
002641.SZ,20210119,6.62
002641.SZ,20210120,6.51
002641.SZ,20210121,6.4
002641.SZ,20210122,6.64
002641.SZ,20210125,6.26
002641.SZ,20210126,6.05
002641.SZ,20210127,6.03
002641.SZ,20210128,5.99
002641.SZ,20210129,5.86
002641.SZ,20210201,5.89
002641.SZ,20210202,6.01
002641.SZ,20210203,6.38
002641.SZ,20210204,6.15
002641.SZ,20210205,6.18
002641.SZ,20210208,6.5
002641.SZ,20210209,6.67
002641.SZ,20210210,6.55
002641.SZ,20210218,6.7
002641.SZ,20210219,6.49
002641.SZ,20210222,6.79
002641.SZ,20210223,6.74
002641.SZ,20210224,6.44
002641.SZ,20210225,6.58
002641.SZ,20210226,6.43
002641.SZ,20210301,6.69
002641.SZ,20210302,6.87
002641.SZ,20210303,6.88
002641.SZ,20210304,6.75
002641.SZ,20210305,6.79
002641.SZ,20210308,6.65
002641.SZ,20210309,6.78
002641.SZ,20210310,6.64
002641.SZ,20210311,6.68
002641.SZ,20210312,6.7
002641.SZ,20210315,6.59
002641.SZ,20210316,6.81
002641.SZ,20210317,6.85
002641.SZ,20210318,6.79
002641.SZ,20210319,6.79
002641.SZ,20210322,7.19
002641.SZ,20210323,7.08
002641.SZ,20210324,6.92
002641.SZ,20210325,6.9
002641.SZ,20210326,6.99
002641.SZ,20210329,7.0
002641.SZ,20210330,6.97
002641.SZ,20210331,7.05
002641.SZ,20210401,7.02
002641.SZ,20210402,7.02
002641.SZ,20210406,7.09
002641.SZ,20210407,7.25
002641.SZ,20210408,7.14
002641.SZ,20210409,7.2
002641.SZ,20210412,7.06
002641.SZ,20210413,7.15
002641.SZ,20210414,7.04
002641.SZ,20210415,6.88
002641.SZ,20210416,6.97
002641.SZ,20210419,7.03
002641.SZ,20210420,6.92
002641.SZ,20210421,6.81
002641.SZ,20210422,6.86
002641.SZ,20210423,6.76
002641.SZ,20210426,6.85
002641.SZ,20210427,6.89
002641.SZ,20210428,6.95
002641.SZ,20210429,7.07
002641.SZ,20210430,6.87
002641.SZ,20210506,6.72
002641.SZ,20210507,6.55
002641.SZ,20210510,6.56
002641.SZ,20210511,6.71
002641.SZ,20210512,6.63
002641.SZ,20210513,6.52
002641.SZ,20210514,6.54
002641.SZ,20210517,6.36
002641.SZ,20210518,6.35
002641.SZ,20210519,6.23
002641.SZ,20210520,6.17
002641.SZ,20210521,6.18
002641.SZ,20210524,6.16
002641.SZ,20210525,6.19
002641.SZ,20210526,6.27
002641.SZ,20210527,6.22
002641.SZ,20210528,6.26
