股票代码,交易日期,指数
002623.SZ,20210104,48.38
002623.SZ,20210105,47.09
002623.SZ,20210106,45.2
002623.SZ,20210107,45.77
002623.SZ,20210108,43.16
002623.SZ,20210111,40.75
002623.SZ,20210112,41.6
002623.SZ,20210113,39.7
002623.SZ,20210114,40.6
002623.SZ,20210115,41.2
002623.SZ,20210118,41.64
002623.SZ,20210119,40.12
002623.SZ,20210120,41.07
002623.SZ,20210121,41.69
002623.SZ,20210122,44.69
002623.SZ,20210125,41.49
002623.SZ,20210126,40.6
002623.SZ,20210127,40.08
002623.SZ,20210128,39.05
002623.SZ,20210129,37.62
002623.SZ,20210201,38.83
002623.SZ,20210202,38.92
002623.SZ,20210203,38.65
002623.SZ,20210204,36.91
002623.SZ,20210205,36.01
002623.SZ,20210208,35.38
002623.SZ,20210209,36.35
002623.SZ,20210210,38.38
002623.SZ,20210218,38.47
002623.SZ,20210219,38.49
002623.SZ,20210222,38.85
002623.SZ,20210223,38.84
002623.SZ,20210224,37.89
002623.SZ,20210225,37.73
002623.SZ,20210226,37.71
002623.SZ,20210301,38.81
002623.SZ,20210302,38.8
002623.SZ,20210303,38.51
002623.SZ,20210304,36.89
002623.SZ,20210305,36.33
002623.SZ,20210308,35.33
002623.SZ,20210309,37.7
002623.SZ,20210310,36.3
002623.SZ,20210311,35.95
002623.SZ,20210312,34.85
002623.SZ,20210315,33.22
002623.SZ,20210316,33.47
002623.SZ,20210317,34.07
002623.SZ,20210318,34.31
002623.SZ,20210319,34.38
002623.SZ,20210322,34.59
002623.SZ,20210323,34.07
002623.SZ,20210324,33.25
002623.SZ,20210325,33.27
002623.SZ,20210326,34.6
002623.SZ,20210329,34.57
002623.SZ,20210330,34.74
002623.SZ,20210331,34.06
002623.SZ,20210401,34.42
002623.SZ,20210402,34.52
002623.SZ,20210406,34.9
002623.SZ,20210407,34.34
002623.SZ,20210408,34.55
002623.SZ,20210409,33.92
002623.SZ,20210412,34.57
002623.SZ,20210413,35.27
002623.SZ,20210414,34.88
002623.SZ,20210415,32.72
002623.SZ,20210416,32.69
002623.SZ,20210419,33.7
002623.SZ,20210420,33.0
002623.SZ,20210421,32.08
002623.SZ,20210422,31.94
002623.SZ,20210423,31.4
002623.SZ,20210426,30.86
002623.SZ,20210427,30.08
002623.SZ,20210428,30.41
002623.SZ,20210429,30.23
002623.SZ,20210430,29.51
002623.SZ,20210506,29.9
002623.SZ,20210507,30.91
002623.SZ,20210510,30.11
002623.SZ,20210511,31.26
002623.SZ,20210512,32.06
002623.SZ,20210513,31.76
002623.SZ,20210514,32.5
002623.SZ,20210517,32.09
002623.SZ,20210518,31.42
002623.SZ,20210519,31.45
002623.SZ,20210520,31.33
002623.SZ,20210521,31.42
002623.SZ,20210524,31.69
002623.SZ,20210525,32.32
002623.SZ,20210526,31.87
002623.SZ,20210527,32.02
002623.SZ,20210528,32.1
