股票代码,交易日期,指数
002620.SZ,20210104,5.79
002620.SZ,20210105,5.69
002620.SZ,20210106,5.58
002620.SZ,20210107,5.41
002620.SZ,20210108,5.44
002620.SZ,20210111,5.26
002620.SZ,20210112,5.32
002620.SZ,20210113,5.21
002620.SZ,20210114,5.26
002620.SZ,20210115,5.35
002620.SZ,20210118,5.39
002620.SZ,20210119,5.41
002620.SZ,20210120,5.39
002620.SZ,20210121,5.41
002620.SZ,20210122,5.28
002620.SZ,20210125,5.13
002620.SZ,20210126,5.14
002620.SZ,20210127,5.17
002620.SZ,20210128,5.11
002620.SZ,20210129,5.18
002620.SZ,20210201,5.11
002620.SZ,20210202,5.08
002620.SZ,20210203,4.99
002620.SZ,20210204,4.91
002620.SZ,20210205,4.96
002620.SZ,20210208,5.03
002620.SZ,20210209,5.04
002620.SZ,20210210,4.99
002620.SZ,20210218,5.1
002620.SZ,20210219,5.26
002620.SZ,20210222,5.3
002620.SZ,20210223,5.28
002620.SZ,20210224,5.33
002620.SZ,20210225,5.33
002620.SZ,20210226,5.31
002620.SZ,20210301,5.4
002620.SZ,20210302,5.35
002620.SZ,20210303,5.37
002620.SZ,20210304,5.39
002620.SZ,20210305,5.45
002620.SZ,20210308,6.0
002620.SZ,20210309,6.6
002620.SZ,20210310,6.65
002620.SZ,20210311,6.33
002620.SZ,20210312,6.22
002620.SZ,20210315,6.16
002620.SZ,20210316,6.32
002620.SZ,20210317,6.11
002620.SZ,20210318,5.97
002620.SZ,20210319,5.89
002620.SZ,20210322,6.03
002620.SZ,20210323,5.87
002620.SZ,20210324,5.75
002620.SZ,20210325,5.64
002620.SZ,20210326,5.78
002620.SZ,20210329,5.82
002620.SZ,20210330,5.73
002620.SZ,20210331,5.84
002620.SZ,20210401,5.91
002620.SZ,20210402,5.79
002620.SZ,20210406,5.88
002620.SZ,20210407,5.9
002620.SZ,20210408,5.77
002620.SZ,20210409,5.77
002620.SZ,20210412,5.66
002620.SZ,20210413,5.68
002620.SZ,20210414,5.8
002620.SZ,20210415,5.91
002620.SZ,20210416,6.1
002620.SZ,20210419,6.08
002620.SZ,20210420,6.06
002620.SZ,20210421,6.0
002620.SZ,20210422,6.07
002620.SZ,20210423,5.97
002620.SZ,20210426,5.84
002620.SZ,20210427,5.77
002620.SZ,20210428,5.82
002620.SZ,20210429,5.8
002620.SZ,20210430,5.71
002620.SZ,20210506,5.67
002620.SZ,20210507,5.66
002620.SZ,20210510,5.75
002620.SZ,20210511,5.73
002620.SZ,20210512,5.77
002620.SZ,20210513,5.71
002620.SZ,20210514,5.77
002620.SZ,20210517,5.66
002620.SZ,20210518,5.63
002620.SZ,20210519,5.57
002620.SZ,20210520,5.57
002620.SZ,20210521,5.59
002620.SZ,20210524,5.62
002620.SZ,20210525,5.6
002620.SZ,20210526,5.63
002620.SZ,20210527,5.65
002620.SZ,20210528,5.6
