股票代码,交易日期,指数
603628.SH,20210104,11.05
603628.SH,20210105,10.79
603628.SH,20210106,10.37
603628.SH,20210107,10.41
603628.SH,20210108,9.71
603628.SH,20210111,9.02
603628.SH,20210112,9.04
603628.SH,20210113,8.72
603628.SH,20210114,8.5
603628.SH,20210115,8.78
603628.SH,20210118,9.09
603628.SH,20210119,8.84
603628.SH,20210120,8.79
603628.SH,20210121,8.68
603628.SH,20210122,8.71
603628.SH,20210125,8.34
603628.SH,20210126,8.22
603628.SH,20210127,8.41
603628.SH,20210128,8.12
603628.SH,20210129,8.15
603628.SH,20210201,8.07
603628.SH,20210202,7.75
603628.SH,20210203,7.43
603628.SH,20210204,7.28
603628.SH,20210205,7.41
603628.SH,20210208,7.18
603628.SH,20210209,7.34
603628.SH,20210210,7.49
603628.SH,20210218,7.69
603628.SH,20210219,7.95
603628.SH,20210222,7.8
603628.SH,20210223,7.77
603628.SH,20210224,7.8
603628.SH,20210225,7.64
603628.SH,20210226,7.7
603628.SH,20210301,7.79
603628.SH,20210302,7.87
603628.SH,20210303,7.91
603628.SH,20210304,7.83
603628.SH,20210305,7.91
603628.SH,20210308,7.87
603628.SH,20210309,7.84
603628.SH,20210310,7.66
603628.SH,20210311,7.69
603628.SH,20210312,8.46
603628.SH,20210315,9.31
603628.SH,20210316,9.58
603628.SH,20210317,9.2
603628.SH,20210318,8.9
603628.SH,20210319,8.89
603628.SH,20210322,9.32
603628.SH,20210323,9.02
603628.SH,20210324,8.96
603628.SH,20210325,8.59
603628.SH,20210326,8.92
603628.SH,20210329,8.94
603628.SH,20210330,8.78
603628.SH,20210331,8.94
603628.SH,20210401,8.71
603628.SH,20210402,8.54
603628.SH,20210406,8.62
603628.SH,20210407,8.74
603628.SH,20210408,8.44
603628.SH,20210409,8.48
603628.SH,20210412,8.2
603628.SH,20210413,8.01
603628.SH,20210414,8.15
603628.SH,20210415,8.34
603628.SH,20210416,8.41
603628.SH,20210419,8.48
603628.SH,20210420,8.47
603628.SH,20210421,8.4
603628.SH,20210422,8.29
603628.SH,20210423,8.34
603628.SH,20210426,8.36
603628.SH,20210427,8.11
603628.SH,20210428,8.05
603628.SH,20210429,8.04
603628.SH,20210430,7.92
603628.SH,20210506,8.01
603628.SH,20210507,8.0
603628.SH,20210510,8.2
603628.SH,20210511,8.13
603628.SH,20210512,8.08
603628.SH,20210513,7.92
603628.SH,20210514,8.0
603628.SH,20210517,7.81
603628.SH,20210518,7.83
603628.SH,20210519,7.78
603628.SH,20210520,7.78
603628.SH,20210521,7.87
603628.SH,20210524,7.81
603628.SH,20210525,7.84
603628.SH,20210526,7.89
603628.SH,20210527,7.86
603628.SH,20210528,7.74
