股票代码,交易日期,指数
002135.SZ,20210104,6.53
002135.SZ,20210105,6.49
002135.SZ,20210106,6.54
002135.SZ,20210107,6.16
002135.SZ,20210108,6.18
002135.SZ,20210111,6.07
002135.SZ,20210112,6.13
002135.SZ,20210113,6.07
002135.SZ,20210114,6.31
002135.SZ,20210115,6.27
002135.SZ,20210118,6.3
002135.SZ,20210119,6.37
002135.SZ,20210120,6.35
002135.SZ,20210121,6.22
002135.SZ,20210122,6.11
002135.SZ,20210125,6.04
002135.SZ,20210126,6.03
002135.SZ,20210127,6.03
002135.SZ,20210128,5.98
002135.SZ,20210129,5.67
002135.SZ,20210201,5.69
002135.SZ,20210202,5.82
002135.SZ,20210203,5.8
002135.SZ,20210204,5.64
002135.SZ,20210205,5.72
002135.SZ,20210208,5.64
002135.SZ,20210209,5.8
002135.SZ,20210210,5.89
002135.SZ,20210218,6.35
002135.SZ,20210219,6.47
002135.SZ,20210222,6.45
002135.SZ,20210223,6.7
002135.SZ,20210224,6.28
002135.SZ,20210225,6.31
002135.SZ,20210226,6.26
002135.SZ,20210301,6.36
002135.SZ,20210302,6.26
002135.SZ,20210303,6.27
002135.SZ,20210304,6.24
002135.SZ,20210305,6.28
002135.SZ,20210308,6.3
002135.SZ,20210309,6.51
002135.SZ,20210310,6.57
002135.SZ,20210311,6.88
002135.SZ,20210312,7.05
002135.SZ,20210315,7.02
002135.SZ,20210316,7.1
002135.SZ,20210317,6.95
002135.SZ,20210318,6.84
002135.SZ,20210319,6.7
002135.SZ,20210322,7.26
002135.SZ,20210323,7.23
002135.SZ,20210324,7.39
002135.SZ,20210325,7.38
002135.SZ,20210326,7.28
002135.SZ,20210329,7.16
002135.SZ,20210330,7.07
002135.SZ,20210331,7.21
002135.SZ,20210401,7.17
002135.SZ,20210402,7.12
002135.SZ,20210406,7.16
002135.SZ,20210407,7.47
002135.SZ,20210408,7.28
002135.SZ,20210409,7.25
002135.SZ,20210412,7.09
002135.SZ,20210413,6.92
002135.SZ,20210414,7.09
002135.SZ,20210415,7.08
002135.SZ,20210416,7.1
002135.SZ,20210419,7.17
002135.SZ,20210420,7.02
002135.SZ,20210421,6.96
002135.SZ,20210422,6.98
002135.SZ,20210423,6.84
002135.SZ,20210426,7.05
002135.SZ,20210427,7.24
002135.SZ,20210428,7.07
002135.SZ,20210429,6.89
002135.SZ,20210430,6.99
002135.SZ,20210506,6.9
002135.SZ,20210507,6.87
002135.SZ,20210510,6.78
002135.SZ,20210511,6.71
002135.SZ,20210512,6.76
002135.SZ,20210513,6.92
002135.SZ,20210514,6.9
002135.SZ,20210517,6.69
002135.SZ,20210518,6.84
002135.SZ,20210519,6.66
002135.SZ,20210520,6.59
002135.SZ,20210521,6.49
002135.SZ,20210524,6.52
002135.SZ,20210525,6.36
002135.SZ,20210526,6.4
002135.SZ,20210527,6.39
002135.SZ,20210528,6.29
