股票代码,交易日期,指数
300500.SZ,20210104,13.26
300500.SZ,20210105,12.93
300500.SZ,20210106,12.63
300500.SZ,20210107,11.94
300500.SZ,20210108,11.96
300500.SZ,20210111,11.55
300500.SZ,20210112,11.7
300500.SZ,20210113,11.4
300500.SZ,20210114,11.47
300500.SZ,20210115,11.82
300500.SZ,20210118,11.82
300500.SZ,20210119,12.0
300500.SZ,20210120,12.52
300500.SZ,20210121,12.24
300500.SZ,20210122,11.85
300500.SZ,20210125,11.41
300500.SZ,20210126,11.42
300500.SZ,20210127,11.32
300500.SZ,20210128,11.27
300500.SZ,20210129,10.99
300500.SZ,20210201,10.81
300500.SZ,20210202,10.78
300500.SZ,20210203,10.39
300500.SZ,20210204,10.14
300500.SZ,20210205,10.17
300500.SZ,20210208,9.98
300500.SZ,20210209,10.02
300500.SZ,20210210,10.21
300500.SZ,20210218,10.49
300500.SZ,20210219,10.87
300500.SZ,20210222,11.01
300500.SZ,20210223,10.91
300500.SZ,20210224,11.04
300500.SZ,20210225,11.07
300500.SZ,20210226,11.04
300500.SZ,20210301,11.21
300500.SZ,20210302,11.06
300500.SZ,20210303,11.21
300500.SZ,20210304,11.2
300500.SZ,20210305,11.64
300500.SZ,20210308,11.4
300500.SZ,20210309,13.68
300500.SZ,20210310,14.05
300500.SZ,20210311,13.72
300500.SZ,20210312,13.13
300500.SZ,20210315,12.92
300500.SZ,20210316,13.83
300500.SZ,20210317,13.2
300500.SZ,20210318,13.7
300500.SZ,20210319,13.37
300500.SZ,20210322,13.35
300500.SZ,20210323,12.47
300500.SZ,20210324,12.68
300500.SZ,20210325,12.16
300500.SZ,20210326,12.54
300500.SZ,20210329,12.57
300500.SZ,20210330,12.45
300500.SZ,20210331,13.53
300500.SZ,20210401,13.28
300500.SZ,20210402,12.69
300500.SZ,20210406,12.75
300500.SZ,20210407,12.6
300500.SZ,20210408,12.34
300500.SZ,20210409,12.29
300500.SZ,20210412,12.25
300500.SZ,20210413,12.33
300500.SZ,20210414,12.37
300500.SZ,20210415,12.2
300500.SZ,20210416,12.39
300500.SZ,20210419,12.43
300500.SZ,20210420,12.57
300500.SZ,20210421,12.35
300500.SZ,20210422,12.18
300500.SZ,20210423,11.52
300500.SZ,20210426,11.7
300500.SZ,20210427,11.46
300500.SZ,20210428,11.75
300500.SZ,20210429,11.65
300500.SZ,20210430,11.23
300500.SZ,20210506,11.34
300500.SZ,20210507,11.46
300500.SZ,20210510,11.43
300500.SZ,20210511,11.48
300500.SZ,20210512,11.63
300500.SZ,20210513,11.5
300500.SZ,20210514,11.63
300500.SZ,20210517,11.35
300500.SZ,20210518,11.35
300500.SZ,20210519,11.32
300500.SZ,20210520,11.23
300500.SZ,20210521,11.36
300500.SZ,20210524,11.82
300500.SZ,20210525,11.69
300500.SZ,20210526,11.84
300500.SZ,20210527,11.85
300500.SZ,20210528,11.74
