股票代码,交易日期,指数
000027.SZ,20210104,6.25
000027.SZ,20210105,5.99
000027.SZ,20210106,6.16
000027.SZ,20210107,5.98
000027.SZ,20210108,6.05
000027.SZ,20210111,5.85
000027.SZ,20210112,5.88
000027.SZ,20210113,6.14
000027.SZ,20210114,6.13
000027.SZ,20210115,5.96
000027.SZ,20210118,5.94
000027.SZ,20210119,5.9
000027.SZ,20210120,5.93
000027.SZ,20210121,5.93
000027.SZ,20210122,5.73
000027.SZ,20210125,5.88
000027.SZ,20210126,5.89
000027.SZ,20210127,6.08
000027.SZ,20210128,6.02
000027.SZ,20210129,6.25
000027.SZ,20210201,6.32
000027.SZ,20210202,6.14
000027.SZ,20210203,5.88
000027.SZ,20210204,5.58
000027.SZ,20210205,5.62
000027.SZ,20210208,5.58
000027.SZ,20210209,5.62
000027.SZ,20210210,5.64
000027.SZ,20210218,5.81
000027.SZ,20210219,5.87
000027.SZ,20210222,5.98
000027.SZ,20210223,6.02
000027.SZ,20210224,5.98
000027.SZ,20210225,5.94
000027.SZ,20210226,5.76
000027.SZ,20210301,5.79
000027.SZ,20210302,6.37
000027.SZ,20210303,6.59
000027.SZ,20210304,6.4
000027.SZ,20210305,7.04
000027.SZ,20210308,7.74
000027.SZ,20210309,7.37
000027.SZ,20210310,8.11
000027.SZ,20210311,8.67
000027.SZ,20210312,8.65
000027.SZ,20210315,8.39
000027.SZ,20210316,9.21
000027.SZ,20210317,8.44
000027.SZ,20210318,8.35
000027.SZ,20210319,8.36
000027.SZ,20210322,9.2
000027.SZ,20210323,10.12
000027.SZ,20210324,11.13
000027.SZ,20210325,10.02
000027.SZ,20210326,11.02
000027.SZ,20210329,12.12
000027.SZ,20210330,12.13
000027.SZ,20210331,11.22
000027.SZ,20210401,10.69
000027.SZ,20210402,10.15
000027.SZ,20210406,10.48
000027.SZ,20210407,10.95
000027.SZ,20210408,10.14
000027.SZ,20210409,10.44
000027.SZ,20210412,11.11
000027.SZ,20210413,10.01
000027.SZ,20210414,9.82
000027.SZ,20210415,9.4
000027.SZ,20210416,9.39
000027.SZ,20210419,9.47
000027.SZ,20210420,9.68
000027.SZ,20210421,9.15
000027.SZ,20210422,9.12
000027.SZ,20210423,9.04
000027.SZ,20210426,8.91
000027.SZ,20210427,8.68
000027.SZ,20210428,8.62
000027.SZ,20210429,8.69
000027.SZ,20210430,8.47
000027.SZ,20210506,8.79
000027.SZ,20210507,8.82
000027.SZ,20210510,9.55
000027.SZ,20210511,9.95
000027.SZ,20210512,9.69
000027.SZ,20210513,9.62
000027.SZ,20210514,9.76
000027.SZ,20210517,9.89
000027.SZ,20210518,10.38
000027.SZ,20210519,11.28
000027.SZ,20210520,10.98
000027.SZ,20210521,11.11
000027.SZ,20210524,10.6
000027.SZ,20210525,10.4
000027.SZ,20210526,10.96
000027.SZ,20210527,10.84
000027.SZ,20210528,10.8
