股票代码,交易日期,指数
603105.SH,20210104,9.58
603105.SH,20210105,9.46
603105.SH,20210106,9.19
603105.SH,20210107,8.71
603105.SH,20210108,8.57
603105.SH,20210111,8.16
603105.SH,20210112,8.24
603105.SH,20210113,7.89
603105.SH,20210114,8.37
603105.SH,20210115,8.32
603105.SH,20210118,8.42
603105.SH,20210119,8.36
603105.SH,20210120,8.25
603105.SH,20210121,8.24
603105.SH,20210122,8.09
603105.SH,20210125,8.15
603105.SH,20210126,7.93
603105.SH,20210127,8.17
603105.SH,20210128,8.16
603105.SH,20210129,8.04
603105.SH,20210201,7.95
603105.SH,20210202,7.88
603105.SH,20210203,7.47
603105.SH,20210204,7.07
603105.SH,20210205,6.87
603105.SH,20210208,6.91
603105.SH,20210209,7.06
603105.SH,20210210,7.16
603105.SH,20210218,7.27
603105.SH,20210219,7.47
603105.SH,20210222,7.53
603105.SH,20210223,7.6
603105.SH,20210224,7.56
603105.SH,20210225,7.41
603105.SH,20210226,7.45
603105.SH,20210301,7.65
603105.SH,20210302,7.62
603105.SH,20210303,7.67
603105.SH,20210304,7.66
603105.SH,20210305,7.74
603105.SH,20210308,7.96
603105.SH,20210309,8.12
603105.SH,20210310,7.75
603105.SH,20210311,7.86
603105.SH,20210312,8.05
603105.SH,20210315,7.95
603105.SH,20210316,8.08
603105.SH,20210317,7.99
603105.SH,20210318,7.87
603105.SH,20210319,8.2
603105.SH,20210322,8.48
603105.SH,20210323,8.23
603105.SH,20210324,8.37
603105.SH,20210325,8.14
603105.SH,20210326,8.4
603105.SH,20210329,8.33
603105.SH,20210330,8.19
603105.SH,20210331,8.16
603105.SH,20210401,8.32
603105.SH,20210402,8.2
603105.SH,20210406,9.02
603105.SH,20210407,8.83
603105.SH,20210408,8.58
603105.SH,20210409,8.57
603105.SH,20210412,8.66
603105.SH,20210413,8.28
603105.SH,20210414,8.28
603105.SH,20210415,8.11
603105.SH,20210416,8.15
603105.SH,20210419,8.27
603105.SH,20210420,8.11
603105.SH,20210421,7.91
603105.SH,20210422,7.94
603105.SH,20210423,7.76
603105.SH,20210426,7.61
603105.SH,20210427,7.45
603105.SH,20210428,7.48
603105.SH,20210429,7.65
603105.SH,20210430,7.51
603105.SH,20210506,7.57
603105.SH,20210507,7.5
603105.SH,20210510,7.47
603105.SH,20210511,7.49
603105.SH,20210512,7.49
603105.SH,20210513,7.51
603105.SH,20210514,7.66
603105.SH,20210517,7.57
603105.SH,20210518,7.6
603105.SH,20210519,7.56
603105.SH,20210520,7.52
603105.SH,20210521,7.56
603105.SH,20210524,7.43
603105.SH,20210525,7.46
603105.SH,20210526,7.61
603105.SH,20210527,7.63
603105.SH,20210528,7.59
