股票代码,交易日期,指数
601012.SH,20210104,100.1
601012.SH,20210105,104.87
601012.SH,20210106,107.0
601012.SH,20210107,113.55
601012.SH,20210108,110.4
601012.SH,20210111,106.15
601012.SH,20210112,109.95
601012.SH,20210113,108.18
601012.SH,20210114,100.99
601012.SH,20210115,102.35
601012.SH,20210118,103.17
601012.SH,20210119,102.5
601012.SH,20210120,108.31
601012.SH,20210121,114.02
601012.SH,20210122,119.7
601012.SH,20210125,116.77
601012.SH,20210126,114.08
601012.SH,20210127,123.0
601012.SH,20210128,113.24
601012.SH,20210129,107.55
601012.SH,20210201,106.92
601012.SH,20210202,109.01
601012.SH,20210203,108.82
601012.SH,20210204,110.74
601012.SH,20210205,114.62
601012.SH,20210208,112.2
601012.SH,20210209,117.41
601012.SH,20210210,121.98
601012.SH,20210218,122.3
601012.SH,20210219,117.0
601012.SH,20210222,108.88
601012.SH,20210223,111.27
601012.SH,20210224,104.0
601012.SH,20210225,104.0
601012.SH,20210226,104.46
601012.SH,20210301,109.41
601012.SH,20210302,109.99
601012.SH,20210303,108.0
601012.SH,20210304,98.1
601012.SH,20210305,99.44
601012.SH,20210308,89.5
601012.SH,20210309,84.0
601012.SH,20210310,85.0
601012.SH,20210311,88.99
601012.SH,20210312,91.08
601012.SH,20210315,81.97
601012.SH,20210316,81.6
601012.SH,20210317,82.66
601012.SH,20210318,82.85
601012.SH,20210319,78.96
601012.SH,20210322,80.05
601012.SH,20210323,78.57
601012.SH,20210324,76.79
601012.SH,20210325,77.0
601012.SH,20210326,80.42
601012.SH,20210329,80.2
601012.SH,20210330,87.62
601012.SH,20210331,88.0
601012.SH,20210401,89.62
601012.SH,20210402,88.89
601012.SH,20210406,93.19
601012.SH,20210407,89.12
601012.SH,20210408,87.71
601012.SH,20210409,83.77
601012.SH,20210412,81.49
601012.SH,20210413,81.6
601012.SH,20210414,82.13
601012.SH,20210415,86.78
601012.SH,20210416,85.35
601012.SH,20210419,89.61
601012.SH,20210420,92.4
601012.SH,20210421,92.44
601012.SH,20210422,90.61
601012.SH,20210423,91.99
601012.SH,20210426,91.48
601012.SH,20210427,91.88
601012.SH,20210428,94.53
601012.SH,20210429,94.1
601012.SH,20210430,99.4
601012.SH,20210506,100.0
601012.SH,20210507,96.73
601012.SH,20210510,97.6
601012.SH,20210511,96.2
601012.SH,20210512,96.58
601012.SH,20210513,94.5
601012.SH,20210514,95.8
601012.SH,20210517,99.35
601012.SH,20210518,99.67
601012.SH,20210519,100.66
601012.SH,20210520,98.68
601012.SH,20210521,98.57
601012.SH,20210524,96.26
601012.SH,20210525,98.0
601012.SH,20210526,95.96
601012.SH,20210527,95.12
601012.SH,20210528,97.25
