股票代码,交易日期,指数
300746.SZ,20210104,12.06
300746.SZ,20210105,11.81
300746.SZ,20210106,11.49
300746.SZ,20210107,10.89
300746.SZ,20210108,10.76
300746.SZ,20210111,10.44
300746.SZ,20210112,10.53
300746.SZ,20210113,10.1
300746.SZ,20210114,10.26
300746.SZ,20210115,10.66
300746.SZ,20210118,10.88
300746.SZ,20210119,10.96
300746.SZ,20210120,11.06
300746.SZ,20210121,10.84
300746.SZ,20210122,10.55
300746.SZ,20210125,10.23
300746.SZ,20210126,10.28
300746.SZ,20210127,10.48
300746.SZ,20210128,10.47
300746.SZ,20210129,10.33
300746.SZ,20210201,10.3
300746.SZ,20210202,10.41
300746.SZ,20210203,10.03
300746.SZ,20210204,9.49
300746.SZ,20210205,9.52
300746.SZ,20210208,9.16
300746.SZ,20210209,9.37
300746.SZ,20210210,9.28
300746.SZ,20210218,9.85
300746.SZ,20210219,10.28
300746.SZ,20210222,10.3
300746.SZ,20210223,10.36
300746.SZ,20210224,10.53
300746.SZ,20210225,10.85
300746.SZ,20210226,10.57
300746.SZ,20210301,10.71
300746.SZ,20210302,10.97
300746.SZ,20210303,11.02
300746.SZ,20210304,11.5
300746.SZ,20210305,11.57
300746.SZ,20210308,11.33
300746.SZ,20210309,11.51
300746.SZ,20210310,10.81
300746.SZ,20210311,11.1
300746.SZ,20210312,10.81
300746.SZ,20210315,10.82
300746.SZ,20210316,11.59
300746.SZ,20210317,11.42
300746.SZ,20210318,11.3
300746.SZ,20210319,11.26
300746.SZ,20210322,11.45
300746.SZ,20210323,11.1
300746.SZ,20210324,10.83
300746.SZ,20210325,10.85
300746.SZ,20210326,10.83
300746.SZ,20210329,11.28
300746.SZ,20210330,10.96
300746.SZ,20210331,10.99
300746.SZ,20210401,10.68
300746.SZ,20210402,10.5
300746.SZ,20210406,10.63
300746.SZ,20210407,10.76
300746.SZ,20210408,10.5
300746.SZ,20210409,10.4
300746.SZ,20210412,10.13
300746.SZ,20210413,10.2
300746.SZ,20210414,10.29
300746.SZ,20210415,10.32
300746.SZ,20210416,10.49
300746.SZ,20210419,10.58
300746.SZ,20210420,10.52
300746.SZ,20210421,10.34
300746.SZ,20210422,10.35
300746.SZ,20210423,10.18
300746.SZ,20210426,9.85
300746.SZ,20210427,9.89
300746.SZ,20210428,9.77
300746.SZ,20210429,9.96
300746.SZ,20210430,9.83
300746.SZ,20210506,9.77
300746.SZ,20210507,9.52
300746.SZ,20210510,9.47
300746.SZ,20210511,9.62
300746.SZ,20210512,9.66
300746.SZ,20210513,9.73
300746.SZ,20210514,9.87
300746.SZ,20210517,9.61
300746.SZ,20210518,9.6
300746.SZ,20210519,9.49
300746.SZ,20210520,9.47
300746.SZ,20210521,9.65
300746.SZ,20210524,9.58
300746.SZ,20210525,9.67
300746.SZ,20210526,9.75
300746.SZ,20210527,9.76
300746.SZ,20210528,9.67
