股票代码,交易日期,指数
300393.SZ,20210104,13.95
300393.SZ,20210105,13.37
300393.SZ,20210106,12.76
300393.SZ,20210107,12.78
300393.SZ,20210108,11.88
300393.SZ,20210111,9.5
300393.SZ,20210112,9.15
300393.SZ,20210113,9.93
300393.SZ,20210114,9.46
300393.SZ,20210115,9.52
300393.SZ,20210118,9.55
300393.SZ,20210119,9.23
300393.SZ,20210120,9.27
300393.SZ,20210121,9.66
300393.SZ,20210122,9.5
300393.SZ,20210125,9.9
300393.SZ,20210126,9.76
300393.SZ,20210127,9.56
300393.SZ,20210128,9.8
300393.SZ,20210129,9.01
300393.SZ,20210201,9.3
300393.SZ,20210202,9.28
300393.SZ,20210203,8.89
300393.SZ,20210204,8.37
300393.SZ,20210205,7.95
300393.SZ,20210208,7.75
300393.SZ,20210209,8.46
300393.SZ,20210210,9.44
300393.SZ,20210218,9.34
300393.SZ,20210219,9.38
300393.SZ,20210222,9.29
300393.SZ,20210223,9.53
300393.SZ,20210224,9.26
300393.SZ,20210225,9.09
300393.SZ,20210226,9.17
300393.SZ,20210301,9.4
300393.SZ,20210302,9.2
300393.SZ,20210303,9.16
300393.SZ,20210304,8.77
300393.SZ,20210305,8.76
300393.SZ,20210308,8.28
300393.SZ,20210309,8.14
300393.SZ,20210310,8.0
300393.SZ,20210311,8.26
300393.SZ,20210312,8.15
300393.SZ,20210315,7.96
300393.SZ,20210316,8.29
300393.SZ,20210317,8.21
300393.SZ,20210318,8.15
300393.SZ,20210319,8.11
300393.SZ,20210322,8.43
300393.SZ,20210323,8.1
300393.SZ,20210324,8.03
300393.SZ,20210325,7.88
300393.SZ,20210326,8.21
300393.SZ,20210329,8.12
300393.SZ,20210330,8.11
300393.SZ,20210331,7.94
300393.SZ,20210401,7.89
300393.SZ,20210402,7.84
300393.SZ,20210406,7.94
300393.SZ,20210407,7.94
300393.SZ,20210408,7.81
300393.SZ,20210409,7.82
300393.SZ,20210412,7.57
300393.SZ,20210413,7.47
300393.SZ,20210414,7.62
300393.SZ,20210415,7.56
300393.SZ,20210416,7.66
300393.SZ,20210419,7.78
300393.SZ,20210420,7.82
300393.SZ,20210421,7.8
300393.SZ,20210422,7.69
300393.SZ,20210423,7.74
300393.SZ,20210426,7.74
300393.SZ,20210427,7.57
300393.SZ,20210428,7.8
300393.SZ,20210429,7.77
300393.SZ,20210430,7.95
300393.SZ,20210506,7.76
300393.SZ,20210507,8.8
300393.SZ,20210510,8.44
300393.SZ,20210511,8.25
300393.SZ,20210512,8.47
300393.SZ,20210513,8.15
300393.SZ,20210514,8.54
300393.SZ,20210517,8.78
300393.SZ,20210518,8.52
300393.SZ,20210519,8.77
300393.SZ,20210520,8.84
300393.SZ,20210521,8.93
300393.SZ,20210524,9.33
300393.SZ,20210525,9.17
300393.SZ,20210526,9.02
300393.SZ,20210527,9.08
300393.SZ,20210528,6.29
