股票代码,交易日期,指数
002047.SZ,20210104,3.65
002047.SZ,20210105,3.6
002047.SZ,20210106,3.64
002047.SZ,20210107,3.45
002047.SZ,20210108,3.4
002047.SZ,20210111,3.28
002047.SZ,20210112,3.21
002047.SZ,20210113,3.15
002047.SZ,20210114,3.19
002047.SZ,20210115,3.26
002047.SZ,20210118,3.26
002047.SZ,20210119,3.34
002047.SZ,20210120,3.24
002047.SZ,20210121,3.25
002047.SZ,20210122,3.16
002047.SZ,20210125,3.06
002047.SZ,20210126,3.08
002047.SZ,20210127,3.13
002047.SZ,20210128,3.1
002047.SZ,20210129,3.05
002047.SZ,20210201,3.01
002047.SZ,20210202,3.01
002047.SZ,20210203,2.92
002047.SZ,20210204,2.9
002047.SZ,20210205,2.91
002047.SZ,20210208,2.84
002047.SZ,20210209,2.86
002047.SZ,20210210,2.9
002047.SZ,20210218,3.02
002047.SZ,20210219,3.2
002047.SZ,20210222,3.26
002047.SZ,20210223,3.17
002047.SZ,20210224,3.17
002047.SZ,20210225,3.16
002047.SZ,20210226,3.16
002047.SZ,20210301,3.24
002047.SZ,20210302,3.21
002047.SZ,20210303,3.27
002047.SZ,20210304,3.25
002047.SZ,20210305,3.29
002047.SZ,20210308,3.36
002047.SZ,20210309,3.52
002047.SZ,20210310,3.28
002047.SZ,20210311,3.38
002047.SZ,20210312,3.3
002047.SZ,20210315,3.31
002047.SZ,20210316,3.29
002047.SZ,20210317,3.2
002047.SZ,20210318,3.17
002047.SZ,20210319,3.11
002047.SZ,20210322,3.17
002047.SZ,20210323,3.13
002047.SZ,20210324,3.11
002047.SZ,20210325,3.12
002047.SZ,20210326,3.15
002047.SZ,20210329,3.13
002047.SZ,20210330,3.06
002047.SZ,20210331,3.13
002047.SZ,20210401,3.11
002047.SZ,20210402,3.12
002047.SZ,20210406,3.15
002047.SZ,20210407,3.18
002047.SZ,20210408,3.13
002047.SZ,20210409,3.14
002047.SZ,20210412,3.1
002047.SZ,20210413,3.06
002047.SZ,20210414,3.16
002047.SZ,20210415,3.14
002047.SZ,20210416,3.28
002047.SZ,20210419,3.23
002047.SZ,20210420,3.22
002047.SZ,20210421,3.18
002047.SZ,20210422,3.2
002047.SZ,20210423,3.17
002047.SZ,20210426,3.24
002047.SZ,20210427,3.13
002047.SZ,20210428,3.18
002047.SZ,20210429,3.13
002047.SZ,20210430,3.1
002047.SZ,20210506,3.13
002047.SZ,20210507,3.17
002047.SZ,20210510,3.17
002047.SZ,20210511,3.22
002047.SZ,20210512,3.23
002047.SZ,20210513,3.24
002047.SZ,20210514,3.25
002047.SZ,20210517,3.18
002047.SZ,20210518,3.17
002047.SZ,20210519,3.13
002047.SZ,20210520,3.14
002047.SZ,20210521,3.15
002047.SZ,20210524,3.2
002047.SZ,20210525,3.21
002047.SZ,20210526,3.21
002047.SZ,20210527,3.22
002047.SZ,20210528,3.18
