股票代码,交易日期,指数
002375.SZ,20210104,7.13
002375.SZ,20210105,6.93
002375.SZ,20210106,6.82
002375.SZ,20210107,6.71
002375.SZ,20210108,7.38
002375.SZ,20210111,8.12
002375.SZ,20210112,8.49
002375.SZ,20210113,8.3
002375.SZ,20210114,8.39
002375.SZ,20210115,8.78
002375.SZ,20210118,9.21
002375.SZ,20210119,10.13
002375.SZ,20210120,9.92
002375.SZ,20210121,9.75
002375.SZ,20210122,9.56
002375.SZ,20210125,9.31
002375.SZ,20210126,9.28
002375.SZ,20210127,9.29
002375.SZ,20210128,8.95
002375.SZ,20210129,8.82
002375.SZ,20210201,9.0
002375.SZ,20210202,9.25
002375.SZ,20210203,8.36
002375.SZ,20210204,8.14
002375.SZ,20210205,8.0
002375.SZ,20210208,8.04
002375.SZ,20210209,8.01
002375.SZ,20210210,7.95
002375.SZ,20210218,8.19
002375.SZ,20210219,8.66
002375.SZ,20210222,9.05
002375.SZ,20210223,8.63
002375.SZ,20210224,8.63
002375.SZ,20210225,8.82
002375.SZ,20210226,8.52
002375.SZ,20210301,8.26
002375.SZ,20210302,8.05
002375.SZ,20210303,7.98
002375.SZ,20210304,8.13
002375.SZ,20210305,8.07
002375.SZ,20210308,8.88
002375.SZ,20210309,8.61
002375.SZ,20210310,8.56
002375.SZ,20210311,8.43
002375.SZ,20210312,8.24
002375.SZ,20210315,8.44
002375.SZ,20210316,8.73
002375.SZ,20210317,8.72
002375.SZ,20210318,8.76
002375.SZ,20210319,9.17
002375.SZ,20210322,9.14
002375.SZ,20210323,8.75
002375.SZ,20210324,8.71
002375.SZ,20210325,8.7
002375.SZ,20210326,8.63
002375.SZ,20210329,8.27
002375.SZ,20210330,8.4
002375.SZ,20210331,8.68
002375.SZ,20210401,8.46
002375.SZ,20210402,8.24
002375.SZ,20210406,8.29
002375.SZ,20210407,8.01
002375.SZ,20210408,7.97
002375.SZ,20210409,7.89
002375.SZ,20210412,7.55
002375.SZ,20210413,7.64
002375.SZ,20210414,7.63
002375.SZ,20210415,7.62
002375.SZ,20210416,7.87
002375.SZ,20210419,7.78
002375.SZ,20210420,7.76
002375.SZ,20210421,7.66
002375.SZ,20210422,7.69
002375.SZ,20210423,7.58
002375.SZ,20210426,7.73
002375.SZ,20210427,7.65
002375.SZ,20210428,8.04
002375.SZ,20210429,7.57
002375.SZ,20210430,7.48
002375.SZ,20210506,7.15
002375.SZ,20210507,6.8
002375.SZ,20210510,6.65
002375.SZ,20210511,6.66
002375.SZ,20210512,6.66
002375.SZ,20210513,6.45
002375.SZ,20210514,6.76
002375.SZ,20210517,6.71
002375.SZ,20210518,6.94
002375.SZ,20210519,7.0
002375.SZ,20210520,6.79
002375.SZ,20210521,6.74
002375.SZ,20210524,6.94
002375.SZ,20210525,6.91
002375.SZ,20210526,6.89
002375.SZ,20210527,6.94
002375.SZ,20210528,6.92
