股票代码,交易日期,指数
000012.SZ,20210104,7.65
000012.SZ,20210105,7.52
000012.SZ,20210106,7.22
000012.SZ,20210107,7.26
000012.SZ,20210108,7.0
000012.SZ,20210111,6.8
000012.SZ,20210112,6.88
000012.SZ,20210113,6.79
000012.SZ,20210114,6.81
000012.SZ,20210115,6.89
000012.SZ,20210118,7.02
000012.SZ,20210119,6.88
000012.SZ,20210120,6.92
000012.SZ,20210121,7.18
000012.SZ,20210122,7.3
000012.SZ,20210125,7.12
000012.SZ,20210126,6.8
000012.SZ,20210127,6.82
000012.SZ,20210128,6.49
000012.SZ,20210129,6.6
000012.SZ,20210201,6.25
000012.SZ,20210202,6.29
000012.SZ,20210203,6.04
000012.SZ,20210204,6.01
000012.SZ,20210205,5.81
000012.SZ,20210208,5.95
000012.SZ,20210209,6.29
000012.SZ,20210210,6.29
000012.SZ,20210218,6.41
000012.SZ,20210219,6.6
000012.SZ,20210222,6.95
000012.SZ,20210223,6.95
000012.SZ,20210224,6.68
000012.SZ,20210225,6.72
000012.SZ,20210226,6.52
000012.SZ,20210301,6.68
000012.SZ,20210302,6.56
000012.SZ,20210303,6.84
000012.SZ,20210304,6.7
000012.SZ,20210305,6.65
000012.SZ,20210308,6.46
000012.SZ,20210309,6.46
000012.SZ,20210310,6.2
000012.SZ,20210311,6.26
000012.SZ,20210312,6.5
000012.SZ,20210315,6.34
000012.SZ,20210316,6.26
000012.SZ,20210317,6.29
000012.SZ,20210318,6.3
000012.SZ,20210319,6.08
000012.SZ,20210322,6.31
000012.SZ,20210323,6.23
000012.SZ,20210324,6.09
000012.SZ,20210325,6.1
000012.SZ,20210326,6.23
000012.SZ,20210329,6.19
000012.SZ,20210330,6.29
000012.SZ,20210331,6.29
000012.SZ,20210401,6.45
000012.SZ,20210402,6.45
000012.SZ,20210406,6.91
000012.SZ,20210407,7.55
000012.SZ,20210408,7.23
000012.SZ,20210409,7.23
000012.SZ,20210412,7.04
000012.SZ,20210413,6.98
000012.SZ,20210414,6.98
000012.SZ,20210415,7.2
000012.SZ,20210416,7.58
000012.SZ,20210419,7.79
000012.SZ,20210420,7.8
000012.SZ,20210421,7.88
000012.SZ,20210422,8.35
000012.SZ,20210423,8.17
000012.SZ,20210426,8.53
000012.SZ,20210427,8.59
000012.SZ,20210428,8.97
000012.SZ,20210429,9.02
000012.SZ,20210430,8.96
000012.SZ,20210506,9.08
000012.SZ,20210507,8.9
000012.SZ,20210510,9.04
000012.SZ,20210511,9.07
000012.SZ,20210512,9.16
000012.SZ,20210513,8.95
000012.SZ,20210514,8.91
000012.SZ,20210517,9.01
000012.SZ,20210518,9.01
000012.SZ,20210519,9.91
000012.SZ,20210520,8.92
000012.SZ,20210521,8.54
000012.SZ,20210524,8.83
000012.SZ,20210525,9.06
000012.SZ,20210526,9.69
000012.SZ,20210527,10.09
000012.SZ,20210528,10.24
