股票代码,交易日期,指数
002822.SZ,20210104,6.23
002822.SZ,20210105,6.03
002822.SZ,20210106,6.06
002822.SZ,20210107,5.5
002822.SZ,20210108,6.05
002822.SZ,20210111,5.85
002822.SZ,20210112,5.77
002822.SZ,20210113,5.6
002822.SZ,20210114,5.85
002822.SZ,20210115,6.14
002822.SZ,20210118,6.03
002822.SZ,20210119,6.04
002822.SZ,20210120,5.89
002822.SZ,20210121,5.98
002822.SZ,20210122,5.78
002822.SZ,20210125,5.7
002822.SZ,20210126,5.57
002822.SZ,20210127,5.79
002822.SZ,20210128,6.07
002822.SZ,20210129,6.07
002822.SZ,20210201,6.08
002822.SZ,20210202,6.14
002822.SZ,20210203,6.14
002822.SZ,20210204,6.16
002822.SZ,20210205,6.45
002822.SZ,20210208,6.45
002822.SZ,20210209,6.47
002822.SZ,20210210,6.23
002822.SZ,20210218,6.31
002822.SZ,20210219,6.52
002822.SZ,20210222,6.7
002822.SZ,20210223,6.69
002822.SZ,20210224,6.37
002822.SZ,20210225,6.66
002822.SZ,20210226,6.71
002822.SZ,20210301,6.57
002822.SZ,20210302,6.41
002822.SZ,20210303,6.57
002822.SZ,20210304,6.53
002822.SZ,20210305,6.53
002822.SZ,20210308,6.28
002822.SZ,20210309,6.33
002822.SZ,20210310,6.04
002822.SZ,20210311,6.11
002822.SZ,20210312,6.04
002822.SZ,20210315,5.93
002822.SZ,20210316,6.16
002822.SZ,20210317,6.23
002822.SZ,20210318,6.4
002822.SZ,20210319,6.45
002822.SZ,20210322,6.49
002822.SZ,20210323,6.47
002822.SZ,20210324,6.36
002822.SZ,20210325,6.38
002822.SZ,20210326,6.44
002822.SZ,20210329,6.34
002822.SZ,20210330,6.27
002822.SZ,20210331,6.3
002822.SZ,20210401,6.22
002822.SZ,20210402,6.26
002822.SZ,20210406,6.29
002822.SZ,20210407,6.31
002822.SZ,20210408,6.11
002822.SZ,20210409,6.12
002822.SZ,20210412,6.26
002822.SZ,20210413,6.2
002822.SZ,20210414,6.37
002822.SZ,20210415,6.38
002822.SZ,20210416,6.45
002822.SZ,20210419,6.41
002822.SZ,20210420,6.39
002822.SZ,20210421,6.2
002822.SZ,20210422,6.28
002822.SZ,20210423,6.14
002822.SZ,20210426,5.99
002822.SZ,20210427,6.02
002822.SZ,20210428,5.93
002822.SZ,20210429,5.87
002822.SZ,20210430,5.69
002822.SZ,20210506,5.89
002822.SZ,20210507,5.8
002822.SZ,20210510,5.73
002822.SZ,20210511,5.78
002822.SZ,20210512,5.86
002822.SZ,20210513,5.77
002822.SZ,20210514,6.1
002822.SZ,20210517,5.88
002822.SZ,20210518,5.88
002822.SZ,20210519,5.85
002822.SZ,20210520,5.84
002822.SZ,20210521,5.84
002822.SZ,20210524,5.79
002822.SZ,20210525,5.81
002822.SZ,20210526,5.83
002822.SZ,20210527,5.83
002822.SZ,20210528,5.77
