股票代码,交易日期,指数
300160.SZ,20210104,8.5
300160.SZ,20210105,8.27
300160.SZ,20210106,8.05
300160.SZ,20210107,7.51
300160.SZ,20210108,7.36
300160.SZ,20210111,6.82
300160.SZ,20210112,6.85
300160.SZ,20210113,7.86
300160.SZ,20210114,7.3
300160.SZ,20210115,7.45
300160.SZ,20210118,7.39
300160.SZ,20210119,7.44
300160.SZ,20210120,7.54
300160.SZ,20210121,7.57
300160.SZ,20210122,7.27
300160.SZ,20210125,6.98
300160.SZ,20210126,7.06
300160.SZ,20210127,6.95
300160.SZ,20210128,6.84
300160.SZ,20210129,6.64
300160.SZ,20210201,6.78
300160.SZ,20210202,6.8
300160.SZ,20210203,6.64
300160.SZ,20210204,6.62
300160.SZ,20210205,6.27
300160.SZ,20210208,6.42
300160.SZ,20210209,6.38
300160.SZ,20210210,6.26
300160.SZ,20210218,6.63
300160.SZ,20210219,6.82
300160.SZ,20210222,6.9
300160.SZ,20210223,6.82
300160.SZ,20210224,6.85
300160.SZ,20210225,7.1
300160.SZ,20210226,7.1
300160.SZ,20210301,7.14
300160.SZ,20210302,6.92
300160.SZ,20210303,6.95
300160.SZ,20210304,6.81
300160.SZ,20210305,6.94
300160.SZ,20210308,7.2
300160.SZ,20210309,7.46
300160.SZ,20210310,7.34
300160.SZ,20210311,7.34
300160.SZ,20210312,7.1
300160.SZ,20210315,7.06
300160.SZ,20210316,7.22
300160.SZ,20210317,7.14
300160.SZ,20210318,7.12
300160.SZ,20210319,6.82
300160.SZ,20210322,6.85
300160.SZ,20210323,6.67
300160.SZ,20210324,6.61
300160.SZ,20210325,6.5
300160.SZ,20210326,6.74
300160.SZ,20210329,6.66
300160.SZ,20210330,6.54
300160.SZ,20210331,6.56
300160.SZ,20210401,6.55
300160.SZ,20210402,6.59
300160.SZ,20210406,6.69
300160.SZ,20210407,6.69
300160.SZ,20210408,6.52
300160.SZ,20210409,6.57
300160.SZ,20210412,6.23
300160.SZ,20210413,6.13
300160.SZ,20210414,6.25
300160.SZ,20210415,6.18
300160.SZ,20210416,6.3
300160.SZ,20210419,6.43
300160.SZ,20210420,6.36
300160.SZ,20210421,6.28
300160.SZ,20210422,6.46
300160.SZ,20210423,6.3
300160.SZ,20210426,6.18
300160.SZ,20210427,6.28
300160.SZ,20210428,6.16
300160.SZ,20210429,6.16
300160.SZ,20210430,6.01
300160.SZ,20210506,5.95
300160.SZ,20210507,6.11
300160.SZ,20210510,6.13
300160.SZ,20210511,6.38
300160.SZ,20210512,6.35
300160.SZ,20210513,6.34
300160.SZ,20210514,6.38
300160.SZ,20210517,6.18
300160.SZ,20210518,6.17
300160.SZ,20210519,6.22
300160.SZ,20210520,6.09
300160.SZ,20210521,6.01
300160.SZ,20210524,6.12
300160.SZ,20210525,6.14
300160.SZ,20210526,6.18
300160.SZ,20210527,6.2
300160.SZ,20210528,6.1
