股票代码,交易日期,指数
601886.SH,20210104,5.82
601886.SH,20210105,5.84
601886.SH,20210106,5.87
601886.SH,20210107,5.84
601886.SH,20210108,5.84
601886.SH,20210111,5.81
601886.SH,20210112,5.92
601886.SH,20210113,5.84
601886.SH,20210114,5.83
601886.SH,20210115,5.82
601886.SH,20210118,5.82
601886.SH,20210119,5.9
601886.SH,20210120,5.88
601886.SH,20210121,5.89
601886.SH,20210122,5.84
601886.SH,20210125,5.74
601886.SH,20210126,5.64
601886.SH,20210127,5.57
601886.SH,20210128,5.62
601886.SH,20210129,5.71
601886.SH,20210201,6.05
601886.SH,20210202,5.92
601886.SH,20210203,5.91
601886.SH,20210204,5.87
601886.SH,20210205,5.91
601886.SH,20210208,5.9
601886.SH,20210209,5.92
601886.SH,20210210,5.96
601886.SH,20210218,5.95
601886.SH,20210219,6.1
601886.SH,20210222,6.15
601886.SH,20210223,6.29
601886.SH,20210224,6.3
601886.SH,20210225,6.59
601886.SH,20210226,6.6
601886.SH,20210301,6.69
601886.SH,20210302,6.8
601886.SH,20210303,7.19
601886.SH,20210304,7.17
601886.SH,20210305,7.2
601886.SH,20210308,7.14
601886.SH,20210309,7.23
601886.SH,20210310,7.05
601886.SH,20210311,7.04
601886.SH,20210312,7.2
601886.SH,20210315,7.31
601886.SH,20210316,7.44
601886.SH,20210317,7.46
601886.SH,20210318,7.47
601886.SH,20210319,7.63
601886.SH,20210322,8.39
601886.SH,20210323,8.02
601886.SH,20210324,7.92
601886.SH,20210325,7.75
601886.SH,20210326,8.23
601886.SH,20210329,8.22
601886.SH,20210330,8.13
601886.SH,20210331,7.85
601886.SH,20210401,7.85
601886.SH,20210402,7.46
601886.SH,20210406,7.29
601886.SH,20210407,7.2
601886.SH,20210408,7.3
601886.SH,20210409,7.26
601886.SH,20210412,7.2
601886.SH,20210413,7.12
601886.SH,20210414,7.22
601886.SH,20210415,7.2
601886.SH,20210416,7.27
601886.SH,20210419,7.27
601886.SH,20210420,7.24
601886.SH,20210421,7.18
601886.SH,20210422,7.18
601886.SH,20210423,7.28
601886.SH,20210426,7.18
601886.SH,20210427,7.18
601886.SH,20210428,7.18
601886.SH,20210429,7.46
601886.SH,20210430,6.71
601886.SH,20210506,6.65
601886.SH,20210507,6.77
601886.SH,20210510,6.72
601886.SH,20210511,6.83
601886.SH,20210512,6.96
601886.SH,20210513,7.1
601886.SH,20210514,7.2
601886.SH,20210517,7.06
601886.SH,20210518,7.18
601886.SH,20210519,7.1
601886.SH,20210520,7.11
601886.SH,20210521,7.25
601886.SH,20210524,7.21
601886.SH,20210525,6.8
601886.SH,20210526,7.06
601886.SH,20210527,7.2
601886.SH,20210528,7.12
