股票代码,交易日期,指数
601222.SH,20210104,8.71
601222.SH,20210105,8.87
601222.SH,20210106,8.75
601222.SH,20210107,9.29
601222.SH,20210108,8.88
601222.SH,20210111,8.64
601222.SH,20210112,8.62
601222.SH,20210113,8.73
601222.SH,20210114,8.26
601222.SH,20210115,8.39
601222.SH,20210118,8.29
601222.SH,20210119,8.01
601222.SH,20210120,8.08
601222.SH,20210121,8.26
601222.SH,20210122,8.21
601222.SH,20210125,8.7
601222.SH,20210126,8.3
601222.SH,20210127,8.47
601222.SH,20210128,8.0
601222.SH,20210129,8.09
601222.SH,20210201,7.28
601222.SH,20210202,6.55
601222.SH,20210203,6.22
601222.SH,20210204,6.01
601222.SH,20210205,5.71
601222.SH,20210208,6.01
601222.SH,20210209,6.22
601222.SH,20210210,6.37
601222.SH,20210218,7.01
601222.SH,20210219,7.27
601222.SH,20210222,8.0
601222.SH,20210223,7.9
601222.SH,20210224,7.75
601222.SH,20210225,7.45
601222.SH,20210226,7.28
601222.SH,20210301,7.38
601222.SH,20210302,7.24
601222.SH,20210303,7.28
601222.SH,20210304,7.01
601222.SH,20210305,6.89
601222.SH,20210308,6.79
601222.SH,20210309,6.72
601222.SH,20210310,6.73
601222.SH,20210311,6.81
601222.SH,20210312,7.16
601222.SH,20210315,7.1
601222.SH,20210316,7.3
601222.SH,20210317,7.1
601222.SH,20210318,7.16
601222.SH,20210319,7.24
601222.SH,20210322,7.81
601222.SH,20210323,7.51
601222.SH,20210324,7.62
601222.SH,20210325,7.24
601222.SH,20210326,7.45
601222.SH,20210329,7.28
601222.SH,20210330,7.18
601222.SH,20210331,7.09
601222.SH,20210401,7.09
601222.SH,20210402,6.93
601222.SH,20210406,7.07
601222.SH,20210407,7.04
601222.SH,20210408,6.95
601222.SH,20210409,6.97
601222.SH,20210412,6.73
601222.SH,20210413,6.69
601222.SH,20210414,6.74
601222.SH,20210415,6.77
601222.SH,20210416,6.89
601222.SH,20210419,6.94
601222.SH,20210420,6.87
601222.SH,20210421,6.72
601222.SH,20210422,6.88
601222.SH,20210423,6.54
601222.SH,20210426,6.53
601222.SH,20210427,6.58
601222.SH,20210428,6.82
601222.SH,20210429,6.75
601222.SH,20210430,6.58
601222.SH,20210506,6.88
601222.SH,20210507,6.8
601222.SH,20210510,6.72
601222.SH,20210511,6.76
601222.SH,20210512,6.72
601222.SH,20210513,6.53
601222.SH,20210514,6.97
601222.SH,20210517,6.88
601222.SH,20210518,6.77
601222.SH,20210519,6.78
601222.SH,20210520,6.67
601222.SH,20210521,6.75
601222.SH,20210524,6.72
601222.SH,20210525,6.72
601222.SH,20210526,6.68
601222.SH,20210527,6.73
601222.SH,20210528,6.67
