ts_code,trade_date,close,total_share,float_share,total_mv,circ_mv
601012.SH,20210527,95.12,386639.4792,386630.9182,36777147.2615,36776332.9392
601012.SH,20210526,95.96,386639.4792,386630.9182,37101924.424,37101102.9105
601012.SH,20210525,98.0,386639.4792,386630.9182,37890668.9616,37889829.9836
601012.SH,20210524,96.26,386639.4792,386630.9182,37217916.2678,37217092.1859
601012.SH,20210521,98.57,386639.4792,386630.9182,38111053.4647,38110209.607
601012.SH,20210520,98.68,386639.4792,386630.9182,38153583.8075,38152739.008
601012.SH,20210519,100.66,386639.4792,386630.9182,38919129.9763,38918268.226
601012.SH,20210518,99.67,386639.4792,386630.9182,38536356.8919,38535503.617
601012.SH,20210517,99.35,386639.4792,386630.9182,38412632.2585,38411781.7232
601012.SH,20210514,95.8,386639.4792,386630.9182,37040062.1074,37039241.9636
601012.SH,20210513,94.5,386639.4792,386630.9182,36537430.7844,36536621.7699
601012.SH,20210512,96.58,386639.4792,386630.9182,37341640.9011,37340814.0798
601012.SH,20210511,96.2,386639.4792,386630.9182,37194717.899,37193894.3308
601012.SH,20210510,97.6,386639.4792,386630.9182,37736013.1699,37735177.6163
601012.SH,20210507,96.73,386639.4792,386630.9182,37399636.823,37398808.7175
601012.SH,20210506,100.0,386639.4792,386630.9182,38663947.92,38663091.82
601012.SH,20210430,99.4,386639.4792,386630.9182,38431964.2325,38431113.2691
601012.SH,20210429,94.1,386639.4792,386630.9182,36382774.9927,36381969.4026
601012.SH,20210428,94.53,386639.4792,386630.9182,36549029.9688,36548220.6974
601012.SH,20210427,91.88,386639.4792,386630.9182,35524435.3489,35523648.7642
601012.SH,20210426,91.48,386639.4792,386630.9182,35369779.5572,35368996.3969
601012.SH,20210423,91.99,386639.4792,386630.9182,35566965.6916,35566178.1652
601012.SH,20210422,90.61,386639.4792,386630.9182,35033403.2103,35032627.4981
601012.SH,20210421,92.44,386639.4792,386630.9182,35740953.4572,35740162.0784
601012.SH,20210420,92.4,386639.4792,386630.9182,35725487.8781,35724696.8417
601012.SH,20210419,89.61,386639.4792,386630.9182,34646763.7311,34645996.5799
601012.SH,20210416,85.35,386639.4792,386630.9182,32999679.5497,32998948.8684
601012.SH,20210415,86.78,386639.4792,386630.9182,33552574.005,33551831.0814
601012.SH,20210414,82.13,386639.4792,386630.9182,31754700.4267,31753997.3118
601012.SH,20210413,81.6,386639.4792,386630.9182,31549781.5027,31549082.9251
601012.SH,20210412,81.49,386639.4792,386630.9182,31507251.16,31506553.5241
601012.SH,20210409,83.77,386639.4792,386630.9182,32388789.1726,32388072.0176
