ts_code,trade_date,close,total_share,float_share,total_mv,circ_mv
002375.SZ,20210527,6.94,133999.6498,133099.1211,929957.5696,923707.9004
002375.SZ,20210526,6.89,133999.6498,133099.1211,923257.5871,917052.9444
002375.SZ,20210525,6.91,133999.6498,133099.1211,925937.5801,919714.9268
002375.SZ,20210524,6.94,133999.6498,133099.1211,929957.5696,923707.9004
002375.SZ,20210521,6.74,133999.6498,133099.1211,903157.6397,897088.0762
002375.SZ,20210520,6.79,133999.6498,133099.1211,909857.6221,903743.0323
002375.SZ,20210519,7.0,133999.6498,133099.1211,937997.5486,931693.8477
002375.SZ,20210518,6.94,133999.6498,133099.1211,929957.5696,923707.9004
002375.SZ,20210517,6.71,133999.6498,133099.1211,899137.6502,893095.1026
002375.SZ,20210514,6.76,133999.6498,133099.1211,905837.6326,899750.0586
002375.SZ,20210513,6.45,133999.6498,133099.1211,864297.7412,858489.3311
002375.SZ,20210512,6.66,133999.6498,133099.1211,892437.6677,886440.1465
002375.SZ,20210511,6.66,133999.6498,133099.1211,892437.6677,886440.1465
002375.SZ,20210510,6.65,133999.6498,133099.1211,891097.6712,885109.1553
002375.SZ,20210507,6.8,133999.6498,133099.1211,911197.6186,905074.0235
002375.SZ,20210506,7.15,133999.6498,133099.1211,958097.4961,951658.7159
002375.SZ,20210430,7.48,133999.6498,133099.1211,1002317.3805,995581.4258
002375.SZ,20210429,7.57,133999.6498,133099.1211,1014377.349,1007560.3467
002375.SZ,20210428,8.04,133999.6498,133099.1211,1077357.1844,1070116.9336
002375.SZ,20210427,7.65,133999.6498,133099.1211,1025097.321,1018208.2764
002375.SZ,20210426,7.73,133999.6498,133099.1211,1035817.293,1028856.2061
002375.SZ,20210423,7.58,133999.6498,133099.1211,1015717.3455,1008891.3379
002375.SZ,20210422,7.69,133999.6498,133099.1211,1030457.307,1023532.2413
002375.SZ,20210421,7.66,133999.6498,133099.1211,1026437.3175,1019539.2676
002375.SZ,20210420,7.76,133999.6498,133099.1211,1039837.2824,1032849.1797
002375.SZ,20210419,7.78,133999.6498,133099.1211,1042517.2754,1035511.1622
002375.SZ,20210416,7.87,133999.6498,133099.1211,1054577.2439,1047490.0831
002375.SZ,20210415,7.62,133999.6498,133099.1211,1021077.3315,1014215.3028
002375.SZ,20210414,7.63,133999.6498,133099.1211,1022417.328,1015546.294
002375.SZ,20210413,7.64,133999.6498,133099.1211,1023757.3245,1016877.2852
002375.SZ,20210412,7.55,133999.6498,133099.1211,1011697.356,1004898.3643
002375.SZ,20210409,7.89,133999.6498,133099.1211,1057257.2369,1050152.0655
002375.SZ,20210408,7.97,133999.6498,133099.1211,1067977.2089,1060799.9952
002375.SZ,20210407,8.01,133999.6498,133099.1211,1073337.1949,1066123.96
002375.SZ,20210406,8.29,133999.6498,133099.1211,1110857.0968,1103391.7139
002375.SZ,20210402,8.24,133999.6498,133099.1211,1104157.1144,1096736.7579
002375.SZ,20210401,8.46,133999.6498,133099.1211,1133637.0373,1126018.5645
002375.SZ,20210331,8.68,133999.6498,133099.1211,1163116.9603,1155300.3711
002375.SZ,20210330,8.4,133999.6498,133099.1211,1125597.0583,1118032.6172
002375.SZ,20210329,8.27,133999.6498,133099.1211,1108177.1038,1100729.7315
002375.SZ,20210326,8.63,133999.6498,133099.1211,1156416.9778,1148645.4151
002375.SZ,20210325,8.7,133999.6498,133099.1211,1165796.9533,1157962.3536
002375.SZ,20210324,8.71,133999.6498,133099.1211,1167136.9498,1159293.3448
002375.SZ,20210323,8.75,133999.6498,133099.1211,1172496.9358,1164617.3096
002375.SZ,20210322,9.14,133999.6498,133099.1211,1224756.7992,1216525.9669
002375.SZ,20210319,9.17,133999.6498,133099.1211,1228776.7887,1220518.9405
002375.SZ,20210318,8.76,133999.6498,133099.1211,1173836.9322,1165948.3008
002375.SZ,20210317,8.72,133999.6498,133099.1211,1168476.9463,1160624.336
002375.SZ,20210316,8.73,133999.6498,133099.1211,1169816.9428,1161955.3272
002375.SZ,20210315,8.44,133999.6498,133099.1211,1130957.0443,1123356.5821
002375.SZ,20210312,8.24,133999.6498,133099.1211,1104157.1144,1096736.7579
002375.SZ,20210311,8.43,133999.6498,133099.1211,1129617.0478,1122025.5909
002375.SZ,20210310,8.56,133999.6498,133099.1211,1147037.0023,1139328.4766
002375.SZ,20210309,8.61,133999.6498,133099.1211,1153736.9848,1145983.4327
002375.SZ,20210308,8.88,133999.6498,133099.1211,1189916.8902,1181920.1954
002375.SZ,20210305,8.07,133999.6498,133099.1211,1081377.1739,1074109.9073
002375.SZ,20210304,8.13,133999.6498,133099.1211,1089417.1529,1082095.8545
002375.SZ,20210303,7.98,133999.6498,133099.1211,1069317.2054,1062130.9864
002375.SZ,20210302,8.05,133999.6498,133099.1211,1078697.1809,1071447.9249
002375.SZ,20210301,8.26,133999.6498,133099.1211,1106837.1073,1099398.7403
002375.SZ,20210226,8.52,133999.6498,133099.1211,1141677.0163,1134004.5118
002375.SZ,20210225,8.82,133999.6498,133099.1211,1181876.9112,1173934.2481
002375.SZ,20210224,8.63,133999.6498,133099.1211,1156416.9778,1148645.4151
002375.SZ,20210223,8.63,133999.6498,133099.1211,1156416.9778,1148645.4151
002375.SZ,20210222,9.05,133999.6498,133099.1211,1212696.8307,1204547.046
002375.SZ,20210219,8.66,133999.6498,133099.1211,1160436.9673,1152638.3887
002375.SZ,20210218,8.19,133999.6498,133099.1211,1097457.1319,1090081.8018
002375.SZ,20210210,7.95,133999.6498,133099.1211,1065297.2159,1058138.0127
002375.SZ,20210209,8.01,133999.6498,133099.1211,1073337.1949,1066123.96
002375.SZ,20210208,8.04,133999.6498,133099.1211,1077357.1844,1070116.9336
002375.SZ,20210205,8.0,133999.6498,133099.1211,1071997.1984,1064792.9688
002375.SZ,20210204,8.14,133999.6498,133099.1211,1090757.1494,1083426.8458
002375.SZ,20210203,8.36,133999.6498,133099.1211,1120237.0723,1112708.6524
002375.SZ,20210202,9.25,133999.6498,133099.1211,1239496.7607,1231166.8702
002375.SZ,20210201,9.0,133999.6498,133099.1211,1205996.8482,1197892.0899
002375.SZ,20210129,8.82,133999.6498,133099.1211,1181876.9112,1173934.2481
002375.SZ,20210128,8.95,133999.6498,133099.1211,1199296.8657,1191237.1338
002375.SZ,20210127,9.29,133999.6498,133099.1211,1244856.7466,1236490.835
002375.SZ,20210126,9.28,133999.6498,133099.1211,1243516.7501,1235159.8438
002375.SZ,20210125,9.31,133999.6498,133099.1211,1247536.7396,1239152.8174
002375.SZ,20210122,9.56,133999.6498,133099.1211,1281036.6521,1272427.5977
002375.SZ,20210121,9.75,133999.6498,133099.1211,1306496.5856,1297716.4307
002375.SZ,20210120,9.92,133999.6498,133099.1211,1329276.526,1320343.2813
002375.SZ,20210119,10.13,133999.6498,133099.1211,1357416.4525,1348294.0967
002375.SZ,20210118,9.21,133999.6498,133099.1211,1234136.7747,1225842.9053
002375.SZ,20210115,8.78,133999.6498,133099.1211,1176516.9252,1168610.2833
002375.SZ,20210114,8.39,133999.6498,133099.1211,1124257.0618,1116701.626
002375.SZ,20210113,8.3,133999.6498,133099.1211,1112197.0933,1104722.7051
002375.SZ,20210112,8.49,133999.6498,133099.1211,1137657.0268,1130011.5381
002375.SZ,20210111,8.12,133999.6498,133099.1211,1088077.1564,1080764.8633
002375.SZ,20210108,7.38,133999.6498,133099.1211,988917.4155,982271.5137
002375.SZ,20210107,6.71,133999.6498,133099.1211,899137.6502,893095.1026
002375.SZ,20210106,6.82,133999.6498,133099.1211,913877.6116,907736.0059
002375.SZ,20210105,6.93,133999.6498,133099.1211,928617.5731,922376.9092
002375.SZ,20210104,7.13,133999.6498,133099.1211,955417.5031,948996.7334
002375.SZ,20201231,7.44,133999.6498,133099.1211,996957.3945,990257.461
002375.SZ,20201230,7.3,133999.6498,133099.1211,978197.4435,971623.584
002375.SZ,20201229,7.28,133999.6498,133099.1211,975517.4505,968961.6016
002375.SZ,20201228,7.3,133999.6498,133099.1211,978197.4435,971623.584
002375.SZ,20201225,7.27,133999.6498,133099.1211,974177.454,967630.6104
002375.SZ,20201224,7.25,133999.6498,133099.1211,971497.4611,964968.628
002375.SZ,20201223,7.58,133999.6498,133099.1211,1015717.3455,1008891.3379
002375.SZ,20201222,7.56,133999.6498,133099.1211,1013037.3525,1006229.3555
002375.SZ,20201221,7.89,133999.6498,133099.1211,1057257.2369,1050152.0655
002375.SZ,20201218,7.78,133999.6498,133099.1211,1042517.2754,1035511.1622
002375.SZ,20201217,8.08,133999.6498,133099.1211,1082717.1704,1075440.8985
002375.SZ,20201216,7.98,133999.6498,133099.1211,1069317.2054,1062130.9864
002375.SZ,20201215,8.15,133999.6498,133099.1211,1092097.1459,1084757.837
002375.SZ,20201214,8.0,133999.6498,133099.1211,1071997.1984,1064792.9688
002375.SZ,20201211,8.07,133999.6498,133099.1211,1081377.1739,1074109.9073
002375.SZ,20201210,8.29,133999.6498,133099.1211,1110857.0968,1103391.7139
002375.SZ,20201209,8.3,133999.6498,133099.1211,1112197.0933,1104722.7051
002375.SZ,20201208,8.53,133999.6498,133099.1211,1143017.0128,1135335.503
002375.SZ,20201207,8.55,133999.6498,133099.1211,1145697.0058,1137997.4854
002375.SZ,20201204,8.64,133999.6498,133099.1211,1157756.9743,1149976.4063
