ts_code,trade_date,close,total_share,float_share,total_mv,circ_mv
000058.SZ,20210527,5.57,123565.6249,53828.2117,688260.5307,299823.1392
000058.SZ,20210526,5.57,123565.6249,53828.2117,688260.5307,299823.1392
000058.SZ,20210525,5.44,123565.6249,53828.2117,672196.9995,292825.4716
000058.SZ,20210524,5.44,123565.6249,53828.2117,672196.9995,292825.4716
000058.SZ,20210521,5.41,123565.6249,53828.2117,668490.0307,291210.6253
000058.SZ,20210520,5.62,123565.6249,53828.2117,694438.8119,302514.5498
000058.SZ,20210519,5.65,123565.6249,53828.2117,698145.7807,304129.3961
000058.SZ,20210518,5.94,123565.6249,53828.2117,733979.8119,319739.5775
000058.SZ,20210517,6.04,123565.6249,53828.2117,746336.3744,325122.3987
000058.SZ,20210514,6.26,123565.6249,53828.2117,773520.8119,336964.6052
000058.SZ,20210513,5.89,123565.6249,53828.2117,727801.5307,317048.1669
000058.SZ,20210512,5.88,123565.6249,53828.2117,726565.8744,316509.8848
000058.SZ,20210511,5.83,123565.6249,53828.2117,720387.5932,313818.4742
000058.SZ,20210510,5.72,123565.6249,53828.2117,706795.3744,307897.3709
000058.SZ,20210507,5.75,123565.6249,53828.2117,710502.3432,309512.2173
000058.SZ,20210506,5.84,123565.6249,53828.2117,721623.2494,314356.7563
000058.SZ,20210430,5.86,123565.6249,53828.2117,724094.5619,315433.3206
000058.SZ,20210429,5.94,123565.6249,53828.2117,733979.8119,319739.5775
000058.SZ,20210428,5.95,123565.6249,53828.2117,735215.4682,320277.8596
000058.SZ,20210427,5.96,123565.6249,53828.2117,736451.1244,320816.1417
000058.SZ,20210426,5.96,123565.6249,53828.2117,736451.1244,320816.1417
000058.SZ,20210423,6.03,123565.6249,53828.2117,745100.7181,324584.1166
000058.SZ,20210422,6.09,123565.6249,53828.2117,752514.6556,327813.8093
000058.SZ,20210421,6.11,123565.6249,53828.2117,754985.9681,328890.3735
000058.SZ,20210420,6.08,123565.6249,53828.2117,751278.9994,327275.5271
