0,1
20190103,99.13783652544504
20190104,101.72936171318187
20190107,103.49983136890395
20190108,103.99645723488374
20190109,104.61662479144913
20190110,107.19285532223712
20190111,107.38984527141862
20190114,106.53956972222376
20190115,108.54131245349939
20190116,108.29567185661068
20190117,107.32643258761101
20190118,109.1142690735915
20190121,109.69348425484431
20190122,109.19902267188293
20190123,109.5535821230573
20190124,110.03724524373781
20190125,109.77014927968281
20190128,109.08268024431469
20190129,108.05192180786791
20190130,107.73221239993643
20190131,105.91389930224524
20190201,108.59578656309512
20190211,111.20793607422644
20190212,111.62954349371599
20190213,113.03067513670257
20190214,114.50468775605928
20190215,113.674969060878
20190218,117.80913086594671
20190219,118.36820142609596
20190220,118.47401487352212
20190221,119.93243129141631
20190222,124.23153342381443
20190225,129.06701180020136
20190226,128.96148167664708
20190227,125.88317373784447
20190228,125.38497275165432
20190301,127.94737760034683
20190304,128.57178619725437
20190305,130.5935932075051
20190306,132.0650997221352
20190307,134.26319144760296
20190308,128.67828537715812
20190311,136.35572175822568
20190312,139.46512319488318
20190313,136.9786780711063
20190314,131.80315402552952
20190315,133.23866421608795
20190318,135.405683725942
20190319,132.37246038665484
20190320,133.44520611581123
20190321,134.34068953776855
20190322,134.48461073671825
20190325,132.32166311630246
20190326,129.7818588099755
20190327,129.75278914433204
20190328,128.60257728989464
20190329,131.57957650397682
20190401,137.43033285380002
20190402,137.60157613898002
20190403,137.59372967479464
20190404,137.45432375570266
20190408,135.51150086946018
20190409,107.52554529443519
20190410,107.16734850556757
20190411,105.43557038263533
20190412,105.88083326690025
20190415,105.09245596973764
20190416,106.56698432491139
20190417,138.39050347398688
20190418,137.74084431903538
20190419,138.67138270061594
20190422,137.4699888065188
20190423,134.40359527869404
20190424,135.20654905227488
20190425,131.40904165230702
20190426,128.93467611946267
20190429,124.35655056625102
20190430,125.32259562570778
20190506,117.99264630160916
20190507,120.09685255736069
20190508,118.93063752243201
20190509,118.34535489946778
20190510,122.32712338868512
20190513,121.93713349456074
20190514,120.64832313776112
20190515,125.32264551187741
20190516,125.71829114543193
20190517,120.66191702579256
20190520,120.26185156375398
20190521,120.84214312968378
20190522,120.72561422647287
20190523,118.31805856075937
20190524,117.65736202129308
20190527,120.19449457756221
20190528,120.13393101848851
20190529,119.6179063279102
20190530,118.837899756097
20190531,120.06782022062275
20190603,117.27181425511269
20190604,116.67831506528341
20190605,116.22272931007423
20190606,112.63788725586052
20190610,115.03655435874593
20190611,118.55248054625093
20190612,116.61955253759488
20190613,117.64137725445624
20190614,115.4392563132838
20190617,114.15592362319043
20190618,114.66632509544556
20190619,116.79084249599454
20190620,118.47209304444488
20190621,119.873502577627
20190624,119.96248598182603
20190625,117.95687280678384
20190626,117.65583024692742
20190627,119.1851708493087
20190628,117.33247305333198
20190701,120.37506699575415
20190702,119.10099948122166
20190703,118.33903522320878
20190704,118.42518377464772
20190705,119.26395366400733
20190708,115.24918927873111
20190709,114.69495842181215
20190710,114.36639339837424
20190711,112.96662351975148
20190712,115.17001490194734
20190715,117.24304719510106
20190716,117.29997289976907
20190717,117.18713960618507
20190718,117.19653001371495
20190719,117.34230053204908
20190722,115.12148092768146
20190723,117.14312511426381
20190724,118.21584005151155
20190725,118.93372351678396
20190726,119.67586586022765
20190729,119.09049726344625
20190730,118.7393320102642
20190731,118.5709157139601
20190801,117.79169639941489
20190802,115.83307951953148
20190805,113.93924150051706
20190806,111.10745806062667
20190807,110.69755010740374
20190808,111.90486552995762
20190809,110.78492769839418
20190812,112.81350521142943
20190813,110.97550071185343
20190814,111.43261479447368
20190815,111.84724997484727
20190816,111.64216662301922
20190819,115.42027656513167
20190820,115.29651916889492
20190821,119.74906858764226
20190822,119.47692782168313
20190823,119.62524040352906
20190826,118.61846736743115
