ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
300393.SZ,20210528,6.29,3.0106,3.6472,,70.907,53.5937,1.8623,1.3479,1.1912,2.2076,2.2076,108962.7358,77977.889,64366.9479,685375.6082,490480.9218
300393.SZ,20210527,9.08,2.3536,2.8513,0.6,73.1133,55.2613,1.9202,1.3898,1.2282,2.141,2.141,77830.5256,55698.4922,45976.3914,706701.1724,505742.3092
300393.SZ,20210526,9.02,2.7934,3.3841,0.66,72.6301,54.8961,1.9075,1.3806,1.2201,2.1553,2.1553,77830.5256,55698.4922,45976.3914,702031.3409,502400.3996
300393.SZ,20210525,9.17,3.2531,3.941,0.75,73.838,55.809,1.9392,1.4036,1.2404,2.12,2.12,77830.5256,55698.4922,45976.3914,713705.9198,510755.1735
300393.SZ,20210524,9.33,6.3471,7.6893,1.48,75.1263,56.7828,1.9731,1.4281,1.262,2.0836,2.0836,77830.5256,55698.4922,45976.3914,726158.8038,519666.9322
300393.SZ,20210521,8.93,3.1381,3.8016,0.68,71.9054,54.3484,1.8885,1.3668,1.2079,2.177,2.177,77830.5256,55698.4922,45976.3914,695026.5936,497387.5353
300393.SZ,20210520,8.84,4.2358,5.1314,0.96,71.1808,53.8006,1.8694,1.3531,1.1958,2.1991,2.1991,77830.5256,55698.4922,45976.3914,688021.8463,492374.671
300393.SZ,20210519,8.77,4.1251,4.9974,0.95,70.6171,53.3746,1.8546,1.3423,1.1863,2.2167,2.2167,77830.5256,55698.4922,45976.3914,682573.7095,488475.7766
300393.SZ,20210518,8.52,3.8997,4.7243,0.94,68.6041,51.8531,1.8018,1.3041,1.1525,2.2817,2.2817,77830.5256,55698.4922,45976.3914,663116.0781,474551.1535
300393.SZ,20210517,8.78,6.0629,7.3449,1.49,70.6976,53.4355,1.8568,1.3439,1.1876,2.2142,2.2142,77830.5256,55698.4922,45976.3914,683352.0148,489032.7615
300393.SZ,20210514,8.54,4.7869,5.7991,0.96,68.7651,51.9748,1.806,1.3071,1.1552,2.2764,2.2764,77830.5256,55698.4922,45976.3914,664672.6886,475665.1234
300393.SZ,20210513,8.15,3.2636,3.9537,0.7,65.6248,49.6012,1.7235,1.2474,1.1024,2.3853,2.3853,77830.5256,55698.4922,45976.3914,634318.7836,453942.7114
300393.SZ,20210512,8.47,3.6089,4.372,0.82,68.2015,51.5488,1.7912,1.2964,1.1457,2.2952,2.2952,77830.5256,55698.4922,45976.3914,659224.5518,471766.2289
300393.SZ,20210511,8.25,3.0727,3.7224,0.75,66.43,50.2099,1.7447,1.2628,1.116,2.3564,2.3564,77830.5256,55698.4922,45976.3914,642101.8362,459512.5607
300393.SZ,20210510,8.44,5.6083,6.7943,1.64,67.9599,51.3662,1.7849,1.2918,1.1417,2.3034,2.3034,77830.5256,55698.4922,45976.3914,656889.6361,470095.2742
300393.SZ,20210507,8.8,9.3032,11.2704,4.79,70.8587,53.5572,1.861,1.3469,1.1904,2.2091,2.2091,77830.5256,55698.4922,45976.3914,684908.6253,490146.7314
300393.SZ,20210506,7.76,1.6006,1.939,0.82,62.4845,47.2277,1.6411,1.1878,1.0497,2.5052,2.5052,77830.5256,55698.4922,45976.3914,603964.8787,432220.2995
300393.SZ,20210430,7.95,2.3129,2.802,1.32,64.0144,48.384,1.6812,1.2168,1.0754,2.4453,2.4453,77830.5256,55698.4922,45976.3914,618752.6785,442803.013
300393.SZ,20210429,7.77,1.7225,2.0867,1.04,62.565,47.2886,1.6432,1.1893,1.051,2.502,2.502,77830.5256,55698.4922,45976.3914,604743.1839,432777.2844
300393.SZ,20210428,7.8,2.1692,2.6278,1.52,62.8065,47.4711,1.6495,1.1939,1.0551,2.4924,2.4924,77830.5256,55698.4922,45976.3914,607078.0997,434448.2392
300393.SZ,20210427,7.57,1.911,2.3151,1.35,60.9546,46.0713,1.6009,1.1587,1.024,2.5681,2.5681,77830.5256,55698.4922,45976.3914,589177.0788,421637.586
300393.SZ,20210426,7.74,1.6919,2.0496,1.2,62.3234,47.106,1.6368,1.1847,1.047,2.5117,2.5117,77830.5256,55698.4922,45976.3914,602408.2681,431106.3296
300393.SZ,20210423,7.74,1.2899,1.433,0.96,24.7696,21.5919,1.5875,1.7321,1.3098,2.5117,2.5117,77830.5256,55698.4922,50137.1418,602408.2681,431106.3296
300393.SZ,20210422,7.69,1.2532,1.3922,0.98,24.6096,21.4524,1.5773,1.7209,1.3014,2.528,2.528,77830.5256,55698.4922,50137.1418,598516.7419,428321.405
300393.SZ,20210421,7.8,1.0077,1.1195,0.78,24.9616,21.7593,1.5998,1.7455,1.32,2.4924,2.4924,77830.5256,55698.4922,50137.1418,607078.0997,434448.2392
300393.SZ,20210420,7.82,1.8448,2.0494,1.6,25.0256,21.8151,1.6039,1.75,1.3234,2.486,2.486,77830.5256,55698.4922,50137.1418,608634.7102,435562.209
