ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
601012.SH,20210528,97.25,1.7016,2.1599,,43.9652,40.9119,8.9544,6.8887,6.0805,0.3812,0.3812,386639.4792,386630.9182,304593.6278,37600689.3522,37599856.795
601012.SH,20210527,95.12,1.1824,1.5008,0.84,43.0023,40.0158,8.7583,6.7378,5.9473,0.3897,0.3897,386639.4792,386630.9182,304593.6278,36777147.2615,36776332.9392
601012.SH,20210526,95.96,1.223,1.5524,0.88,43.382,40.3692,8.8357,6.7973,5.9999,0.3863,0.3863,386639.4792,386630.9182,304593.6278,37101924.424,37101102.9105
601012.SH,20210525,98.0,2.018,2.5615,1.73,44.3043,41.2274,9.0235,6.9418,6.1274,0.3783,0.3783,386639.4792,386630.9182,304593.6278,37890668.9616,37889829.9836
601012.SH,20210524,96.26,1.4075,1.7866,1.22,43.5177,40.4954,8.8633,6.8186,6.0186,0.3851,0.3851,386639.4792,386630.9182,304593.6278,37217916.2678,37217092.1859
601012.SH,20210521,98.57,1.4025,1.7802,1.31,44.562,41.4672,9.076,6.9822,6.163,0.3761,0.3761,386639.4792,386630.9182,304593.6278,38111053.4647,38110209.607
601012.SH,20210520,98.68,1.0242,1.3,1.0,44.6117,41.5135,9.0861,6.99,6.1699,0.3757,0.3757,386639.4792,386630.9182,304593.6278,38153583.8075,38152739.008
601012.SH,20210519,100.66,1.0911,1.385,1.17,45.5068,42.3464,9.2684,7.1302,6.2937,0.3683,0.3683,386639.4792,386630.9182,304593.6278,38919129.9763,38918268.226
601012.SH,20210518,99.67,0.9063,1.1504,0.93,45.0593,41.9299,9.1773,7.0601,6.2318,0.3719,0.3719,386639.4792,386630.9182,304593.6278,38536356.8919,38535503.617
601012.SH,20210517,99.35,1.3548,1.7197,1.46,44.9146,41.7953,9.1478,7.0374,6.2118,0.3731,0.3731,386639.4792,386630.9182,304593.6278,38412632.2585,38411781.7232
601012.SH,20210514,95.8,0.9595,1.2179,0.95,43.3097,40.3019,8.8209,6.786,5.9899,0.387,0.387,386639.4792,386630.9182,304593.6278,37040062.1074,37039241.9636
601012.SH,20210513,94.5,0.7841,0.9953,0.64,42.722,39.755,8.7012,6.6939,5.9086,0.3923,0.3923,386639.4792,386630.9182,304593.6278,36537430.7844,36536621.7699
601012.SH,20210512,96.58,0.6606,0.8385,0.44,43.6623,40.63,8.8928,6.8412,6.0386,0.3838,0.3838,386639.4792,386630.9182,304593.6278,37341640.9011,37340814.0798
601012.SH,20210511,96.2,1.1253,1.4283,0.74,43.4905,40.4702,8.8578,6.8143,6.0149,0.3853,0.3853,386639.4792,386630.9182,304593.6278,37194717.899,37193894.3308
601012.SH,20210510,97.6,1.1075,1.4058,0.7,44.1235,41.0591,8.9867,6.9135,6.1024,0.3798,0.3798,386639.4792,386630.9182,304593.6278,37736013.1699,37735177.6163
601012.SH,20210507,96.73,1.3861,1.7594,0.9,43.7301,40.6931,8.9066,6.8519,6.048,0.3832,0.3832,386639.4792,386630.9182,304593.6278,37399636.823,37398808.7175
601012.SH,20210506,100.0,1.8705,2.3743,1.28,45.2085,42.0688,9.2077,7.0835,6.2525,0.3707,0.3707,386639.4792,386630.9182,304593.6278,38663947.92,38663091.82
601012.SH,20210430,99.4,2.0972,2.662,1.63,44.9372,41.8164,9.1524,7.041,6.2149,0.3729,0.3729,386639.4792,386630.9182,304593.6278,38431964.2325,38431113.2691
601012.SH,20210429,94.1,1.1691,1.484,0.86,42.5412,39.5867,8.6644,6.6656,5.8836,0.3939,0.3939,386639.4792,386630.9182,304593.6278,36382774.9927,36381969.4026
