ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
300117.SZ,20210528,3.37,1.1871,2.0347,,29.8884,23.1951,1.6784,1.1621,1.0926,0.089,0.089,71676.0,71676.0,41816.2294,241548.12,241548.12
300117.SZ,20210527,3.45,1.331,2.2814,1.38,30.5979,23.7457,1.7183,1.1896,1.1186,0.087,0.087,71676.0,71676.0,41816.2294,247282.2,247282.2
300117.SZ,20210526,3.41,1.1441,1.9611,1.25,30.2431,23.4704,1.6984,1.1758,1.1056,0.088,0.088,71676.0,71676.0,41816.2294,244415.16,244415.16
300117.SZ,20210525,3.39,0.912,1.5632,0.91,30.0658,23.3328,1.6884,1.1689,1.0991,0.0885,0.0885,71676.0,71676.0,41816.2294,242981.64,242981.64
300117.SZ,20210524,3.38,0.7917,1.3571,0.71,29.9771,23.264,1.6834,1.1655,1.0959,0.0888,0.0888,71676.0,71676.0,41816.2294,242264.88,242264.88
300117.SZ,20210521,3.35,0.9587,1.6433,0.77,29.711,23.0575,1.6685,1.1552,1.0862,0.0896,0.0896,71676.0,71676.0,41816.2294,240114.6,240114.6
300117.SZ,20210520,3.32,0.999,1.7123,0.81,29.4449,22.851,1.6535,1.1448,1.0764,0.0904,0.0904,71676.0,71676.0,41816.2294,237964.32,237964.32
300117.SZ,20210519,3.39,0.9103,1.5604,0.74,30.0658,23.3328,1.6884,1.1689,1.0991,0.0885,0.0885,71676.0,71676.0,41816.2294,242981.64,242981.64
300117.SZ,20210518,3.39,1.3514,2.3164,1.1,30.0658,23.3328,1.6884,1.1689,1.0991,0.0885,0.0885,71676.0,71676.0,41816.2294,242981.64,242981.64
300117.SZ,20210517,3.29,1.3392,2.2956,0.97,29.1789,22.6445,1.6386,1.1345,1.0667,0.0912,0.0912,71676.0,71676.0,41816.2294,235814.04,235814.04
300117.SZ,20210514,3.41,1.6336,2.8,1.27,30.2431,23.4704,1.6984,1.1758,1.1056,0.088,0.088,71676.0,71676.0,41816.2294,244415.16,244415.16
300117.SZ,20210513,3.32,0.9542,1.6356,0.78,29.4449,22.851,1.6535,1.1448,1.0764,0.0904,0.0904,71676.0,71676.0,41816.2294,237964.32,237964.32
300117.SZ,20210512,3.37,0.8886,1.5231,0.69,29.8884,23.1951,1.6784,1.1621,1.0926,0.089,0.089,71676.0,71676.0,41816.2294,241548.12,241548.12
300117.SZ,20210511,3.39,1.3095,2.2446,1.09,30.0658,23.3328,1.6884,1.1689,1.0991,0.0885,0.0885,71676.0,71676.0,41816.2294,242981.64,242981.64
300117.SZ,20210510,3.36,2.1138,3.6233,1.94,29.7997,23.1263,1.6735,1.1586,1.0894,0.0893,0.0893,71676.0,71676.0,41816.2294,240831.36,240831.36
300117.SZ,20210507,3.3,1.1516,1.9739,0.99,29.2676,22.7133,1.6436,1.1379,1.0699,0.0909,0.0909,71676.0,71676.0,41816.2294,236530.8,236530.8
300117.SZ,20210506,3.23,0.6834,1.1714,0.53,28.6467,22.2315,1.6087,1.1138,1.0472,0.0929,0.0929,71676.0,71676.0,41816.2294,231513.48,231513.48
300117.SZ,20210430,3.19,1.1344,1.9444,0.83,28.292,21.9562,1.5888,1.1,1.0343,0.094,0.094,71676.0,71676.0,41816.2294,228646.44,228646.44
300117.SZ,20210429,3.25,0.9047,1.5507,0.64,28.8241,22.3692,1.6187,1.1207,1.0537,0.0923,0.0923,71676.0,71676.0,41816.2294,232947.0,232947.0
300117.SZ,20210428,3.27,1.5716,3.3313,1.16,29.0015,22.5068,1.6286,1.1276,1.0602,0.0917,0.0917,71676.0,71676.0,33814.6779,234380.52,234380.52
300117.SZ,20210427,3.41,1.5451,3.2751,1.14,30.2431,30.2431,1.6773,1.1758,1.1758,0.088,0.088,71676.0,71676.0,33814.6779,244415.16,244415.16
300117.SZ,20210426,3.39,1.298,2.7513,0.93,30.0658,30.0658,1.6675,1.1689,1.1689,0.0885,0.0885,71676.0,71676.0,33814.6779,242981.64,242981.64
300117.SZ,20210423,3.4,1.5473,3.2797,1.17,95.4735,30.3374,1.5031,0.709,1.2088,0.0882,0.0882,71676.0,71676.0,33814.6779,243698.4,243698.4
300117.SZ,20210422,3.46,1.0771,2.2831,0.81,97.1583,30.8728,1.5296,0.7215,1.2302,0.0867,0.0867,71676.0,71676.0,33814.6779,247998.96,247998.96
300117.SZ,20210421,3.5,1.3296,2.8183,0.98,98.2816,31.2297,1.5473,0.7299,1.2444,0.0857,0.0857,71676.0,71676.0,33814.6779,250866.0,250866.0
300117.SZ,20210420,3.59,1.5428,3.2701,1.12,100.8088,32.0327,1.5871,0.7486,1.2764,0.0836,0.0836,71676.0,71676.0,33814.6779,257316.84,257316.84
300117.SZ,20210419,3.59,1.4515,3.0766,0.94,100.8088,32.0327,1.5871,0.7486,1.2764,0.0836,0.0836,71676.0,71676.0,33814.6779,257316.84,257316.84
300117.SZ,20210416,3.57,1.2288,2.6047,0.76,100.2472,31.8543,1.5782,0.7445,1.2693,0.084,0.084,71676.0,71676.0,33814.6779,255883.32,255883.32
300117.SZ,20210415,3.47,1.0775,2.2839,0.59,97.4391,30.962,1.534,0.7236,1.2337,0.0865,0.0865,71676.0,71676.0,33814.6779,248715.72,248715.72
300117.SZ,20210414,3.56,1.4581,3.0907,0.74,99.9664,31.765,1.5738,0.7424,1.2657,0.0843,0.0843,71676.0,71676.0,33814.6779,255166.56,255166.56
300117.SZ,20210413,3.45,1.651,3.4997,0.77,96.8775,30.7835,1.5252,0.7194,1.2266,0.087,0.087,71676.0,71676.0,33814.6779,247282.2,247282.2
300117.SZ,20210412,3.51,2.2854,4.8443,1.05,98.5624,31.3189,1.5517,0.7319,1.248,0.0855,0.0855,71676.0,71676.0,33814.6779,251582.76,251582.76
300117.SZ,20210409,3.66,1.57,3.3278,0.61,102.7744,32.6573,1.618,0.7632,1.3013,0.082,0.082,71676.0,71676.0,33814.6779,262334.16,262334.16
