ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
003035.SZ,20210528,11.06,10.6164,10.6164,,105.1091,102.1663,7.5017,20.8547,19.7966,,,378787.8787,75757.5757,75757.5757,4189393.9384,837878.7872
003035.SZ,20210527,11.16,12.2332,12.2332,0.64,106.0594,103.0901,7.5696,21.0432,19.9756,,,378787.8787,75757.5757,75757.5757,4227272.7263,845454.5448
003035.SZ,20210526,11.25,15.5655,15.5655,0.77,106.9148,103.9214,7.6306,21.2129,20.1367,,,378787.8787,75757.5757,75757.5757,4261363.6354,852272.7266
003035.SZ,20210525,11.06,13.916,13.916,0.72,105.1091,102.1663,7.5017,20.8547,19.7966,,,378787.8787,75757.5757,75757.5757,4189393.9384,837878.7872
003035.SZ,20210524,11.33,21.0803,21.0803,1.26,107.675,104.6604,7.6849,21.3638,20.2799,,,378787.8787,75757.5757,75757.5757,4291666.6657,858333.3327
003035.SZ,20210521,11.49,24.9347,24.9347,1.85,109.1956,106.1384,7.7934,21.6655,20.5663,,,378787.8787,75757.5757,75757.5757,4352272.7263,870454.5448
003035.SZ,20210520,10.89,20.2599,20.2599,1.77,103.4935,100.5959,7.3864,20.5341,19.4923,,,378787.8787,75757.5757,75757.5757,4124999.999,824999.9994
003035.SZ,20210519,11.13,20.3462,20.3462,2.03,105.7743,102.8129,7.5492,20.9867,19.9219,,,378787.8787,75757.5757,75757.5757,4215909.0899,843181.8175
003035.SZ,20210518,10.4,9.8191,9.8191,0.78,98.8367,96.0696,7.0541,19.6102,18.6152,,,378787.8787,75757.5757,75757.5757,3939393.9385,787878.7873
003035.SZ,20210517,10.17,8.6171,8.6171,0.57,96.6509,93.945,6.8981,19.1765,18.2036,,,378787.8787,75757.5757,75757.5757,3852272.7264,770454.5449
003035.SZ,20210514,10.43,8.3565,8.3565,0.52,99.1219,96.3467,7.0744,19.6667,18.6689,,,378787.8787,75757.5757,75757.5757,3950757.5748,790151.5146
003035.SZ,20210513,10.42,9.95,9.95,0.6,99.0268,96.2543,7.0677,19.6479,18.651,,,378787.8787,75757.5757,75757.5757,3946969.6961,789393.9388
003035.SZ,20210512,10.69,13.3056,13.3056,0.83,101.5928,98.7485,7.2508,20.157,19.1343,,,378787.8787,75757.5757,75757.5757,4049242.4233,809848.4842
003035.SZ,20210511,11.19,22.8791,22.8791,1.75,106.3445,103.3672,7.5899,21.0998,20.0293,,,378787.8787,75757.5757,75757.5757,4238636.3627,847727.2721
003035.SZ,20210510,10.8,20.9049,20.9049,1.94,102.6382,99.7646,7.3254,20.3644,19.3312,,,378787.8787,75757.5757,75757.5757,4090909.09,818181.8176
003035.SZ,20210507,10.01,12.7054,12.7054,1.15,95.1304,92.467,6.7896,18.8748,17.9172,,,378787.8787,75757.5757,75757.5757,3791666.6658,758333.3328
003035.SZ,20210506,10.1,12.9988,12.9988,1.22,95.9857,93.2984,6.8506,19.0445,18.0783,,,378787.8787,75757.5757,75757.5757,3825757.5749,765151.5146
003035.SZ,20210430,9.78,10.857,10.857,0.96,92.9446,90.3424,6.6336,18.4411,17.5055,,,378787.8787,75757.5757,75757.5757,3704545.4537,740909.0903
003035.SZ,20210429,10.09,7.7437,7.7437,0.64,95.8907,93.206,6.8438,19.0256,18.0604,,,378787.8787,75757.5757,75757.5757,3821969.6961,764393.9388
003035.SZ,20210428,10.18,9.5096,9.5096,0.71,96.746,94.0374,6.9049,19.1953,18.2215,,,378787.8787,75757.5757,75757.5757,3856060.6052,771212.1206
003035.SZ,20210427,10.12,13.9971,13.9971,1.0,96.1758,93.4831,6.8642,19.0822,18.1141,,,378787.8787,75757.5757,75757.5757,3833333.3324,766666.6661
003035.SZ,20210426,10.91,10.984,10.984,0.75,103.6836,103.6836,7.5,20.5718,20.5718,,,378787.8787,75757.5757,75757.5757,4132575.7566,826515.1509
003035.SZ,20210423,10.82,14.3385,14.3385,0.98,102.8282,102.8282,7.4381,20.4021,20.4021,,,378787.8787,75757.5757,75757.5757,4098484.8475,819696.9691
003035.SZ,20210422,11.2,11.272,11.272,0.67,106.4396,106.4396,7.6993,21.1186,21.1186,,,378787.8787,75757.5757,75757.5757,4242424.2414,848484.8478
003035.SZ,20210421,11.46,16.4047,16.4047,0.83,108.9105,108.9105,7.878,21.6089,21.6089,,,378787.8787,75757.5757,75757.5757,4340909.0899,868181.8175
