ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
300500.SZ,20210528,11.74,0.5309,1.0393,,55.0355,37.6009,1.3902,1.1073,1.0297,0.8518,0.8518,17448.0186,15838.2186,8090.2186,204839.7384,185940.6864
300500.SZ,20210527,11.85,0.7179,1.4055,0.86,55.5512,37.9532,1.4032,1.1177,1.0393,0.8439,0.8439,17448.0186,15838.2186,8090.2186,206759.0204,187682.8904
300500.SZ,20210526,11.84,0.9627,1.8847,1.3,55.5043,37.9212,1.402,1.1167,1.0385,0.8446,0.8446,17448.0186,15838.2186,8090.2186,206584.5402,187524.5082
300500.SZ,20210525,11.69,0.8891,1.7406,1.28,54.8011,37.4408,1.3843,1.1026,1.0253,0.8554,0.8554,17448.0186,15838.2186,8090.2186,203967.3374,185148.7754
300500.SZ,20210524,11.82,1.3795,2.7006,2.45,55.4105,37.8571,1.3997,1.1148,1.0367,0.846,0.846,17448.0186,15838.2186,8090.2186,206235.5799,187207.7439
300500.SZ,20210521,11.36,0.4722,0.9245,0.77,53.2541,36.3838,1.3452,1.0714,0.9964,0.8803,0.8803,17448.0186,15838.2186,8090.2186,198209.4913,179922.1633
300500.SZ,20210520,11.23,0.4657,0.9117,0.74,52.6447,35.9675,1.3298,1.0592,0.985,0.8905,0.8905,17448.0186,15838.2186,8090.2186,195941.2489,177863.1949
300500.SZ,20210519,11.32,0.5059,0.9904,0.79,53.0666,36.2557,1.3405,1.0677,0.9929,0.8834,0.8834,17448.0186,15838.2186,8090.2186,197511.5706,179288.6346
300500.SZ,20210518,11.35,0.6504,1.2733,1.05,53.2073,36.3518,1.344,1.0705,0.9955,0.8811,0.8811,17448.0186,15838.2186,8090.2186,198035.0111,179763.7811
300500.SZ,20210517,11.35,0.7265,1.4222,1.26,53.2073,36.3518,1.344,1.0705,0.9955,0.8811,0.8811,17448.0186,15838.2186,8090.2186,198035.0111,179763.7811
300500.SZ,20210514,11.63,0.7146,1.399,1.23,54.5199,37.2486,1.3772,1.0969,1.0201,0.8598,0.8598,17448.0186,15838.2186,8090.2186,202920.4563,184198.4823
300500.SZ,20210513,11.5,0.5634,1.1031,0.98,53.9104,36.8322,1.3618,1.0846,1.0086,0.8696,0.8696,17448.0186,15838.2186,8090.2186,200652.2139,182139.5139
300500.SZ,20210512,11.63,0.5443,1.0656,0.82,54.5199,37.2486,1.3772,1.0969,1.0201,0.8598,0.8598,17448.0186,15838.2186,8090.2186,202920.4563,184198.4823
300500.SZ,20210511,11.48,0.5503,1.0774,0.75,53.8167,36.7682,1.3594,1.0828,1.0069,0.8711,0.8711,17448.0186,15838.2186,8090.2186,200303.2535,181822.7495
300500.SZ,20210510,11.43,0.508,0.9945,0.56,53.5823,36.608,1.3535,1.078,1.0025,0.8749,0.8749,17448.0186,15838.2186,8090.2186,199430.8526,181030.8386
300500.SZ,20210507,11.46,0.7477,1.4637,0.86,53.7229,36.7041,1.357,1.0809,1.0051,0.8726,0.8726,17448.0186,15838.2186,8090.2186,199954.2932,181505.9852
300500.SZ,20210506,11.34,0.5301,1.0378,0.57,53.1604,36.3198,1.3428,1.0696,0.9946,0.8818,0.8818,17448.0186,15838.2186,8090.2186,197860.5309,179605.3989
300500.SZ,20210430,11.23,0.9792,1.9169,0.88,52.6447,35.9675,1.3298,1.0592,0.985,0.8905,0.8905,17448.0186,15838.2186,8090.2186,195941.2489,177863.1949
300500.SZ,20210429,11.65,0.9252,1.8112,0.85,54.6136,37.3127,1.3795,1.0988,1.0218,0.8584,0.8584,17448.0186,15838.2186,8090.2186,203269.4167,184515.2467
300500.SZ,20210428,11.75,1.3597,2.6619,1.19,55.0824,37.6329,1.3914,1.1082,1.0306,0.8511,0.8511,17448.0186,15838.2186,8090.2186,205014.2186,186099.0686
300500.SZ,20210427,11.46,0.5678,1.1115,0.44,11.7751,15.8179,1.3415,1.5942,1.2734,0.8726,0.8726,17448.0186,15838.2186,8090.2186,199954.2932,181505.9852
300500.SZ,20210426,11.7,0.7896,1.5459,0.58,12.0217,16.1491,1.3696,1.6276,1.3001,0.8547,0.8547,17448.0186,15838.2186,8090.2186,204141.8176,185307.1576
300500.SZ,20210423,11.52,1.9105,3.7402,1.62,11.8368,15.9007,1.3486,1.6025,1.2801,0.8681,0.8681,17448.0186,15838.2186,8090.2186,201001.1743,182456.2783
300500.SZ,20210422,12.18,0.8239,1.6129,0.69,12.5149,16.8117,1.4258,1.6943,1.3534,0.821,0.821,17448.0186,15838.2186,8090.2186,212516.8665,192909.5025
300500.SZ,20210421,12.35,1.6271,3.1855,1.56,12.6896,17.0463,1.4457,1.718,1.3723,0.8097,0.8097,17448.0186,15838.2186,8090.2186,215483.0297,195601.9997
300500.SZ,20210420,12.57,1.3043,2.5535,1.38,12.9156,17.35,1.4715,1.7486,1.3968,0.7955,0.7955,17448.0186,15838.2186,8090.2186,219321.5938,199086.4078
300500.SZ,20210419,12.43,1.1927,2.335,1.25,12.7718,17.1567,1.4551,1.7291,1.3812,0.8045,0.8045,17448.0186,15838.2186,8090.2186,216878.8712,196869.0572
300500.SZ,20210416,12.39,0.9331,1.8267,0.94,12.7307,17.1015,1.4504,1.7235,1.3768,0.8071,0.8071,17448.0186,15838.2186,8090.2186,216180.9505,196235.5285
300500.SZ,20210415,12.2,0.8876,1.7376,0.77,12.5355,16.8393,1.4282,1.6971,1.3557,0.8197,0.8197,17448.0186,15838.2186,8090.2186,212865.8269,193226.2669
300500.SZ,20210414,12.37,0.9062,1.774,0.67,12.7101,17.0739,1.4481,1.7208,1.3746,0.8084,0.8084,17448.0186,15838.2186,8090.2186,215831.9901,195918.7641
300500.SZ,20210413,12.33,0.8079,1.5817,0.5,12.669,17.0187,1.4434,1.7152,1.3701,0.811,0.811,17448.0186,15838.2186,8090.2186,215134.0693,195285.2353
