ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
603017.SH,20210528,9.84,0.294,0.5259,,12.4823,12.5511,1.3656,1.4841,1.4531,4.3528,4.3528,27680.7728,27479.8234,15359.2512,272378.8044,270401.4623
603017.SH,20210527,9.9,0.2972,0.5317,1.24,12.5584,12.6276,1.3739,1.4931,1.462,4.3264,4.3264,27680.7728,27479.8234,15359.2512,274039.6507,272050.2517
603017.SH,20210526,9.9,0.3229,0.5776,1.44,12.5584,12.6276,1.3739,1.4931,1.462,4.3264,4.3264,27680.7728,27479.8234,15359.2512,274039.6507,272050.2517
603017.SH,20210525,9.87,0.2365,0.4231,0.89,12.5203,12.5893,1.3697,1.4886,1.4575,4.3396,4.3396,27680.7728,27479.8234,15359.2512,273209.2275,271225.857
603017.SH,20210524,9.83,0.187,0.3346,0.68,12.4696,12.5383,1.3642,1.4826,1.4516,4.3573,4.3573,27680.7728,27479.8234,15359.2512,272101.9966,270126.664
603017.SH,20210521,9.76,0.2091,0.3742,0.72,12.3808,12.449,1.3545,1.472,1.4413,4.3885,4.3885,27680.7728,27479.8234,15359.2512,270164.3425,268203.0764
603017.SH,20210520,9.68,0.2391,0.4278,0.86,12.2793,12.347,1.3434,1.4599,1.4295,4.4248,4.4248,27680.7728,27479.8234,15359.2512,267949.8807,266004.6905
603017.SH,20210519,9.73,0.2472,0.4422,0.88,12.3428,12.4108,1.3503,1.4675,1.4369,4.402,4.402,27680.7728,27479.8234,15359.2512,269333.9193,267378.6817
603017.SH,20210518,9.7,0.4409,0.7888,1.83,12.3047,12.3725,1.3461,1.463,1.4324,4.4156,4.4156,27680.7728,27479.8234,15359.2512,268503.4962,266554.287
603017.SH,20210517,9.76,0.2386,0.4269,0.7,12.3808,12.449,1.3545,1.472,1.4413,4.3885,4.3885,27680.7728,27479.8234,15359.2512,270164.3425,268203.0764
603017.SH,20210514,9.78,0.2807,0.5023,0.87,12.4062,12.4745,1.3572,1.475,1.4442,4.3795,4.3795,27680.7728,27479.8234,15359.2512,270717.958,268752.6729
603017.SH,20210513,9.65,0.1849,0.3307,0.54,12.2413,12.3087,1.3392,1.4554,1.425,4.4385,4.4385,27680.7728,27479.8234,15359.2512,267119.4575,265180.2958
603017.SH,20210512,9.67,0.2516,0.4502,0.68,12.2666,12.3342,1.342,1.4584,1.428,4.4293,4.4293,27680.7728,27479.8234,15359.2512,267673.073,265729.8923
603017.SH,20210511,9.51,0.2482,0.4441,0.68,12.0637,12.1301,1.3198,1.4343,1.4044,4.5039,4.5039,27680.7728,27479.8234,15359.2512,263244.1493,261333.1205
603017.SH,20210510,9.46,0.7303,1.3067,2.84,12.0003,12.0664,1.3128,1.4268,1.397,4.5277,4.5277,27680.7728,27479.8234,15359.2512,261860.1107,259959.1294
603017.SH,20210507,9.84,0.2007,0.3591,0.74,12.4823,12.5511,1.3656,1.4841,1.4531,4.3528,4.3528,27680.7728,27479.8234,15359.2512,272378.8044,270401.4623
603017.SH,20210506,9.9,0.2739,0.4901,1.04,12.5584,12.6276,1.3739,1.4931,1.462,4.3264,4.3264,27680.7728,27479.8234,15359.2512,274039.6507,272050.2517
603017.SH,20210430,9.86,0.3876,0.6935,1.3,12.5077,12.5766,1.3683,1.4871,1.4561,4.344,4.344,27680.7728,27479.8234,15359.2512,272932.4198,270951.0587
