ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
000058.SZ,20210528,5.52,0.9404,1.7545,,263.0997,96.3701,3.5181,4.8593,4.0728,0.5435,0.5435,123565.6249,53828.2117,28852.0597,682082.2494,297131.7286
000058.SZ,20210527,5.57,0.8828,1.647,0.52,265.4828,97.243,3.55,4.9033,4.1097,0.5386,0.5386,123565.6249,53828.2117,28852.0597,688260.5307,299823.1392
000058.SZ,20210526,5.57,1.4603,2.7245,0.7,265.4828,97.243,3.55,4.9033,4.1097,0.5386,0.5386,123565.6249,53828.2117,28852.0597,688260.5307,299823.1392
000058.SZ,20210525,5.44,1.0388,1.938,0.49,259.2866,94.9734,3.4671,4.7889,4.0138,0.5515,0.5515,123565.6249,53828.2117,28852.0597,672196.9995,292825.4716
000058.SZ,20210524,5.44,1.5067,2.811,0.66,259.2866,94.9734,3.4671,4.7889,4.0138,0.5515,0.5515,123565.6249,53828.2117,28852.0597,672196.9995,292825.4716
000058.SZ,20210521,5.41,2.6273,2.6273,1.06,257.8567,94.4497,3.448,4.7625,3.9917,0.5545,0.5545,123565.6249,53828.2117,53828.2117,668490.0307,291210.6253
000058.SZ,20210520,5.62,1.8412,3.4351,0.82,267.866,98.1159,3.5818,4.9473,4.1466,0.5338,0.5338,123565.6249,53828.2117,28852.0597,694438.8119,302514.5498
000058.SZ,20210519,5.65,3.458,6.4515,2.09,269.2959,98.6397,3.601,4.9737,4.1688,0.531,0.531,123565.6249,53828.2117,28852.0597,698145.7807,304129.3961
000058.SZ,20210518,5.94,1.1509,2.1472,0.74,283.1181,103.7026,3.7858,5.229,4.3827,0.5051,0.5051,123565.6249,53828.2117,28852.0597,733979.8119,319739.5775
000058.SZ,20210517,6.04,2.3771,4.4349,2.01,287.8844,105.4484,3.8495,5.3171,4.4565,0.4967,0.4967,123565.6249,53828.2117,28852.0597,746336.3744,325122.3987
000058.SZ,20210514,6.26,3.6144,6.7433,5.92,298.3703,109.2892,3.9897,5.5107,4.6188,0.4792,0.4792,123565.6249,53828.2117,28852.0597,773520.8119,336964.6052
000058.SZ,20210513,5.89,0.6624,1.2359,1.12,280.735,102.8297,3.7539,5.185,4.3458,0.5093,0.5093,123565.6249,53828.2117,28852.0597,727801.5307,317048.1669
000058.SZ,20210512,5.88,0.4731,0.8826,0.79,280.2583,102.6551,3.7475,5.1762,4.3385,0.5102,0.5102,123565.6249,53828.2117,28852.0597,726565.8744,316509.8848
000058.SZ,20210511,5.83,0.6401,1.1942,1.13,277.8752,101.7822,3.7157,5.1322,4.3016,0.5146,0.5146,123565.6249,53828.2117,28852.0597,720387.5932,313818.4742
000058.SZ,20210510,5.72,0.5108,0.953,0.93,272.6323,99.8617,3.6456,5.0354,4.2204,0.5245,0.5245,123565.6249,53828.2117,28852.0597,706795.3744,307897.3709
000058.SZ,20210507,5.75,0.7671,1.4311,1.51,274.0622,100.3855,3.6647,5.0618,4.2425,0.5217,0.5217,123565.6249,53828.2117,28852.0597,710502.3432,309512.2173
000058.SZ,20210506,5.84,0.5719,1.0671,1.17,278.3518,101.9567,3.7221,5.141,4.3089,0.5137,0.5137,123565.6249,53828.2117,28852.0597,721623.2494,314356.7563
000058.SZ,20210430,5.86,0.487,0.9086,0.88,279.3051,102.3059,3.7348,5.1586,4.3237,0.5119,0.5119,123565.6249,53828.2117,28852.0597,724094.5619,315433.3206
000058.SZ,20210429,5.94,0.4995,0.932,0.89,283.1181,103.7026,3.7858,5.229,4.3827,0.5051,0.5051,123565.6249,53828.2117,28852.0597,733979.8119,319739.5775
000058.SZ,20210428,5.95,0.4208,0.7851,0.71,283.5947,103.8772,3.7922,5.2378,4.3901,0.5042,0.5042,123565.6249,53828.2117,28852.0597,735215.4682,320277.8596
000058.SZ,20210427,5.96,0.5581,1.0413,0.9,284.0714,104.0517,3.7985,5.2466,4.3975,0.5034,0.5034,123565.6249,53828.2117,28852.0597,736451.1244,320816.1417
000058.SZ,20210426,5.96,0.4726,0.593,0.66,93.8785,321.5879,3.8705,4.9319,5.2466,0.5034,0.5034,123565.6249,53828.2117,42904.7245,736451.1244,320816.1417
000058.SZ,20210423,6.03,0.8149,1.0224,1.16,94.9811,325.3649,3.916,4.9899,5.3082,0.4975,0.4975,123565.6249,53828.2117,42904.7245,745100.7181,324584.1166
000058.SZ,20210422,6.09,0.5363,0.6728,0.74,95.9262,328.6024,3.955,5.0395,5.3611,0.4926,0.4926,123565.6249,53828.2117,42904.7245,752514.6556,327813.8093
000058.SZ,20210421,6.11,0.5931,0.7441,0.88,96.2412,329.6815,3.9679,5.0561,5.3787,0.491,0.491,123565.6249,53828.2117,42904.7245,754985.9681,328890.3735
000058.SZ,20210420,6.08,0.6881,0.8633,0.99,95.7686,328.0628,3.9485,5.0312,5.3523,0.4934,0.4934,123565.6249,53828.2117,42904.7245,751278.9994,327275.5271
000058.SZ,20210419,6.15,0.96,1.2044,1.55,96.8712,331.8398,3.9939,5.0892,5.4139,0.4878,0.4878,123565.6249,53828.2117,42904.7245,759928.5931,331043.502
000058.SZ,20210416,6.04,0.7321,1.3658,1.29,95.1386,325.9045,3.9225,4.9981,5.3171,0.4967,0.4967,123565.6249,53828.2117,28852.0597,746336.3744,325122.3987
000058.SZ,20210415,5.91,0.642,1.1977,1.16,93.0909,318.89,3.8381,4.8906,5.2026,0.5076,0.5076,123565.6249,53828.2117,28852.0597,730272.8432,318124.7311
