ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
002623.SZ,20210528,32.1,1.0036,1.9592,,37.2854,30.1279,2.1447,2.8488,2.4618,,,16000.0,15957.3625,8174.4425,513600.0,512231.3363
002623.SZ,20210527,32.02,0.8123,1.5856,0.9,37.1925,30.0528,2.1393,2.8417,2.4556,,,16000.0,15957.3625,8174.4425,512320.0,510954.7473
002623.SZ,20210526,31.87,1.0092,1.9701,1.19,37.0183,29.9121,2.1293,2.8284,2.4441,,,16000.0,15957.3625,8174.4425,509920.0,508561.1429
002623.SZ,20210525,32.32,1.2092,2.3605,1.46,37.541,30.3344,2.1594,2.8683,2.4786,,,16000.0,15957.3625,8174.4425,517120.0,515741.956
002623.SZ,20210524,31.69,0.944,1.8429,1.06,36.8092,29.7431,2.1173,2.8124,2.4303,,,16000.0,15957.3625,8174.4425,507040.0,505688.8176
002623.SZ,20210521,31.42,0.5849,1.1418,0.54,36.4956,29.4897,2.0993,2.7885,2.4096,,,16000.0,15957.3625,8174.4425,502720.0,501380.3298
002623.SZ,20210520,31.33,0.7833,1.5291,0.69,36.391,29.4052,2.0932,2.7805,2.4027,,,16000.0,15957.3625,8174.4425,501280.0,499944.1671
002623.SZ,20210519,31.45,0.7313,1.4276,0.55,36.5304,29.5179,2.1013,2.7911,2.4119,,,16000.0,15957.3625,8174.4425,503200.0,501859.0506
002623.SZ,20210518,31.42,1.1026,2.1525,0.77,36.4956,29.4897,2.0993,2.7885,2.4096,,,16000.0,15957.3625,8174.4425,502720.0,501380.3298
002623.SZ,20210517,32.09,1.2538,2.4475,0.84,37.2738,30.1185,2.144,2.8479,2.461,,,16000.0,15957.3625,8174.4425,513440.0,512071.7626
002623.SZ,20210514,32.5,1.502,2.9321,0.92,37.7501,30.5034,2.1714,2.8843,2.4924,,,16000.0,15957.3625,8174.4425,520000.0,518614.2813
002623.SZ,20210513,31.76,1.0618,2.0727,0.66,36.8905,29.8088,2.122,2.8186,2.4357,,,16000.0,15957.3625,8174.4425,508160.0,506805.833
002623.SZ,20210512,32.06,1.7092,3.3365,1.15,37.239,30.0904,2.142,2.8453,2.4587,,,16000.0,15957.3625,8174.4425,512960.0,511593.0418
002623.SZ,20210511,31.26,1.6517,3.2242,1.21,36.3097,29.3395,2.0886,2.7743,2.3973,,,16000.0,15957.3625,8174.4425,500160.0,498827.1518
002623.SZ,20210510,30.11,1.5324,2.9914,1.2,34.974,28.2602,2.0117,2.6722,2.3091,,,16000.0,15957.3625,8174.4425,481760.0,480476.1849
002623.SZ,20210507,30.91,2.1855,4.2664,2.01,35.9032,29.011,2.0652,2.7432,2.3705,,,16000.0,15957.3625,8174.4425,494560.0,493242.0749
002623.SZ,20210506,29.9,0.979,1.9112,0.84,34.73,28.0631,1.9977,2.6536,2.293,,,16000.0,15957.3625,8174.4425,478400.0,477125.1388
002623.SZ,20210430,29.51,1.1098,2.1664,0.91,34.277,27.6971,1.9716,2.619,2.2631,,,16000.0,15957.3625,8174.4425,472160.0,470901.7674
002623.SZ,20210429,30.23,1.0455,2.0409,0.84,35.1134,28.3728,2.0198,2.6829,2.3183,,,16000.0,15957.3625,8174.4425,483680.0,482391.0684
002623.SZ,20210428,30.41,1.0398,2.0297,0.76,35.3224,28.5418,2.0318,2.6988,2.3322,,,16000.0,15957.3625,8174.4425,486560.0,485263.3936
002623.SZ,20210427,30.08,1.2734,2.4858,0.83,34.9391,28.232,2.0097,2.6695,2.3068,,,16000.0,15957.3625,8174.4425,481280.0,479997.464
002623.SZ,20210426,30.86,1.3462,2.6279,0.8,35.8451,28.9641,2.0618,2.7388,2.3667,,,16000.0,15957.3625,8174.4425,493760.0,492444.2068
002623.SZ,20210423,31.4,1.3694,2.6733,0.84,36.4724,29.4709,2.0979,2.7867,2.4081,,,16000.0,15957.3625,8174.4425,502400.0,501061.1825
002623.SZ,20210422,31.94,1.2127,2.3674,0.62,37.0996,29.9778,2.134,2.8346,2.4495,,,16000.0,15957.3625,8174.4425,511040.0,509678.1583
002623.SZ,20210421,32.08,1.6166,3.1558,0.84,37.2622,30.1092,2.1434,2.847,2.4602,,,16000.0,15957.3625,8174.4425,513280.0,511912.189
