ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
603098.SH,20210528,23.13,2.3234,6.6869,,68.2995,67.0759,4.5701,3.9532,3.9431,0.5778,0.5778,53879.9978,53879.9978,18720.5494,1246244.3491,1246244.3491
603098.SH,20210527,23.5,1.575,4.533,0.82,69.3921,68.1489,4.6432,4.0164,4.0062,0.5687,0.5687,53879.9978,53879.9978,18720.5494,1266179.9483,1266179.9483
603098.SH,20210526,23.15,1.3099,3.7701,0.65,68.3586,67.1339,4.574,3.9566,3.9466,0.5773,0.5773,53879.9978,53879.9978,18720.5494,1247321.9491,1247321.9491
603098.SH,20210525,23.16,1.8153,5.2245,0.95,68.3881,67.1629,4.576,3.9583,3.9483,0.577,0.577,53879.9978,53879.9978,18720.5494,1247860.749,1247860.749
603098.SH,20210524,23.18,1.6892,4.8617,0.87,68.4472,67.2209,4.58,3.9617,3.9517,0.5765,0.5765,53879.9978,53879.9978,18720.5494,1248938.349,1248938.349
603098.SH,20210521,23.83,2.3574,6.7848,1.21,70.3665,69.1059,4.7084,4.0728,4.0625,0.5608,0.5608,53879.9978,53879.9978,18720.5494,1283960.3476,1283960.3476
603098.SH,20210520,24.69,2.43,6.9937,1.26,72.906,71.5998,4.8783,4.2198,4.2091,0.5413,0.5413,53879.9978,53879.9978,18720.5494,1330297.1457,1330297.1457
603098.SH,20210519,24.15,1.759,5.0625,0.86,71.3115,70.0339,4.7716,4.1275,4.117,0.5534,0.5534,53879.9978,53879.9978,18720.5494,1301201.9469,1301201.9469
603098.SH,20210518,23.69,1.3291,3.8252,0.53,69.9531,68.6999,4.6807,4.0489,4.0386,0.5641,0.5641,53879.9978,53879.9978,18720.5494,1276417.1479,1276417.1479
603098.SH,20210517,23.59,1.8233,5.2476,0.67,69.6579,68.4099,4.661,4.0318,4.0216,0.5665,0.5665,53879.9978,53879.9978,18720.5494,1271029.1481,1271029.1481
603098.SH,20210514,23.0,2.3639,6.8036,0.9,67.9157,66.6989,4.5444,3.931,3.921,0.581,0.581,53879.9978,53879.9978,18720.5494,1239239.9494,1239239.9494
603098.SH,20210513,22.84,2.3962,6.8965,0.94,67.4432,66.2349,4.5128,3.9036,3.8937,0.5851,0.5851,53879.9978,53879.9978,18720.5494,1230619.1498,1230619.1498
603098.SH,20210512,22.89,2.3498,6.7629,0.95,67.5909,66.3799,4.5227,3.9122,3.9022,0.5838,0.5838,53879.9978,53879.9978,18720.5494,1233313.1496,1233313.1496
603098.SH,20210511,23.5,3.5242,10.1432,1.49,69.3921,68.1489,4.6432,4.0164,4.0062,0.5687,0.5687,53879.9978,53879.9978,18720.5494,1266179.9483,1266179.9483
603098.SH,20210510,21.61,2.9751,8.5626,1.33,63.8112,62.668,4.2698,3.6934,3.684,0.6184,0.6184,53879.9978,53879.9978,18720.5494,1164346.7525,1164346.7525
603098.SH,20210507,19.9,1.9463,5.6018,0.88,58.7618,57.7091,3.9319,3.4011,3.3925,0.6715,0.6715,53879.9978,53879.9978,18720.5494,1072211.9562,1072211.9562
603098.SH,20210506,20.14,1.9166,5.5162,0.84,59.4705,58.4051,3.9793,3.4421,3.4334,0.6635,0.6635,53879.9978,53879.9978,18720.5494,1085143.1557,1085143.1557
603098.SH,20210430,20.61,2.0054,5.9864,0.8,59.7189,58.649,4.1512,3.4565,3.4478,0.6484,0.6484,52871.2071,52871.2071,17711.7587,1089675.5783,1089675.5783
603098.SH,20210429,20.05,3.0926,9.2317,1.18,49.8767,66.7882,4.1323,3.1582,3.4091,0.6665,0.6665,52871.2071,52871.2071,17711.7587,1060067.7024,1060067.7024
603098.SH,20210428,21.62,2.402,7.1702,0.85,53.7822,72.018,4.4559,3.4055,3.676,0.6299,0.6299,52871.2071,52871.2071,17711.7587,1143075.4975,1143075.4975
603098.SH,20210427,20.88,1.8029,5.3819,0.59,51.9414,69.553,4.3034,3.2889,3.5502,0.6522,0.6522,52871.2071,52871.2071,17711.7587,1103950.8042,1103950.8042
603098.SH,20210426,21.27,2.3771,7.0959,0.76,52.9116,70.8521,4.3838,3.3504,3.6165,0.6403,0.6403,52871.2071,52871.2071,17711.7587,1124570.575,1124570.575
603098.SH,20210423,21.88,2.7989,8.6663,0.92,54.429,72.884,4.5095,3.4465,3.7202,0.6224,0.6224,52871.2071,52871.2071,17075.2371,1156822.0113,1156822.0113
603098.SH,20210422,21.65,3.7238,11.5303,1.34,53.8569,72.1179,4.4621,3.4102,3.6811,0.629,0.629,52871.2071,52871.2071,17075.2371,1144661.6337,1144661.6337
603098.SH,20210421,21.66,3.3937,10.5081,1.26,53.8817,72.1512,4.4642,3.4118,3.6828,0.6287,0.6287,52871.2071,52871.2071,17075.2371,1145190.3458,1145190.3458
603098.SH,20210420,19.69,2.9719,9.202,1.03,48.9811,65.589,4.0582,3.1015,3.3479,0.6916,0.6916,52871.2071,52871.2071,17075.2371,1041034.0678,1041034.0678
603098.SH,20210419,19.14,2.6913,8.3331,0.82,47.613,63.7569,3.9448,3.0149,3.2544,0.7115,0.7115,52871.2071,52871.2071,17075.2371,1011954.9039,1011954.9039
603098.SH,20210416,18.23,2.505,7.7564,0.58,45.3492,60.7256,3.7572,2.8715,3.0996,0.747,0.747,52871.2071,52871.2071,17075.2371,963842.1054,963842.1054
603098.SH,20210415,18.2,2.4175,7.7177,0.47,44.6342,59.7681,3.8103,2.8262,3.0508,0.7483,0.7483,52123.3096,52123.3096,16327.3396,948644.2347,948644.2347
603098.SH,20210414,18.49,2.9289,9.3501,0.53,45.3454,60.7204,3.871,2.8713,3.0994,0.7365,0.7365,52123.3096,52123.3096,16327.3396,963759.9945,963759.9945
603098.SH,20210413,17.98,3.9987,12.7653,0.65,44.0946,59.0456,3.7642,2.7921,3.0139,0.7683,0.7683,52123.3096,52123.3096,16327.3396,937177.1066,937177.1066
603098.SH,20210412,18.9,4.7535,15.1752,0.69,46.3509,62.0669,3.9569,2.9349,3.1681,0.7309,0.7309,52123.3096,52123.3096,16327.3396,985130.5514,985130.5514
603098.SH,20210409,20.34,7.9912,25.5111,1.03,49.8824,66.7958,4.2583,3.1586,3.4095,0.6791,0.6791,52123.3096,52123.3096,16327.3396,1060188.1173,1060188.1173
603098.SH,20210408,19.21,5.9187,18.8948,0.73,47.1111,63.0849,4.0218,2.9831,3.2201,0.7191,0.7191,52123.3096,52123.3096,16327.3396,1001288.7774,1001288.7774
603098.SH,20210407,18.34,4.8444,15.4651,0.54,44.9775,60.2278,3.8396,2.848,3.0742,0.7532,0.7532,52123.3096,52123.3096,16327.3396,955941.4981,955941.4981
603098.SH,20210406,18.23,7.0355,22.4603,0.8,44.7077,59.8666,3.8166,2.8309,3.0558,0.7578,0.7578,52123.3096,52123.3096,16327.3396,950207.934,950207.934
603098.SH,20210402,17.15,8.7246,37.2566,1.08,42.0591,56.3199,3.5905,2.6632,2.8748,0.8055,0.8055,52123.3096,52123.3096,12206.0142,893914.7596,893914.7596
603098.SH,20210401,18.22,13.1717,51.7998,1.79,41.1502,55.1028,4.219,2.6056,2.8126,0.7582,0.7582,48001.9842,48001.9842,12206.0142,874596.1521,874596.1521
603098.SH,20210331,18.48,8.4406,33.194,1.1,41.7374,55.8891,4.2792,2.6428,2.8528,0.7475,0.7475,48001.9842,48001.9842,12206.0142,887076.668,887076.668
603098.SH,20210330,16.8,9.6162,37.817,1.17,37.9431,50.8083,3.8902,2.4026,2.5934,0.8928,0.8928,48001.9842,48001.9842,12206.0142,806433.3346,806433.3346
