ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
300324.SZ,20210528,3.38,2.9455,3.1207,,,,1.4852,2.0872,1.9714,1.351,1.351,172759.0595,125369.0317,118330.4251,583925.6211,423747.3271
300324.SZ,20210527,3.35,1.4863,1.5747,0.73,,,1.472,2.0687,1.9539,1.3631,1.3631,172759.0595,125369.0317,118330.4251,578742.8493,419986.2562
300324.SZ,20210526,3.34,2.3102,2.4476,1.26,,,1.4676,2.0625,1.948,1.3671,1.3671,172759.0595,125369.0317,118330.4251,577015.2587,418732.5659
300324.SZ,20210525,3.32,2.0638,2.1866,1.23,,,1.4588,2.0502,1.9364,1.3754,1.3754,172759.0595,125369.0317,118330.4251,573560.0775,416225.1852
300324.SZ,20210524,3.33,2.7337,2.8963,1.72,,,1.4632,2.0564,1.9422,1.3712,1.3712,172759.0595,125369.0317,118330.4251,575287.6681,417478.8756
300324.SZ,20210521,3.19,1.3929,1.4758,0.8,,,1.4017,1.9699,1.8606,1.4314,1.4314,172759.0595,125369.0317,118330.4251,551101.3998,399927.2111
300324.SZ,20210520,3.18,1.6801,1.78,0.91,,,1.3973,1.9637,1.8547,1.4359,1.4359,172759.0595,125369.0317,118330.4251,549373.8092,398673.5208
300324.SZ,20210519,3.24,1.2795,1.3556,0.67,,,1.4237,2.0008,1.8897,1.4093,1.4093,172759.0595,125369.0317,118330.4251,559739.3528,406195.6627
300324.SZ,20210518,3.28,1.4606,1.5592,0.65,,,1.4398,2.0549,1.9408,1.3921,1.3921,175270.0295,111294.1447,104255.5381,574885.6968,365044.7946
300324.SZ,20210517,3.25,2.5988,2.7742,1.21,,,1.4266,2.0361,1.9231,1.3849,1.3849,175270.0295,111294.1447,104255.5381,569627.5959,361705.9703
300324.SZ,20210514,3.38,2.4544,2.6201,1.17,,,1.4837,2.1176,2.0,1.3316,1.3316,175270.0295,111294.1447,104255.5381,592412.6997,376174.2091
300324.SZ,20210513,3.3,2.4521,2.6177,1.3,,,1.4486,2.0674,1.9527,1.3639,1.3639,175270.0295,111294.1447,104255.5381,578391.0974,367270.6775
300324.SZ,20210512,3.3,1.8414,1.9657,0.89,,,1.4486,2.0674,1.9527,1.3639,1.3639,175270.0295,111294.1447,104255.5381,578391.0974,367270.6775
